,title,desc,date,datetime,link,img,media,site
42,Affordable Housing—Wisconsin's Secret to the Labor Shortage,bookmark_border,Feb 23,,news.google.com/./articles/CBMiXGh0dHBzOi8vcmlwb25zb2NpZXR5Lm9yZy9hcnRpY2xlL2FmZm9yZGFibGUtaG91c2luZy13aXNjb25zaW5zLXNlY3JldC10by10aGUtbGFib3Itc2hvcnRhZ2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/bzyeaLspuxDKC9GARVc6wMXu_2LPD-Ubf7CIpAiGpVbZOf77RumD90es5XTxjIp43IRjs7TSL76vpirx_YE2IwVubCA0X_zvwLQ8_Qdyl8DCkQJ87SCr6VH1jdu4eWPQcy9Ukssh_edQWVK5=s0-w100-h100-dcKVWQrSUI,,
43,Worker and housing shortages hamper economic growth,bookmark_border,Aug 3,,news.google.com/./articles/CBMiXGh0dHBzOi8vd3d3LnN3bmV3czR1LmNvbS9sb2NhbC9idXNpbmVzcy93b3JrZXItYW5kLWhvdXNpbmctc2hvcnRhZ2VzLWhhbXBlci1lY29ub21pYy1ncm93dGgv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/aPM-eipuNT3EnGEWvS-2-NCXa5t-hlCGlM6_zsviveMCdPzRK4Tv1cMM9_jK9wpa1Ly_1vcFcSND0uWEH_aRzjBGk3ljSgKpWQKja13CGQ8I5-POPy6ZSOuhsJczgBmoMXh-4J2FEZusNy4MZONqtvuCsjIM1h-tjiQ=s0-w100-h100-dcATCApSCoodAB,,
44,Affordable housing shortage in Marathon County comes up in committee discussion,bookmark_border,Jul 8,,news.google.com/./articles/CBMifGh0dHBzOi8vd2F1c2F1cGlsb3RhbmRyZXZpZXcuY29tLzIwMjIvMDcvMDgvYWZmb3JkYWJsZS1ob3VzaW5nLXNob3J0YWdlLWluLW1hcmF0aG9uLWNvdW50eS1jb21lcy11cC1pbi1jb21taXR0ZWUtZGlzY3Vzc2lvbi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/OjcRQer2jm8FkaI1DKWdUX4A74KphOvZiLx-7FE2AAevfwrae35Y9LrhqlBGEdu9CxgqCaEPwfSd5z2vnfM3jMBO3DDLH0rO2ubpe2CSrKbdwmmG2PnIFI5vSrRCb9tbxv8ktlSK2kra8RZENpErMiPf9lnRnS0=s0-w100-h100-dcvQGW8wAN,,
45,Housing First: Homelessness and the need for a resource hub,bookmark_border,Oct 13,,news.google.com/./articles/CBMiXmh0dHBzOi8vd3JjaXR5dGltZXMuY29tLzIwMjIvMTAvMTMvaG91c2luZy1maXJzdC1ob21lbGVzc25lc3MtYW5kLXRoZS1uZWVkLWZvci1hLXJlc291cmNlLWh1Yi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/IWJlQfmYdLocIm5C7W7i2pKMa3TluVb0Jd77Z3WpuOQ9Y_Sf53s4vYc7e6CUYPuPrzgLXltN5dV508wQ0fM0Gb2DreSx1Cj8sxAhIVJtfprGtE2ZGwjDTaqu67moSbQWa_aeitpHwfDMgA=s0-w100-h100-dcmUWMSSIJ,,
46,The Rental Housing Crisis Is a Supply Problem That Needs Supply Solutions,bookmark_border,Aug 22,,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3LmFtZXJpY2FucHJvZ3Jlc3Mub3JnL2FydGljbGUvdGhlLXJlbnRhbC1ob3VzaW5nLWNyaXNpcy1pcy1hLXN1cHBseS1wcm9ibGVtLXRoYXQtbmVlZHMtc3VwcGx5LXNvbHV0aW9ucy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/CktOyE8tRxgaDEixHrlsslMqnTSgYYOIEWeN8tqTceJ5kBQSmTlx09Lmx4AbVXXYaEVWfe9kPCIqo2I5YAhi3cDzXj-SWqkXjbNXMlw2iOpBctTev0sD2aXEYeFAPmmYmyjBor-ot8bNHgg_o-XmsoxbOuaKPO1V66n8=s0-w100-h100-dcOcGK88QE,,
47,Northwoods Motels Revived as Housing,bookmark_border,Jun 5,,news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3LnBsYW5ldGl6ZW4uY29tL25ld3MvMjAyMi8wNi8xMTczNzUtbm9ydGh3b29kcy1tb3RlbHMtcmV2aXZlZC1ob3VzaW5n0gFUaHR0cHM6Ly93d3cucGxhbmV0aXplbi5jb20vbmV3cy8yMDIyLzA2LzExNzM3NS1ub3J0aHdvb2RzLW1vdGVscy1yZXZpdmVkLWhvdXNpbmc_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/6YTwNDArRwUAtcig1zZ81rE4fsnd6LtzMKiLZW5vZUVaFLvTbL7IHOa_a1U8uVh4M_gdaSbL8L939Zmpuc3pOkFutS_ZCniEBSJY2SUnylu3a4muWid6qIOb3S6YQA=s0-w100-h100-dcjVKAamEB,,
48,"House surfing and living in abandoned buildings, Wisconsin's rural homeless population is underserved",bookmark_border,Sep 27,,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3Lndwci5vcmcvaG91c2Utc3VyZmluZy1hbmQtbGl2aW5nLWFiYW5kb25lZC1idWlsZGluZ3Mtd2lzY29uc2lucy1ydXJhbC1ob21lbGVzcy1wb3B1bGF0aW9uLXVuZGVyc2VydmVk0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/6vp6YvsU6OQRSlBXSvwNQaaGiOxzLzJ7Fn5XuRJsE-rwv8aHA0rSWHLVijaVV2Zdnd7usuX0NDFhGDYOlmoHw4heuTiISjGaMQgWjuDRgNqJl6T0vA=s0-w100-h100-dcAVCAr0kF,,
49,Developing housing options in Chilton,bookmark_border,Feb 4,,news.google.com/./articles/CBMiQ2h0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDIvMDQvZGV2ZWxvcGluZy1ob3VzaW5nLW9wdGlvbnMtY2hpbHRvbi_SAVJodHRwczovL3d3dy53YmF5LmNvbS8yMDIyLzAyLzA0L2RldmVsb3BpbmctaG91c2luZy1vcHRpb25zLWNoaWx0b24vP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/HCITYwthK4Owba6msU38wGLw-bcO2v8AyISgGDShC-_H1s6oRSJ8HThvaA4SRqzaU9Kd1MBbuKhFtdoxqJuiXcG0IL7IeqJh5TTWCi8HioqErycO8zF9F1lbls-0Kzl21HMBTg2K7CfVaQvThzn-PEye5QpU54LGobKej6R87FhWFWowUa1NmvSTt44DzfrgR55_1qCQfmPyzKrnBOXM4SK8EtcXu9vbpafVZpVv_BoN92TSwd8KsA9SbKLpwRrqpNWfhwYcERmQSTYwpSGGbDUsPM1hwJQNDI8ZGctWj8_YRg=s0-w100-h100-dcATAY,,
50,"Record rent increases, low wages are driving an eviction crisis, U.S. Senate panel told",bookmark_border,Aug 3,,news.google.com/./articles/CBMifmh0dHBzOi8vd2lzY29uc2luZXhhbWluZXIuY29tLzIwMjIvMDgvMDMvcmVjb3JkLXJlbnQtaW5jcmVhc2VzLWxvdy13YWdlcy1hcmUtZHJpdmluZy1hbi1ldmljdGlvbi1jcmlzaXMtdS1zLXNlbmF0ZS1wYW5lbC10b2xkL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/eKAalYv61XKMunYPOF3DJBSb-YzdYlLLRd241uJ0a2CjxRlnC0aRgrrtXZvcFk8lfbtmMgzFwyr2kEa0ed8TkT6tqWdd_pwUUU0sE_OdT1vPsbMHaWi8JjL6zmYzcDwhIdXSOPVHn9oDvjS--YoQ9BUwog=s0-w100-h100-dcKRCGFbgjg~MC,,
51,Housing considered the foundation for health and well-being,bookmark_border,Sep 21,,news.google.com/./articles/CBMiiAFodHRwczovL3d3dy5qc29ubGluZS5jb20vaW4tZGVwdGgvbW9uZXkvYnVzaW5lc3MvaGVhbHRoLWNhcmUvMjAyMi8wOS8yMS9ob3VzaW5nLWNvbnNpZGVyZWQtZm91bmRhdGlvbi1oZWFsdGgtYW5kLXdlbGwtYmVpbmcvMTAwNTU1MzgwMDIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/wnV6yXc_25sEyZw_U-rG4BNaCoL8nU4nlQIffTNXB60jCV-LAD6t24gwLplPTE0NUj3HirCo-DjwpHeZYwNURTtQGTBrdQCcpSxXizysg2hcyqTJH4g_jCBofeWmMWB4jorhC4CFS_-2ow-t-bqFuaX7Xl2nC7S_0oqqxbY1eIswwDR3CgBY8rH8VLZpp9EHKyAf0Nj_-011SgHoUWEgtsSnRgawOWWaemWi-Gko_dc5nxd9Uepu5-zdQreZhauR2oLYbAA=s0-w100-h100-dcFTSQCp4I,,
52,WISCAP Kickstarts New Affordable Housing Action Network - WORT-FM 89.9,bookmark_border,Oct 10,,news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3LndvcnRmbS5vcmcvd2lzY2FwLWtpY2tzdGFydHMtbmV3LWFmZm9yZGFibGUtaG91c2luZy1hY3Rpb24tbmV0d29yay_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JO7f7UtZUjXLLdhNEh5_XQ3Bv0KHdIKVrr5fzf8v2Vx7OWK3LDq7kig-ViuV3jTFPT4V-PvKtdOIefET72Xws_R7bkWlAfg5nwRMILGhnyKZs-s7nSV9cqsfxXhzv9b8eGLcZLBdgE-C2SMB3w=s0-w100-h100-dckVKKaSkE,,
53,Racial disparities in homeownership a statewide problem in Wisconsin,bookmark_border,Apr 6,,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvbmV3cy9zb2x1dGlvbnMvMjAyMi8wNC8wNi9yYWNpYWwtZGlzcGFyaXRpZXMtaG9tZW93bmVyc2hpcC1zdGF0ZXdpZGUtcHJvYmxlbS13aXNjb25zaW4vOTQ2MzE1NjAwMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/80o1ucNO5OdbupseTKeA27h139MSmDuqzK-xWEv2-ukILrU0z676plqxZCBag_bo1jipFVNNyCsmoDdEkFRHo0-AxHEjMdNztiE3lZoxmgmZTbjMrW33k_hCTpvR863Ccz9C9KaFg3K_aGy4eg3hAcmrg1qX9jB4gDqeyobkDUa4NBXA4ru3f-l4a-HtMP4UxW3xfLatwdbyue68f3GmyHsjHoplB5T6TI8aUKNhabyMpinsK9w3FP5CnSv9XuoW0hlPkq839iUaxe1o8cYKU37bA9TWWYILseBDs8_jMA=s0-w100-h100-dcAYCCi6xjqXNYCaqCfQ0,,
54,"Amid Housing Crisis, Employers Become Landlords",bookmark_border,Mar 16,,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTAzLTE2L2FtaWQtaG91c2luZy1jcmlzaXMtZW1wbG95ZXJzLWJlY29tZS1sYW5kbG9yZHPSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/0Dlri8n5R4BzVR_ikI58yrLfEHIZ6Ux7gxdQzHbn4uZFP5w_4KNmNeIOvpdoF21FlyFmeZodBZZ823r_7otmDWpaJ2gl_ajOIGjHO12RIgtnMP6gjUp1jRn6vE_hpufM3-hDZLQ=s0-w100-h100-dcAXCKQMMD,,
55,UW-Madison's history of housing shortages and displacement,bookmark_border,"Nov 18, 2021",2021-11-18 00:00:00.000000,news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3LmRhaWx5Y2FyZGluYWwuY29tL2FydGljbGUvMjAyMS8xMS91dy1tYWRpc29ucy1oaXN0b3J5LW9mLWhvdXNpbmctc2hvcnRhZ2VzLWFuZC1kaXNwbGFjZW1lbnTSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/VgAtCZV0JeSJ-iyZvZW3A3ywDnhxOTNzhCHP1zJu3WEAhCLdtXHZQEX6_1RXj2Fnut5zeK4O09-8BYaNI-X_NLnSPI04gEFKGevwb0edQ2pfrsy1ZfRuH6ZhN5vOismoJkiopl69G5ggAOxRbZdlJA8Uo-t_jlXF5dIZ14nKTh4nUVyzhWo8R543COX3JNHSuVKo1ToST-Na621T4E_p-kSS-alc43JnzMSQTT0SBQ=s0-w100-h100-dcgYGCokYD,,
56,Wisconsin Millennials have to get creative to buy a home this year,bookmark_border,Jun 2,,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LnBvc3RjcmVzY2VudC5jb20vc3RvcnkvbW9uZXkvMjAyMi8wNi8wMi93aXNjb25zaW4tbWlsbGVubmlhbHMtaGF2ZS1nZXQtY3JlYXRpdmUtYnV5LWhvbWUtdGhpcy15ZWFyLzk2MTY2ODUwMDIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/LV8MjE3YvCFK0rc1PkzMenUj-4JSC11fBld8XnCFSbdRy_4-bPyyvgJz_C04TU8I43qJki5CvieSm5buuJ5sB0E1X5HcpJSzOwzxBupfwFeCDBbhEjuM2K2tAzWPw0i1C_Nfog63fdeJoENxXYn54oE_VrkbA64C81zJFKywqlscMHKe-KY=s0-w100-h100-dcJWKQzCkH,,
57,"In New York City, housing supply continues to fail to meet demand",bookmark_border,Oct 10,,news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3Lm55MS5jb20vbnljL2FsbC1ib3JvdWdocy9ob3VzaW5nLzIwMjIvMTAvMDcvbmV3LXlvcmstY2l0eS1ob3VzaW5nLXN1cHBseS1kZW1hbmTSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/lgDALw7isgVi3pKwHGeRzer6rPbXj_VnfAwq_0AjQG8QYtTGca4kCL1E1e0dQbpCFevFXnMsNQIRvsb7Xvej_wMKALN0VboIdithRYMKRqAWg8Su5335W3VUsTMwRPTLkOE=s0-w100-h100-dcARCCoZjjS0UD,,
58,"It looks a lot like a housing bubble—how your local housing market compares to 2007, as told by 4 interactive charts",bookmark_border,Jun 20,,news.google.com/./articles/CBMiemh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMi8wNi8yMC9ob3VzaW5nLW1hcmtldC1pbi0yMDIyLWxvb2tzLXNpbWlsYXItdG8tdGhlLTIwMDgtaG91c2luZy1idWJibGUtaG91c2luZy1jaGFydHMtaG9tZS1wcmljZXMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/SeF-cRUrGjCgnyYqAGFSTPpsBLRAugGB-PFnn8xsh_N_l8So3g7rGgjZ8wFvNoqCT9zcdXGXmwCAoE6OX3g2UIdzL1vlkx2SoK-kpC26UrGCga-ZZipzNSvjvQwNysteumnravsrgvzS1ygIg1SOGfuapBbbH9HC9myXOyIZyapXeyR9LJsrlGJHxfsMRdbfADdni9as0FNEOH1Yy1TCVLfHziD8HLxDIOhIoTJ6oEubNko2572PF3MyK5ibr8Iu_N2Db3N4ZvOdCkih=s0-w100-h100-dciQKQJzEG,,
59,"Interest rates, cost of homes in Green Bay, Appleton may be too much for buyers",bookmark_border,Jul 5,,news.google.com/./articles/CBMimwFodHRwczovL3d3dy5ncmVlbmJheXByZXNzZ2F6ZXR0ZS5jb20vc3RvcnkvbW9uZXkvMjAyMi8wNy8wNS9jb3N0LWhvbWVzLXNhbGUtZ3JlZW4tYmF5LWFwcGxldG9uLW9zaGtvc2gtZm9uZC1kdS1sYWMtaW5jcmVhc2UtaW50ZXJlc3QtcmF0ZS1oaWtlcy83Njk4OTI0MDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/mcS3EbipjCu4kR5tpw5_YSJqQZzbbx9QFhuIZUOA1s2D_nk11Qk8zcUurWC_Wi0_EqrZW4so23meVLaEPV6UrnY0zv5TMeWyolGgkxpkE4AxzxajL1DywB2v2XQc1pUa7nPlSrWHk6kfTy2s_BoW5fC7f_CsFI17qWNjnUei9o64N76tUIA=s0-w100-h100-dcxTCatZwI,,
60,Rhodes-Conway talks 'unhealthy housing market' and solutions,bookmark_border,Oct 30,,news.google.com/./articles/CBMikQFodHRwczovL2NhcHRpbWVzLmNvbS9uZXdzL2dvdmVybm1lbnQvcmhvZGVzLWNvbndheS10YWxrcy11bmhlYWx0aHktaG91c2luZy1tYXJrZXQtYW5kLXNvbHV0aW9ucy9hcnRpY2xlX2ViY2RlMzExLTg1NDctNTYyYS05NDA4LWU0NjZkOTUyM2E2NC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/owRtLfn1q9UXs212OG1dzpLNm4F9r8jPhdBzM3ziVU_q_oYaBU6KawdiZn4ZZ64RjJGbg-Ntha2jnpPcmrNzuIVaDX40RZjdQFTeqZtE96_6kuYO2MNLybuYSzpkdpLUu5FXykioTyXG5u-teEGZsQV4YcjmtmnuvsBvBqYp1olHdteaDaA3BG8lnOxb-HiF4-GiZxDcUiQndkAbPqWd6aC4J7cgexq3YoXjBITAs_AhEv99OQvza-0=s0-w100-h100-dcnVGAy9wB,,
61,Sheboygan affordable housing shortage: Share your story with the Press,bookmark_border,Jul 11,,news.google.com/./articles/CBMifmh0dHBzOi8vd3d3LnNoZWJveWdhbnByZXNzLmNvbS9zdG9yeS9tb25leS8yMDIyLzA3LzExL3NoZWJveWdhbi1hZmZvcmRhYmxlLWhvdXNpbmctc2hvcnRhZ2Utc2hhcmUteW91ci1zdG9yeS1wcmVzcy83ODE0ODY1MDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/bRGoCgQn1Kj_ztoKkO1XbHE4HezT_MYsC2Ry9gjc8DX2wsUboIDoR9d2HRZBTBFD_N8jegW-EJjkeTSipFX-h7gnZ-sgIHzr-a1ROedvFcfR5Eh4UxFY1jzAaLxGc4Iv7sgVFOZKv6IljBdTPImJWZTca8u_FkNqbmOFgW4lxsrfyTGEpn7R8Ne1Q5ixKv5a7tWVt1Zwqn6H5w=s0-w100-h100-dcgVOCYEFiYgkKLg8,,
62,CBJ's Fast 50 Awards: Private companies with rapid revenue growth - Charlotte Business Journal,bookmark_border,8 hours ago,2022-12-02 11:51:57.066981,news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9jaGFybG90dGUvbmV3cy8yMDIyLzEyLzAyL2Niai1mYXN0LTUwLWF3YXJkcy1yYW5raW5nLWdyb3dpbmctcHJpdmF0ZS1jb21wYW5pLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/EUT4dgt0wPNJsnWcxY6PnYsmuPZ_KnyS2x5mEYGnT3kgwe5f_7NmWJIaHp7KIekOAXnV1Tv0feRJtMuSwO8wf2X4bLf7bHTZveRom5g_qMmgzTal6Saxxx2RPez5d04KrnvNfrmrLus=s0-w100-h100-dcgRigo5YK,,
63,"As rent prices rise in Wisconsin's competitive housing market, refugees are losing out",bookmark_border,Oct 6,,news.google.com/./articles/CBMigAFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvbmV3cy9sb2NhbC8yMDIyLzEwLzA2L3dpc2NvbnNpbnMtY29tcGV0aXRpdmUtcmVudGFsLW1hcmtldC1tZWFucy1yZWZ1Z2Vlcy1sb3Npbmctb3V0LzEwMzY2NTIyMDAyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/ZKbVpC3z6HO7rvT3IGEAzqd2KHLH6gygbe7Z5QXVEvUmOEyRaGcoDi_1wPAvpkCaj0wgL8zwLT7cwtQSqnGmMC7Ozdcj5Nv9j6L6f9bG0fxDHUISoD4Nf3sRtMT_OgO3D4ZrvNe8o32TDMfTwSCH6ECYd3LFspIcZXv7jfpp52pGgtXzhB1fnjheIyQ7DNI=s0-w100-h100-dckUWQh5oJ,,
64,La Crosse mayor: Community faces challenges 'well beyond funding' in caring for rising homeless population,bookmark_border,Oct 3,,news.google.com/./articles/CBMidGh0dHBzOi8vd3d3Lndwci5vcmcvbGEtY3Jvc3NlLW1heW9yLWNvbW11bml0eS1mYWNlcy1jaGFsbGVuZ2VzLXdlbGwtYmV5b25kLWZ1bmRpbmctY2FyaW5nLXJpc2luZy1ob21lbGVzcy1wb3B1bGF0aW9u0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/-mvfEBYtBI_ip4nimc5G_2SaHJbJAvpbBYt4R7n570riR34EieVvf7VRijFgcebdRL61TfiA1cZE2K1DIahgb1Ov2VhcvDPefDih_TfJCqRwq_uZV1VN3g=s0-w100-h100-dcAfCKi8wE,,
65,Housing inventory hits record low,bookmark_border,Jan 21,,news.google.com/./articles/CBMiQmh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDEvMjEvaG91c2luZy1pbnZlbnRvcnktaGl0cy1yZWNvcmQtbG93L9IBUWh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDEvMjEvaG91c2luZy1pbnZlbnRvcnktaGl0cy1yZWNvcmQtbG93Lz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/4h1PJ8NV2ncm-Pouw2IxZpBrnWgHSJA3tGg3e1vqh0DNPWsmlzUY_7Nk4ug8Qka_2fB7wzPef_XsF3g91g8lVh8LFvA9R431bqMkC4Ln-XE4r1uh5QU90Pu2sOvkWpXQSyv47DCw4YNkb1fz_arPSGgX9SGMzT444BjC6We_jeqHCw2ek6anZ3Q_YCLygO8chNLIN5scVepOUHkg92dIpnOPwVTMNGLa7KNBkS-RXkQQkHhzs4XMZ25C_FXwGfnl6LhGLHlkRoLySXsQjtLsraIsZN1z65eAScLKngoGxORIfw=s0-w100-h100-dcAcAM,,
66,Growing up: Madison's decade of rapid growth,bookmark_border,Feb 14,,news.google.com/./articles/CBMiSmh0dHBzOi8vd3d3LmNoYW5uZWwzMDAwLmNvbS9ncm93aW5nLXBhaW5zLW1hZGlzb25zLWRlY2FkZS1vZi1yYXBpZC1ncm93dGgv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JcwfA6M9m2e5lrXxXrHsADaIIwxlYm83knjQ3zlUlTImHmnwARIrdcoSPi5rThoXUZVpVBFouLQujDhtlcLk3xTkwjT4wsfXfK0MzPeA1oFNJg26cvk0OgHqsjy5PeiNJ4JTEHHdut6xJen1eZO-xZf8hfz-Wg5vNM9pkueXZsTuewT7z6wxnBTNApc=s0-w100-h100-dcAWCGhLQD,,
67,October 2022 Editor's Letter: The Housing Crisis Continues,bookmark_border,Oct 24,,news.google.com/./articles/CBMia2h0dHBzOi8vd3d3LmFyY2hpdGVjdHVyYWxyZWNvcmQuY29tL2FydGljbGVzLzE1ODY4LW9jdG9iZXItMjAyMi1lZGl0b3JzLWxldHRlci10aGUtaG91c2luZy1jcmlzaXMtY29udGludWVz0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/yMKZsAHJ9W0TexX0fQJ6A2V3tuY_bhy_X0uB_c0cwtOaLWECoM1_gAkrQ-n7Aei8Uj6gRTnkXpqCQpNfiDsae982xQeg9RvedjxHpGW01wcrkRe_rbsDd7W2S-MpyC1XQMNAcDYF0Z0tRM1LRFDz5chZlDxCfRzEYXBJypPRiw=s0-w100-h100-dcAQCCIhVmTPUIPJI,,
68,"Ready, willing, but not able",bookmark_border,Sep 2,,news.google.com/./articles/CBMiQGh0dHBzOi8vaXN0aG11cy5jb20vbmV3cy9jb3Zlci1zdG9yeS9yZWFkeS13aWxsaW5nLWJ1dC1ub3QtYWJsZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/cOHOScirXPt64EwWpoGA-8lmQHvmqAi4ZaYPIUZPOzCDqSI-xcpHaRlA1HEo26DPsHhixtVZCuEm4qG8YCbtM3kU9yrfBObbMSmudiOL65gC6pn2QWsLswwlrAC5mTZAGyH1i-joLLGZJANHxU0Ti2qzMIKV0Eh939kL2O8XXUBAGn4lWHSgStmhv6sry9VwTrlsPh_8GJYLV0Z1_pcnloknlYRLXxQQwRwnEWjE=s0-w100-h100-dcpQOU7CHnTCID,,
69,Demand far outpacing supply in Milwaukee area housing market in 2022,bookmark_border,Mar 18,,news.google.com/./articles/CBMiggFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvbW9uZXkvYnVzaW5lc3MvMjAyMi8wMy8xOC9taWx3YXVrZWUtcmVhbC1lc3RhdGUtbGlzdGluZ3MtMjAyMi1hcmUtc2Vjb25kLWxvd2VzdC1jZW50dXJ5LzcwNTk2NjQwMDEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/INwHBl5a2PMTuWDvoE_E3e5betChpnItKe865VBa8NjdM-luJcHrbOrBlCr76U77DPnTSO2dIrprdMoJOV6sieAG1UUp1Jr-erLetFfx-Yx3xEUlHjWgQBEzWeSJ4M6XZah0wvoNLNswG31kTEShoYnhOLwFi0ls5AlgYFU_3KkUCCNP8llw5lNNqw11d5C20EjLnygtSgmrPr_uop6Vq_TqG0ezoOLcsV-h=s0-w100-h100-dcAQCAE9Wh2AQD,,
70,Milwaukee County supervisors split on community participation in addressing housing crisis,bookmark_border,Jun 29,,news.google.com/./articles/CBMif2h0dHBzOi8vbWlsd2F1a2Vlbm5zLm9yZy8yMDIyLzA2LzI5L21pbHdhdWtlZS1jb3VudHktc3VwZXJ2aXNvcnMtc3BsaXQtb24tY29tbXVuaXR5LXBhcnRpY2lwYXRpb24taW4tYWRkcmVzc2luZy1ob3VzaW5nLWNyaXNpcy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/P6a9Ubc7gLpltSO0xhtSKDUSpVlyBYnVzAvhQ-71ChHaiqi01J6LdTT4SqPCUr907GqeysGpT6kCEIQ1Oxq95rORoWprUDDbNWwqC8WiTmtt-_tVfCGmzAHU9zcIZZFXEr1Dva1ZdNIqsyk=s0-w100-h100-dcAWCO7LUG,,
71,Milwaukee Sees Steep Decline In Homes Owned By City Residents Since Great Recession,bookmark_border,"Feb 4, 2020",2020-02-04 00:00:00.000000,news.google.com/./articles/CBMikAFodHRwczovL3d3dy53dXdtLmNvbS9wb2RjYXN0L2xha2UtZWZmZWN0LXNlZ21lbnRzLzIwMjAtMDItMDQvbWlsd2F1a2VlLXNlZXMtc3RlZXAtZGVjbGluZS1pbi1ob21lcy1vd25lZC1ieS1jaXR5LXJlc2lkZW50cy1zaW5jZS1ncmVhdC1yZWNlc3Npb27SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/VpxemefLcOTPD-VuMw2FlW9fR2t4PkFrtYIk_9Q770lIVOpkIJCPtljO7pa5z7Pw5odrzV8zFNU21WjL5ZJ5FdS_K5gIXxOY77HBzfwHDL8xIHUIQ9oZtZmx0MPihaiywP4KMCVxc-ZigsNbU9d7Ng=s0-w100-h100-dcAeAA,,
