Zip,Number of Sites,Site Density Category,Population,Sites Per 1000 People,Sites Per Capita
53943,1,1,1169,0.8554319931565441,0.000855431993156544
53944,2,1,2267,0.882223202470225,0.000882223202470225
53946,5,1,4243,1.1784115012962526,0.0011784115012962526
53948,54,2,8384,6.440839694656488,0.006440839694656489
53949,29,1,6188,4.686489980607628,0.0046864899806076275
53950,10,1,5431,1.8412815319462346,0.0018412815319462346
53951,3,1,2671,1.1231748408835642,0.0011231748408835642
53952,5,1,3130,1.597444089456869,0.001597444089456869
53953,1,1,267,3.745318352059925,0.003745318352059925
53954,8,1,6822,1.1726766344180592,0.0011726766344180592
53955,10,1,5530,1.8083182640144664,0.0018083182640144665
53956,9,1,3141,2.865329512893983,0.0028653295128939827
53959,42,1,13717,3.0618940001458044,0.0030618940001458043
53960,7,1,3383,2.069169376293231,0.002069169376293231
53961,2,1,838,2.3866348448687353,0.002386634844868735
53963,16,1,13788,1.1604293588627792,0.0011604293588627793
53964,13,1,3560,3.651685393258427,0.003651685393258427
53965,27,1,10625,2.541176470588235,0.0025411764705882355
53968,6,1,2399,2.5010421008753645,0.0025010421008753647
53969,4,1,416,9.615384615384615,0.009615384615384616
54001,20,1,7648,2.6150627615062763,0.002615062761506276
54002,21,1,6454,3.2537960954446854,0.0032537960954446853
54004,3,1,2317,1.294777729823047,0.001294777729823047
54005,10,1,3017,3.3145508783559827,0.003314550878355983
54006,1,1,675,1.4814814814814814,0.0014814814814814814
54007,3,1,960,3.125,0.003125
54009,3,1,2528,1.1867088607594936,0.0011867088607594937
54011,37,1,6706,5.51744706233224,0.00551744706233224
54013,15,1,3318,4.520795660036166,0.0045207956600361665
54014,1,1,2074,0.4821600771456124,0.00048216007714561236
54015,7,1,3743,1.8701576275714669,0.0018701576275714667
54016,80,2,32171,2.486711634702061,0.002486711634702061
54017,35,1,18289,1.9137186286839083,0.0019137186286839083
54020,14,1,7306,1.9162332329592116,0.0019162332329592116
54021,10,1,7202,1.388503193557345,0.0013885031935573452
54022,59,2,23775,2.481598317560463,0.0024815983175604625
54023,7,1,4412,1.586582048957389,0.001586582048957389
54024,16,1,4602,3.4767492394611037,0.003476749239461104
54025,13,1,7179,1.8108371639504108,0.001810837163950411
54026,1,1,2038,0.4906771344455349,0.0004906771344455348
54028,8,1,2665,3.0018761726078798,0.00300187617260788
54101,3,1,2694,1.1135857461024499,0.0011135857461024498
54102,1,1,737,1.3568521031207599,0.0013568521031207597
54103,1,1,483,2.070393374741201,0.002070393374741201
54104,1,1,1094,0.9140767824497257,0.0009140767824497258
54106,3,1,5566,0.5389867049946101,0.0005389867049946101
54107,4,1,3600,1.1111111111111112,0.0011111111111111111
54110,6,1,5308,1.1303692539562924,0.0011303692539562924
54111,1,1,2243,0.4458314757021846,0.00044583147570218456
54112,4,1,2450,1.6326530612244896,0.0016326530612244899
54113,2,1,3588,0.5574136008918618,0.0005574136008918618
54114,16,1,5302,3.017729158807997,0.003017729158807997
54115,94,2,46443,2.02398639192128,0.00202398639192128
54121,21,1,3097,6.780755569906361,0.006780755569906361
54124,15,1,3570,4.201680672268908,0.004201680672268907
54125,3,1,550,5.454545454545454,0.005454545454545455
54126,3,1,3475,0.8633093525179856,0.0008633093525179857
54128,4,1,2080,1.923076923076923,0.0019230769230769232
54129,6,1,3233,1.8558614290133002,0.0018558614290133002
54130,27,1,27076,0.9971930861279361,0.0009971930861279361
54135,14,1,3396,4.122497055359246,0.004122497055359246
54136,18,1,6517,2.7620070584624825,0.0027620070584624826
54137,1,1,1083,0.9233610341643583,0.0009233610341643582
54138,4,1,933,4.287245444801715,0.004287245444801715
54139,5,1,3220,1.5527950310559004,0.0015527950310559005
54140,11,1,8890,1.2373453318335208,0.0012373453318335209
54143,116,3,14811,7.832016744311661,0.00783201674431166
54149,1,1,1211,0.8257638315441783,0.0008257638315441783
54150,1,1,1072,0.9328358208955223,0.0009328358208955224
54151,12,1,3198,3.75234521575985,0.00375234521575985
54153,44,1,7069,6.224359881171312,0.006224359881171312
54154,28,1,5534,5.059631369714492,0.005059631369714492
54155,27,1,7715,3.4996759559300066,0.0034996759559300064
54156,3,1,1414,2.1216407355021216,0.0021216407355021216
54157,25,1,6026,4.148689014271491,0.00414868901427149
54159,1,1,1142,0.8756567425569177,0.0008756567425569177
54161,1,1,2564,0.39001560062402496,0.000390015600624025
54162,20,1,9351,2.138808683563255,0.0021388086835632553
54165,14,1,7653,1.8293479681170783,0.0018293479681170783
54166,48,1,16547,2.900827944642533,0.0029008279446425334
54169,1,1,2794,0.35790980672870437,0.00035790980672870435
54170,5,1,3704,1.3498920086393087,0.0013498920086393088
54171,1,1,3803,0.2629503023928478,0.00026295030239284776
54173,9,1,4324,2.0814061054579094,0.0020814061054579094
54174,9,1,3165,2.843601895734597,0.002843601895734597
54177,8,1,2684,2.9806259314456036,0.0029806259314456036
54180,7,1,3494,2.003434459072696,0.002003434459072696
54201,25,1,5094,4.907734589713388,0.004907734589713388
54202,6,1,1536,3.90625,0.00390625
54204,4,1,1613,2.4798512089274642,0.0024798512089274642
54205,6,1,2130,2.8169014084507045,0.0028169014084507044
54208,14,1,6487,2.1581624788037614,0.0021581624788037613
54209,4,1,1397,2.863278453829635,0.002863278453829635
54210,1,1,661,1.51285930408472,0.0015128593040847202
54211,3,1,227,13.215859030837004,0.013215859030837005
54212,6,1,910,6.593406593406593,0.006593406593406593
54213,6,1,1267,4.735595895816891,0.004735595895816891
54216,48,1,6254,7.675087943716022,0.007675087943716022
54217,22,1,7393,2.975787907480049,0.0029757879074800487
54220,131,3,38653,3.3891289162548834,0.003389128916254883
54227,2,1,1433,1.3956734124214933,0.0013956734124214933
54228,6,1,2919,2.055498458376156,0.0020554984583761563
54229,7,1,5386,1.2996658002227999,0.0012996658002228
54230,6,1,4594,1.30605137135394,0.00130605137135394
54232,2,1,936,2.1367521367521367,0.002136752136752137
54234,10,1,1846,5.417118093174431,0.005417118093174431
54235,139,3,16822,8.262988943050768,0.008262988943050767
54241,28,1,13893,2.0154034405815877,0.002015403440581588
54245,7,1,1950,3.58974358974359,0.0035897435897435897
54246,6,1,828,7.246376811594203,0.007246376811594203
54301,268,4,21485,12.473818943448919,0.012473818943448917
54302,85,2,31670,2.6839280075781495,0.00268392800757815
54303,145,3,26142,5.546629944151174,0.005546629944151175
54304,111,3,27524,4.032844063362883,0.004032844063362883
54307,10,1,1237,8.084074373484235,0.008084074373484237
54311,117,3,35754,3.2723611344185266,0.0032723611344185268
54313,79,2,40083,1.970910361000923,0.001970910361000923
54401,287,4,30625,9.371428571428572,0.009371428571428572
54403,347,4,23977,14.472202527422112,0.014472202527422113
54405,25,1,2697,9.269558769002595,0.009269558769002595
54406,20,1,3502,5.711022272986865,0.0057110222729868645
54407,5,1,1333,3.7509377344336086,0.0037509377344336083
54408,1,1,1063,0.9407337723424272,0.0009407337723424271
54409,50,1,12953,3.86010962711341,0.00386010962711341
54410,5,1,2633,1.89897455374098,0.0018989745537409798
54411,22,1,5017,4.385090691648395,0.004385090691648395
54412,4,1,2043,1.957905041605482,0.0019579050416054823
54414,4,1,3409,1.1733646230566148,0.0011733646230566149
54416,6,1,1671,3.5906642728904847,0.003590664272890485
54417,3,1,20,150.0,0.15
54418,2,1,993,2.014098690835851,0.002014098690835851
54421,30,1,4330,6.928406466512702,0.006928406466512702
54423,7,1,2422,2.890173410404624,0.002890173410404624
54425,6,1,2016,2.9761904761904763,0.002976190476190476
54426,26,1,4339,5.992164093109011,0.005992164093109011
54427,1,1,1298,0.7704160246533127,0.0007704160246533128
54428,3,1,941,3.1880977683315623,0.003188097768331562
54433,5,1,1888,2.648305084745763,0.0026483050847457626
54435,2,1,1959,1.0209290454313424,0.0010209290454313426
54436,4,1,2320,1.7241379310344829,0.0017241379310344827
54437,11,1,2988,3.681392235609103,0.003681392235609103
54440,14,1,2844,4.922644163150492,0.004922644163150493
54441,2,1,1016,1.968503937007874,0.001968503937007874
54442,2,1,1287,1.5540015540015542,0.001554001554001554
54443,5,1,2156,2.3191094619666046,0.002319109461966605
54446,8,1,3080,2.5974025974025974,0.0025974025974025974
54448,22,1,4384,5.018248175182482,0.005018248175182482
54449,160,3,26324,6.078103631666919,0.00607810363166692
54450,2,1,406,4.926108374384236,0.0049261083743842365
54451,54,2,11261,4.795311251221029,0.004795311251221028
54452,182,3,18649,9.759236420183388,0.009759236420183387
54454,3,1,1395,2.150537634408602,0.002150537634408602
54455,78,2,18105,4.308202154101077,0.004308202154101077
54456,43,1,5644,7.618710134656272,0.007618710134656272
54457,15,1,7592,1.975763962065332,0.001975763962065332
54458,3,1,104,28.846153846153847,0.028846153846153848
54459,2,1,1218,1.6420361247947455,0.0016420361247947454
54460,7,1,2757,2.538991657598839,0.0025389916575988395
54463,1,1,567,1.7636684303350971,0.001763668430335097
54466,16,1,2765,5.786618444846293,0.005786618444846293
54467,50,1,13893,3.5989347153242637,0.003598934715324264
54469,8,1,1775,4.507042253521127,0.004507042253521127
54470,6,1,2059,2.9140359397765905,0.0029140359397765905
54471,3,1,1786,1.6797312430011198,0.0016797312430011197
54473,15,1,2640,5.681818181818182,0.005681818181818182
54474,24,1,4004,5.994005994005994,0.005994005994005994
54475,4,1,1484,2.6954177897574123,0.0026954177897574125
54476,117,3,19001,6.157570654176095,0.006157570654176096
54479,23,1,3705,6.207827260458839,0.006207827260458839
54480,2,1,1396,1.4326647564469914,0.0014326647564469914
54481,278,4,28166,9.870056096002273,0.009870056096002272
54484,25,1,5349,4.673770798280052,0.004673770798280052
54486,5,1,1851,2.7012425715829282,0.002701242571582928
54487,68,2,9337,7.282853164828103,0.007282853164828103
54488,4,1,1162,3.442340791738382,0.0034423407917383822
54489,2,1,1642,1.218026796589525,0.001218026796589525
54490,2,1,904,2.2123893805309733,0.0022123893805309734
54491,4,1,1457,2.7453671928620453,0.002745367192862045
54494,131,3,26936,4.863379863379864,0.004863379863379863
54495,54,2,7284,7.413509060955519,0.007413509060955519
54498,2,1,2376,0.8417508417508418,0.0008417508417508417
54499,13,1,2842,4.574243490499648,0.004574243490499648
54501,229,4,20306,11.27745493942677,0.01127745493942677
54511,1,1,1280,0.78125,0.00078125
54512,12,1,975,12.307692307692308,0.012307692307692308
54514,2,1,1922,1.040582726326743,0.001040582726326743
54515,2,1,485,4.123711340206186,0.004123711340206186
54519,6,1,1295,4.633204633204634,0.004633204633204633
54520,42,1,4138,10.14983083615273,0.01014983083615273
54521,109,3,7986,13.648885549711997,0.013648885549711996
54524,1,1,686,1.4577259475218658,0.0014577259475218659
54526,1,1,755,1.3245033112582782,0.0013245033112582781
54529,4,1,1154,3.466204506065858,0.0034662045060658577
54530,3,1,726,4.132231404958678,0.004132231404958678
54531,3,1,1294,2.3183925811437405,0.00231839258114374
54534,38,1,2333,16.288041148735534,0.016288041148735534
54538,39,1,2991,13.039117352056168,0.013039117352056168
54539,8,1,1261,6.344171292624901,0.006344171292624901
54540,13,1,880,14.772727272727273,0.014772727272727272
54541,4,1,1392,2.873563218390805,0.0028735632183908046
54542,1,1,500,2.0,0.002
54545,10,1,859,11.641443538998836,0.011641443538998836
54546,7,1,1084,6.457564575645756,0.006457564575645757
54547,7,1,1363,5.1357300073367576,0.005135730007336757
54548,49,1,4975,9.84924623115578,0.00984924623115578
54550,1,1,559,1.7889087656529514,0.0017889087656529517
54552,16,1,4009,3.9910202045397853,0.003991020204539786
54554,14,1,1163,12.037833190025795,0.012037833190025795
54555,40,1,4769,8.38750262109457,0.00838750262109457
54556,4,1,1131,3.5366931918656057,0.0035366931918656055
54557,10,1,838,11.933174224343675,0.011933174224343675
54558,18,1,1910,9.424083769633508,0.009424083769633508
54560,5,1,580,8.620689655172415,0.008620689655172414
54562,15,1,1701,8.818342151675484,0.008818342151675485
54563,1,1,816,1.2254901960784315,0.0012254901960784314
54564,1,1,306,3.2679738562091503,0.0032679738562091504
54566,3,1,1183,2.53592561284869,0.00253592561284869
54568,49,1,4981,9.837382051796828,0.009837382051796828
54601,322,4,51063,6.305935804790161,0.006305935804790161
54603,62,2,13770,4.502541757443718,0.0045025417574437185
54610,21,1,1546,13.583441138421733,0.013583441138421734
54611,1,1,1243,0.8045052292839903,0.0008045052292839903
54612,13,1,5015,2.59222333000997,0.00259222333000997
54613,1,1,1799,0.5558643690939411,0.0005558643690939411
54614,4,1,2548,1.5698587127158556,0.0015698587127158557
