CLIENT_ZIP,SITE_LATITUDE,SITE_LONGITUDE,DISTINCT_INTERACTION_ID_CNT
53205,43.0441177,-88.0289889,1
53212,43.0012827,-88.0511015,1
53209,43.1002545,-89.5390746,1
53404,42.732284,-87.7922417,9
53110,43.0386745,-87.9199844,1
53208,43.0441177,-88.0289889,6
53206,43.03884557,-87.91469278,2
53226,43.0488227,-87.9278883,2
53212,43.00679569,-88.02960138,8
53225,43.0607703,-87.934476,3
53188,43.0497976,-88.3717382,1
53206,43.1368932,-87.9546928,1
53189,43.0923884,-89.3525366,1
53205,43.0556602,-87.9181198,3
53218,43.0932201,-87.9477251,10
53403,43.0483622,-87.9296885,1
53403,42.7167377,-87.8003283,4
53188,32.9112562,-96.8758046,1
54601,43.8299982,-91.2498674,1
53206,43.9439587,-90.8131171,1
53213,43.0215268,-88.2537804,1
53202,43.0022434,-87.9197672,1
53115,42.6327899,-88.6381932,1
53221,42.9668847,-87.9359115,1
53211,43.0483622,-87.9296885,1
53225,43.1244822,-87.9850609,2
53214,43.0395821,-87.9198778,1
53208,43.0559926,-87.9144992,1
53403,42.7480251,-87.7856331,2
53209,32.9112562,-96.8758046,1
53216,0,0,2
53210,43.0511886,-87.939263,3
53226,43.1203566,-88.0140662,1
53222,43.1281001,-87.9909694,2
53218,43.1281001,-87.9909694,1
53222,43.0625038,-87.9771504,2
53210,43.0441177,-88.0289889,4
53210,43.1156658,-87.9865502,3
53219,43.0175128,-88.0583091,1
53210,43.0395821,-87.9198778,11
53208,43.01389672,-88.23000754,1
53204,43.0892598,-88.0466451,2
53202,39.3176611,-76.763428,1
53225,43.0547713,-87.95783797,1
53402,42.7678358,-87.7862687,2
53209,43.1281001,-87.9909694,1
53212,43.0654111,-87.9144034,2
53226,43.0210082,-87.9968633,1
53186,43.0215108,-88.2316651,4
53214,43.0185227,-87.9471891,1
53092,43.3878021,-87.8723519,1
54729,43.0365345,-89.411282,1
54669,43.9003471,-91.0808416,1
54650,44.2513583,-88.3688148,1
53233,43.1281001,-87.9909694,1
54729,44.9516569,-91.364826,1
54636,43.7923931,-91.2566846,1
54601,43.8028442,-91.0944166,1
52049,43.8754262,-91.1801525,1
53206,43.0601086,-87.9167405,1
53227,43.0718225,-89.3816961,1
53216,43.1156658,-87.9865502,1
54729,44.8907241,-91.9310145,1
53402,43.0923884,-89.3525366,1
53208,43.1804866,-87.963573,1
53209,43.0773764,-87.9580253,1
53216,43.1281001,-87.9909694,3
53403,42.7254704,-87.7851336,2
53212,0,0,2
53218,43.0472661,-87.8985764,1
53204,43.0483622,-87.9296885,2
53218,0,0,2
53214,43.0147049,-88.0016685,3
54901,44.0194916,-88.5428522,1
53223,38.8120934,-77.0405248,1
53211,,,2
53207,43.0054478,-87.9758952,1
53221,43.0718225,-89.3816961,1
54601,44.8907241,-91.9310145,1
54636,43.8603236,-91.2398651,1
54636,43.0741802,-89.4611365,1
53022,43.0409377,-87.9365218,1
53222,43.03884557,-87.91469278,2
53216,43.0727634,-89.3863029,1
53404,42.5810126,-87.8338692,1
53215,43.0143562,-87.9246116,3
53225,43.02236034,-87.91836009,1
53207,42.9906596,-87.9081504,1
53029,43.0488227,-87.9278883,1
54304,0,0,1
53206,43.0890466,-87.920121,1
53210,43.1034118,-87.993894,1
53001,43.701008,-87.719117,1
53225,43.1479775,-87.9791231,1
53051,43.0256503,-88.232283,1
53206,43.1281001,-87.9909694,1
53210,43.0625038,-87.9771504,1
53204,43.0641205,-87.96717239,1
53405,42.732284,-87.7922417,2
53210,43.0386745,-87.9199844,1
53223,43.052153,-87.9191542,1
53210,43.0533748,-89.3955318,1
53205,43.03733013,-87.92320041,1
53189,43.0215108,-88.2316651,2
53210,43.0743635,-87.9765372,1
53406,42.7091628,-87.8045215,1
53186,42.9796242,-88.2479508,1
53208,43.0426219,-87.9279631,1
53225,43.0418568,-87.9096904,1
53218,43.0561253,-87.9260188,1
53209,43.0555576,-87.9145566,2
53209,43.0172491,-87.986702,1
53215,35.20783477,-80.83076703,1
53218,43.1188947,-87.9982818,1
53233,43.0572735,-87.9615445,1
53207,43.0210082,-87.9968633,5
53211,43.0472661,-87.8985764,1
53204,43.0308471,-88.0175196,2
53130,43.0718225,-89.3816961,1
53215,43.0441177,-88.0289889,2
53212,43.05527576,-87.91821342,1
54601,43.8121532,-91.2304226,1
54669,39.0032975,-77.0979496,1
53214,43.0409377,-87.9365218,1
54601,43.0923884,-89.3525366,1
53091,43.0108085,-88.2265919,1
53204,43.0741802,-89.4611365,1
53224,43.0121929,-88.2229148,1
53208,43.0654111,-87.9144034,1
53211,43.056006,-87.9162808,1
53218,43.0229535,-87.9298417,1
53220,43.0625038,-87.9771504,1
53223,34.9838717,-80.7854955,1
53226,42.9850595,-87.9345942,1
53224,,,1
53210,43.0161722,-87.9914648,1
53209,43.1203566,-88.0140662,2
53210,43.0471809,-87.904287,1
53404,0,0,1
53233,43.0451424,-87.9393587,1
53178,43.1232574,-89.3111873,1
53202,43.03733013,-87.92320041,2
53406,42.7059261,-87.9149225,1
53207,43.0409377,-87.9365218,1
53005,43.0113246,-88.2268907,1
53212,43.0609542,-87.9770744,1
53206,43.0482662,-87.9275249,2
53212,43.0418686,-87.9084624,2
nan,43.0488227,-87.9278883,1
54601,43.7942288,-91.2476896,1
54636,43.8838955,-91.2309818,1
53233,43.0625038,-87.9771504,1
53225,43.1368903,-88.0073999,1
53223,43.0759324,-89.381178,1
53209,43.1186855,-87.9443045,1
53209,43.0555513,-87.9627692,1
54729,43.088674,-89.5263264,1
53218,43.0099488,-88.2250011,1
53404,43.0230176,-87.9186945,1
53186,43.0226032,-87.9314504,1
53094,43.1959791,-88.7232792,1
53204,43.0177922,-87.9234448,1
53154,42.9920247,-87.9361228,1
53089,43.1340619,-88.2194648,1
53092,35.20783477,-80.83076703,1
53144,42.5492485,-87.8259614,1
53216,43.0383969,-87.947036,1
53205,43.0392652,-87.9152463,1
53226,,,1
53110,43.0210082,-87.9968633,1
53216,43.0081457,-88.2256718,1
53405,,,1
54650,43.0923884,-89.3525366,1
54650,43.9094539,-91.23774,1
53206,43.0483622,-87.9296885,9
54304,44.52074525,-87.98543188,1
53205,43.0530363,-87.934476,3
53204,43.0441177,-88.0289889,4
53214,43.0530363,-87.934476,2
54669,43.8276228,-91.2155493,1
53218,43.0483622,-87.9296885,4
53233,43.03884557,-87.91469278,3
53223,43.0625038,-87.9771504,4
54601,43.8838955,-91.2309818,7
53210,43.0409377,-87.9365218,17
53216,43.1244822,-87.9850609,4
53223,43.0386567,-87.91364,2
53218,43.1368903,-88.0073999,3
53072,43.0554359,-87.9627249,1
53222,43.0488227,-87.9278883,4
53188,43.0210082,-87.9968633,5
53206,43.0755531,-87.9792239,1
53216,43.0191668,-88.0003383,1
53210,43.0210082,-87.9968633,16
53225,43.0565334,-87.9879237,1
53218,42.972029,-87.91947462,1
53218,43.0551291,-87.9327909,3
54669,44.8907241,-91.9310145,1
53233,43.0460713,-87.9120661,1
53115,42.5215298,-89.032617,1
53209,43.1389387,-87.9528365,1
53209,43.0411607,-87.9142099,4
53209,43.0759324,-89.381178,2
53216,,,10
53212,43.0418568,-87.9096904,1
54650,43.8732619,-91.1990581,1
54650,,,3
53207,43.0395821,-87.9198778,1
53227,0,0,1
53204,43.0415872,-87.9240961,2
53158,43.0386745,-87.9199844,1
53220,42.9730202,-88.0102415,2
53218,38.883601,-77.0264339,1
53205,43.0371135,-87.9137137,1
53206,43.0718648,-87.9445593,6
53205,43.0395821,-87.9198778,6
53206,43.0641205,-87.96717239,3
53216,43.088674,-89.5263264,1
53210,43.0932201,-87.9477251,6
55921,43.8104865,-91.2498486,1
53225,43.0483622,-87.9296885,2
53211,43.1034118,-87.993894,1
53218,43.1194309,-88.0146202,1
53209,43.0565334,-87.9879237,1
53208,43.0147369,-87.949006,2
53223,43.1161888,-89.3540564,1
53218,43.0415872,-87.9240961,2
53403,42.715413,-87.829413,1
53402,43.0718225,-89.3816961,2
53226,43.0220824,-88.0005676,1
53218,43.1479775,-87.9791231,1
53215,43.1281001,-87.9909694,1
53210,43.0122026,-87.9523576,2
53215,43.0067816,-87.9304354,6
53228,43.3770743,-88.4380492,1
53205,43.1192086,-88.0324478,3
53215,43.0530363,-87.934476,1
53209,44.1675811,-88.465704,1
53222,38.8120934,-77.0405248,1
53215,43.0317385,-87.9122194,1
53172,43.0206506,-87.9220658,1
53214,43.0161722,-87.9914648,2
54669,44.5098578,-88.0171229,1
53091,43.4239461,-88.1738426,1
52175,43.8838955,-91.2309818,1
53204,43.0453982,-87.9001095,1
53405,42.726192,-87.7829817,1
53202,43.0186942,-87.9208782,1
53206,43.0433322,-87.9238174,2
53202,43.0453982,-87.9001095,3
53202,43.1192086,-88.0324478,4
53204,43.0254095,-87.9103809,1
53154,43.0488227,-87.9278883,2
53216,43.0418568,-87.9096904,1
53405,42.7275578,-87.7845572,1
53208,43.060187,-87.932939,1
53208,43.0932201,-87.9477251,2
53186,43.0210082,-87.9968633,5
53072,43.0210082,-87.9968633,1
53406,42.7077879,-87.8032018,2
53402,42.7148104,-87.8143275,1
53209,43.1414864,-87.958403,1
53208,42.9104804,-87.8624446,1
53216,43.0234168,-87.9869684,1
53208,43.0453982,-87.9001095,1
53216,43.1192086,-88.0324478,6
53223,43.00679569,-88.02960138,4
54615,43.8838955,-91.2309818,1
55921,44.9808097,-93.2643993,1
54669,43.8253425,-91.2505251,1
54656,43.8838955,-91.2309818,1
53206,43.3185059,-87.9289788,2
52049,43.8838955,-91.2309818,1
53206,43.0215268,-88.2537804,1
54669,43.8175965,-91.2485708,1
53218,43.0453982,-87.9001095,2
53209,43.0429146,-89.3759564,1
53206,43.0383261,-87.9346292,1
53209,43.0750725,-88.0038214,1
