CLIENT_ZIP,SITE_LATITUDE,SITE_LONGITUDE,DISTINCT_INTERACTION_ID_CNT
53218,43.128509,-87.955344,2
53186,43.0113246,-88.2268907,1
53226,43.0147369,-87.949006,1
53225,43.1116189,-87.9641853,1
53218,43.0411607,-87.9142099,2
53214,38.8120934,-77.0405248,1
53404,42.73079,-87.7832232,1
53223,43.0453982,-87.9001095,1
53404,42.7077879,-87.8032018,4
53223,43.03733013,-87.92320041,1
53204,43.03884557,-87.91469278,3
53215,38.90477389,-77.0162909,1
53090,43.3902137,-88.1813243,1
53189,42.9895128,-88.2447349,1
53210,43.0753949,-87.9553052,1
53205,,,2
53212,43.0760178,-87.9140969,2
53206,43.0122026,-87.9523576,2
53215,43.0565334,-87.9879237,2
52049,42.8697828,-91.3982242,1
54669,0,0,2
53406,42.7144828,-87.9013908,1
53402,42.7082115,-87.8066846,1
53202,43.0633551,-87.9180815,1
54650,40.7063491,-74.0125217,1
53204,43.0235637,-87.9891923,1
53224,43.0472661,-87.8985764,1
53225,42.9809926,-87.9465191,1
53215,43.1244822,-87.9850609,1
53090,38.8120934,-77.0405248,1
53404,42.7275578,-87.7845572,1
53202,43.0386745,-87.9199844,1
53209,43.0403329,-87.9070863,1
53213,38.8120934,-77.0405248,1
53405,42.7257877,-87.8932441,1
53204,38.8120934,-77.0405248,2
53224,43.0433344,-87.9240303,1
53215,43.0718225,-89.3816961,1
53189,43.0210082,-87.9968633,2
53209,43.0699934,-87.9058583,2
53214,43.1144094,-87.9347786,1
54601,43.8186417,-91.2484103,1
54701,44.8113931,-91.5014253,1
54603,43.8730173,-91.1786141,1
53205,43.0718225,-89.3816961,1
54729,44.8121863,-91.5129352,1
54601,38.8926833,-77.0211372,1
53206,43.0609542,-87.9770744,1
53212,43.009808,-87.9618726,1
53209,43.0750236,-89.3266979,1
53188,43.0603089,-89.2885089,1
53225,43.0113246,-88.2268907,1
53227,42.9943092,-87.9134072,1
53091,43.0409377,-87.9365218,1
53223,43.0147369,-87.949006,1
53402,42.7077879,-87.8032018,1
53154,43.0453982,-87.9001095,1
53209,43.0441177,-88.0289889,3
54601,43.8031708,-91.228582,1
53704,43.1232574,-89.3111873,1
53405,42.7168522,-87.8476854,2
53225,38.8120934,-77.0405248,2
55921,43.6334273,-91.4973293,1
53704,43.0795015,-89.3780435,1
53094,43.0210082,-87.9968633,1
53218,43.0402924,-87.9140894,1
53204,43.1055688,-89.3585295,1
53402,42.8963685,-87.8636461,1
53188,43.0073399,-88.2232192,1
53207,43.0233591,-87.9187882,1
54627,43.8043634,-91.2427084,1
54603,43.8180537,-91.1863757,1
53216,32.9112562,-96.8758046,1
54729,44.8133836,-91.4946206,1
54729,43.082398,-88.4380688,1
53214,43.0415872,-87.9240961,1
53210,43.0633551,-87.9180815,1
53215,43.0135771,-87.941262,2
53204,43.3185059,-87.9289788,1
53228,43.082398,-88.4380688,1
53225,43.1397731,-88.03948,1
53202,43.0172491,-87.986702,1
53224,43.1244822,-87.9850609,1
53216,43.0547713,-87.95783797,1
53218,43.0383969,-87.947036,1
53215,42.9872017,-87.9397171,1
54220,44.0961675,-87.6546449,1
53228,43.0607703,-87.934476,1
53188,43.0923884,-89.3525366,1
53188,43.0835215,-89.3643879,1
53225,43.1818161,-87.9703085,1
54601,43.8685055,-91.2071009,1
54601,43.8133632,-91.2456839,1
52175,42.9620608,-91.8072301,1
54669,,,3
53208,43.0542029,-87.9572958,1
53209,43.0556602,-87.9181198,4
54601,0,0,3
53206,43.0409377,-87.9365218,29
53208,43.00679569,-88.02960138,14
53186,43.0718225,-89.3816961,1
53206,43.0395821,-87.9198778,17
53210,43.0488227,-87.9278883,21
53209,43.00679569,-88.02960138,8
53204,43.1281001,-87.9909694,3
53403,42.7077879,-87.8032018,10
53223,43.0641205,-87.96717239,3
53212,43.0210082,-87.9968633,8
53208,43.0530363,-87.934476,7
53204,43.1192086,-88.0324478,9
53210,43.068056,-87.9507688,2
53215,43.0124994,-87.9928039,3
53216,43.0136678,-88.237429,1
53210,43.07519041,-89.38072137,1
53212,43.0785513,-87.9044485,2
53210,0,0,4
53209,43.0641205,-87.96717239,3
53216,43.087774,-87.884491,1
53405,42.7153861,-87.8181059,3
53226,43.03884557,-87.91469278,1
53223,43.0433344,-87.9240303,3
53154,43.0923884,-89.3525366,1
53207,42.9668847,-87.9359115,1
53224,43.1479775,-87.9791231,1
53212,43.0488227,-87.9278883,20
53206,,,15
53219,43.0488227,-87.9278883,8
53218,43.0893658,-87.9760915,2
53209,43.0418568,-87.9096904,1
53210,42.5891522,-87.8516686,1
53210,43.0530363,-87.934476,4
53406,43.0759324,-89.381178,1
53207,43.0488227,-87.9278883,4
53207,43.0402924,-87.9140894,1
53150,43.0095436,-88.229806,1
54601,43.80054102,-91.25449207,1
53205,35.20783477,-80.83076703,1
53206,43.0530363,-87.934476,5
53224,43.0995937,-89.3645741,1
53208,43.0494871,-87.9696437,1
53208,43.0607703,-87.934476,3
53209,0,0,7
54729,44.940792,-91.395884,1
53208,43.0633551,-87.9180815,1
53208,43.0383969,-87.947036,1
53210,43.0343804,-87.9031756,1
53214,43.0193608,-87.958023,2
53212,43.0716492,-87.9151843,1
53212,43.0441177,-88.0289889,6
53404,38.8120934,-77.0405248,2
53404,43.0739184,-89.4596141,1
53205,43.0463505,-87.935893,1
53072,43.0256503,-88.232283,1
53216,43.089645,-87.901973,1
53206,43.0699934,-87.9058583,2
53216,43.0568755,-87.9820427,1
53233,43.117443,-87.9173152,1
53215,43.0483622,-87.9296885,4
53215,43.0177922,-87.9234448,1
53186,42.6796189,-89.0267822,1
53228,43.0488227,-87.9278883,2
53207,43.4203584,-88.1990506,1
53209,43.1055688,-89.3585295,1
53208,43.0344171,-87.9429391,1
53221,42.9277261,-87.9095444,1
53233,43.0418389,-87.9412286,3
53222,43.0750725,-88.0038214,1
53225,,,7
53208,43.1281001,-87.9909694,2
53205,43.03884557,-87.91469278,2
53209,43.128509,-87.955344,3
53225,43.1294477,-88.0226191,1
53223,,,2
53218,43.0433344,-87.9240303,4
53211,43.0395821,-87.9198778,3
53202,43.3185059,-87.9289788,1
53214,43.0633551,-87.9180815,1
53202,0,0,1
53216,43.0561162,-87.9880353,1
53212,43.0453982,-87.9001095,3
53202,43.0395821,-87.9198778,4
53206,43.04333,-87.9237698,3
53205,43.0561253,-87.9260188,1
53406,42.7265875,-87.8064506,1
53208,43.0556602,-87.9181198,4
53223,43.0699934,-87.9058583,1
53210,43.0554294,-87.9627315,6
53204,43.0533748,-89.3955318,1
53402,43.0226032,-87.9314504,1
53214,43.0609542,-87.9770744,1
53227,43.0254095,-87.9103809,1
53225,43.1176754,-87.9904266,2
53211,43.0210082,-87.9968633,1
53404,43.0147369,-87.949006,1
53221,43.0383969,-87.947036,1
53205,42.972029,-87.91947462,1
53228,43.0785513,-87.9044485,1
53402,42.7153861,-87.8181059,2
53001,43.7903536,-87.7589198,1
53228,43.009808,-87.9618726,1
53216,43.07519041,-89.38072137,1
53402,42.732284,-87.7922417,4
53110,42.9879996,-87.896315,1
54956,44.2274634,-88.4150275,1
53223,43.0415872,-87.9240961,2
53210,44.5011765,-88.0121586,1
55921,43.8838955,-91.2309818,1
53216,43.0483622,-87.9296885,2
53222,43.0409377,-87.9365218,3
54636,43.7665519,-91.2105927,1
54669,43.8149618,-91.2504499,1
53225,43.0641205,-87.96717239,1
53405,42.7148104,-87.8143275,3
53405,43.1804866,-87.963573,1
53182,42.7265875,-87.8064506,1
53214,43.0124994,-87.9928039,3
53130,43.1192086,-88.0324478,1
53218,43.3770743,-88.4380492,1
53110,43.00679569,-88.02960138,1
53105,43.0512611,-87.9117979,1
53204,43.039843,-87.920732,1
53204,43.0143562,-87.9246116,2
53218,43.0718225,-89.3816961,2
53210,43.0901002,-87.9661372,1
53216,43.1116189,-87.9641853,4
54495,44.3888319,-89.8489501,1
53217,43.0488227,-87.9278883,1
53204,43.015901,-87.9129857,6
53210,43.0392652,-87.9152463,2
53210,43.0755531,-87.9792239,1
53205,43.0600172,-87.9432071,1
55921,43.8233966,-91.307804,1
53573,43.8838955,-91.2309818,1
53202,43.0433344,-87.9240303,1
53225,43.0388838,-87.9466914,1
53210,43.0503087,-87.9430539,1
53221,43.1192086,-88.0324478,1
53406,43.0718225,-89.3816961,1
53404,43.0418686,-87.9084624,1
53206,43.0716492,-87.9151843,2
53224,43.0607703,-87.934476,4
53208,39.035332,-76.9831134,1
53206,43.0417217,-87.9043253,1
53206,43.0229535,-87.9298417,2
53215,43.1192086,-88.0324478,2
53224,43.3185059,-87.9289788,1
53205,43.0426219,-87.9279631,1
53218,43.5982792,-88.2861254,1
53220,43.0530363,-87.934476,1
53404,42.7067114,-87.8303626,1
53223,43.0411607,-87.9142099,1
53210,43.05527576,-87.91821342,1
53208,43.0163831,-88.0088269,1
53202,43.088674,-89.5263264,1
54601,43.8845974,-91.1659721,1
53212,43.0565334,-87.9879237,1
53227,43.0210082,-87.9968633,1
53209,42.7265875,-87.8064506,1
53216,44.909097,-89.651619,1
53220,43.03884557,-87.91469278,1
53233,43.0715876,-87.9352803,1
53216,43.0773764,-87.9580253,1
53090,43.4242969,-88.1827007,1
53212,43.0662456,-87.8772825,1
53210,43.0613891,-87.9751641,1
53223,43.1790677,-88.0077181,2
53214,43.0442202,-88.0395454,1
53209,43.089598,-87.9634581,1
54601,43.8044697,-91.2436283,1
53224,43.0641205,-87.96717239,2
53214,42.7209472,-87.8623776,1
53204,43.0414982,-88.0201306,1
55921,43.8754262,-91.1801525,1
54650,43.812545,-91.228595,1
53209,43.1354904,-87.9866838,1
53233,43.0441177,-88.0289889,1
53214,43.0171258,-87.9818254,1
53218,43.1203566,-88.0140662,3
53219,43.0741802,-89.4611365,1
53218,43.0418568,-87.9096904,1
53215,43.0186942,-87.9208782,1
53214,43.0433865,-87.9208399,1
53221,43.0371135,-87.9137137,1
53213,43.0425413,-87.9223339,1
53221,43.0081152,-88.2269647,1
53218,43.0122026,-87.9523576,1
53225,43.0441177,-88.0289889,1
53223,43.1479775,-87.9791231,1
53001,43.7538195,-87.7159532,1
53210,43.0753404,-89.5324032,1
53209,44.515313,-88.0112738,1
53227,43.0750725,-88.0038214,1
53154,43.1192086,-88.0324478,1
53916,43.7717955,-88.4474104,1
53208,43.0054478,-87.9758952,1
53204,43.0081457,-88.2256718,1
53206,43.0415872,-87.9240961,1
53215,44.909097,-89.651619,1
53227,43.0135771,-87.941262,1
53214,43.0659127,-87.8995488,1
53001,43.0210082,-87.9968633,1
54304,44.51141967,-88.0162226,1
53051,43.0073399,-88.2232192,1
53212,38.8839902,-77.0227117,1
53226,43.0415872,-87.9240961,1
53405,42.7300554,-87.9606641,1
53225,43.1203566,-88.0140662,1
54601,43.8146827,-91.2486459,2
54729,44.9247228,-91.3805012,1
53091,43.0398442,-88.1481234,1
53204,43.0488227,-87.9278883,19
53216,43.0482662,-87.9275249,1
53206,43.0210082,-87.9968633,25
53206,43.1772211,-88.0289143,1
53224,43.0210082,-87.9968633,6
53209,43.088674,-89.5263264,1
53216,43.0495723,-87.9698493,2
53216,43.03733013,-87.92320041,1
53186,43.0386745,-87.9199844,1
53402,42.7091628,-87.8045215,4
53403,42.7091628,-87.8045215,3
53210,43.0453982,-87.9001095,2
53212,43.0559926,-87.9144992,1
53204,,,6
53221,43.0488227,-87.9278883,6
53216,43.0641205,-87.96717239,3
53215,,,11
53218,,,11
53154,43.3185059,-87.9289788,1
53214,43.0488227,-87.9278883,8
53218,43.0556602,-87.9181198,3
53212,43.0433344,-87.9240303,4
53225,43.0383969,-87.947036,2
53204,43.0210082,-87.9968633,11
53218,43.0741802,-89.4611365,1
53207,43.03884557,-87.91469278,1
53204,43.0229535,-87.9298417,8
53214,43.0160702,-88.0065798,2
53214,43.0389226,-87.962498,1
53215,42.9850595,-87.9345942,1
53216,43.0565334,-87.9879237,1
53224,43.1344371,-88.0070416,1
53206,43.1192086,-88.0324478,17
53233,43.068056,-87.9507688,1
53208,43.0122026,-87.9523576,2
53204,43.0409377,-87.9365218,12
53186,43.0936805,-88.3564698,1
53208,43.0641205,-87.96717239,4
53403,0,0,2
53222,43.0070203,-87.9299949,1
53402,42.7265875,-87.8064506,4
53223,43.0957561,-87.9707122,1
53188,,,1
53210,35.20783477,-80.83076703,1
53210,43.0556602,-87.9181198,3
53222,43.00679569,-88.02960138,4
53205,43.0555513,-87.9627692,2
53402,43.0386745,-87.9199844,1
53206,43.009808,-87.9618726,1
53225,43.0073399,-88.2232192,1
53218,43.0741783,-87.9150366,2
53209,43.0906535,-87.9450801,5
53206,43.1244822,-87.9850609,3
53405,42.7019582,-87.8138859,1
53222,43.0901002,-87.9661372,1
53214,43.0210082,-87.9968633,5
53223,43.0488227,-87.9278883,9
53224,43.0409377,-87.9365218,9
53208,0,0,4
53220,43.012833,-87.992762,1
53219,43.0607703,-87.934476,1
53209,43.1103985,-87.9497902,5
53204,43.1804866,-87.963573,1
53154,,,1
53233,43.4203584,-88.1990506,1
53206,43.067804,-87.9229711,5
53202,43.0344171,-87.9429391,1
53218,43.0441177,-88.0289889,7
53221,42.9600689,-87.9819402,1
53001,,,1
53205,43.0483622,-87.9296885,6
53214,42.9716762,-88.0292009,1
53227,42.91692,-87.9636878,1
53217,0,0,1
53403,42.7265875,-87.8064506,3
53209,40.7063491,-74.0125217,2
53210,43.0741802,-89.4611365,1
53208,43.0345668,-87.924853,1
54914,44.2630124,-88.4873824,1
54601,43.8094582,-91.2413557,1
54701,43.8276228,-91.2155493,1
54603,43.8149618,-91.2504499,1
53233,43.00679569,-88.02960138,3
53233,43.0682117,-88.018167,1
53209,43.1479775,-87.9791231,4
53222,43.0210082,-87.9968633,2
53208,43.0177922,-87.9234448,1
53208,43.0718225,-89.3816961,2
53222,43.0395821,-87.9198778,4
53208,43.05823,-89.2957787,1
53209,43.1423223,-87.9539741,2
53072,43.0113246,-88.2268907,1
53204,43.0433344,-87.9240303,5
53216,43.067804,-87.9229711,1
53186,43.0643474,-88.35343,1
53404,42.7258283,-87.7899518,1
53189,43.0256503,-88.232283,1
53210,43.0371135,-87.9137137,1
53404,42.715413,-87.829413,2
53185,43.0256503,-88.232283,1
53206,38.8120934,-77.0405248,3
53188,43.0424205,-88.0239984,1
53214,,,5
53215,43.0641205,-87.96717239,2
54701,43.098365,-89.3050382,1
52136,43.3724585,-92.1161642,1
54729,43.8043634,-91.2427084,1
53222,43.0441177,-88.0289889,1
53222,43.0433344,-87.9240303,3
53405,42.7077879,-87.8032018,2
53206,43.0787225,-87.9459821,2
53202,43.1281001,-87.9909694,2
53206,43.0565334,-87.9879237,1
53208,42.9943092,-87.9134072,1
53204,43.0625038,-87.9771504,1
53216,42.972029,-87.91947462,3
53210,43.0415872,-87.9240961,3
53090,43.0392652,-87.9152463,1
53226,43.04333,-87.9237698,1
53208,43.0718648,-87.9445593,1
53225,43.0901002,-87.9661372,1
53403,43.0409377,-87.9365218,1
53404,,,3
53223,43.0555513,-87.9627692,1
53215,43.0418568,-87.9096904,1
53210,43.052153,-87.9191542,1
53215,43.0383969,-87.947036,2
53215,43.0549598,-87.9145461,1
53212,43.1281001,-87.9909694,2
53206,43.0511886,-87.939263,4
53221,38.9036883,-77.0074877,1
53206,43.0418389,-87.9412286,1
54601,43.925343,-91.244287,1
55921,43.7622821,-91.5625356,1
54669,43.0718225,-89.3816961,1
54636,43.7699717,-91.2125017,1
54650,43.8165172,-91.2482325,2
53208,43.0602083,-89.4931812,1
53216,43.0604221,-87.946784,1
53205,0,0,1
54669,34.08826696,-118.3718289,1
53212,43.0898173,-87.9122221,2
53207,43.00679569,-88.02960138,1
53206,43.0760178,-87.9140969,3
53221,42.9943092,-87.9134072,1
53224,43.1116189,-87.9641853,1
53211,43.0460713,-87.9120661,1
53206,43.0198308,-87.9186945,1
53182,42.6698838,-88.2677838,1
53142,42.7077879,-87.8032018,1
53538,42.9195587,-88.8464786,1
53208,43.0440971,-88.0289756,1
53209,43.0958045,-87.943822,1
53210,43.0383536,-87.9361611,1
53204,43.00679569,-88.02960138,2
53404,44.2485131,-88.4027376,1
53186,43.0409377,-87.9365218,1
53214,43.0175128,-88.0583091,1
53186,43.0012827,-88.0511015,1
53218,42.9943092,-87.9134072,1
53202,43.0371135,-87.9137137,1
53204,43.1116189,-87.9641853,1
54669,43.8113467,-91.2497358,1
54636,43.8766253,-91.2293333,1
53209,43.0122026,-87.9523576,2
53212,43.0785993,-87.916434,1
53212,43.0426483,-87.9212718,1
53209,43.03733013,-87.92320041,1
53210,42.9999061,-87.9021477,1
53202,43.058008,-88.232804,1
53094,43.0226032,-87.9314504,1
53210,43.0559483,-88.2247031,1
53214,43.0439809,-87.9086048,1
53403,43.0533748,-89.3955318,1
53219,43.0530363,-87.934476,1
53225,43.05991,-88.009118,1
53219,43.0433344,-87.9240303,1
53226,42.9919933,-87.9375834,1
53215,43.0254095,-87.9103809,1
53209,43.0453982,-87.9001095,2
53221,42.990477,-87.9475489,1
53221,43.0102909,-87.9870578,1
53206,43.0706762,-87.9542334,1
53204,43.0122026,-87.9523576,3
54601,43.8164908,-91.2368844,1
53094,42.9861485,-88.8266301,1
54669,43.9407578,-90.8243707,1
53186,42.9897035,-88.2488943,1
53916,43.4491612,-88.8240121,1
53208,44.2351411,-88.3832967,1
53206,43.0773764,-87.9580253,1
53219,43.0160702,-88.0065798,1
53206,43.0365345,-89.411282,1
53219,43.00679569,-88.02960138,1
53215,43.0054478,-87.9758952,1
53224,43.0739184,-89.4596141,1
53403,42.7168522,-87.8476854,1
53209,43.042531,-87.94918,1
53206,43.0555576,-87.9145566,2
53210,43.0568755,-87.9820427,1
53233,43.1116189,-87.9641853,1
53218,43.061501,-87.974422,1
54701,43.8754262,-91.1801525,1
54650,43.5763627,-90.8884089,1
53211,43.0433344,-87.9240303,1
53214,43.0625038,-87.9771504,1
53223,43.0607703,-87.934476,2
53208,43.0615264,-87.8864629,1
53212,43.0835215,-89.3643879,1
53204,43.0607318,-87.9294121,1
53186,43.03884557,-87.91469278,1
53225,43.0453982,-87.9001095,1
53205,43.0418568,-87.9096904,1
53403,43.0795015,-89.3780435,1
53216,43.1804866,-87.963573,1
53214,43.0102909,-87.9870578,2
53227,42.9419067,-88.0634679,1
53216,43.0386745,-87.9199844,1
53215,43.03733013,-87.92320041,1
53215,43.0185227,-87.9471891,1
53209,42.9943092,-87.9134072,1
53154,42.8898909,-87.9338201,1
53208,43.1244822,-87.9850609,1
53402,42.5891522,-87.8516686,1
54601,,,5
54669,43.7699717,-91.2125017,1
53225,43.0995749,-88.0532002,2
53221,43.0147369,-87.949006,1
53215,43.0122026,-87.9523576,5
53209,43.1176754,-87.9904266,3
53225,43.0418686,-87.9084624,1
53208,,,6
53205,43.0488227,-87.9278883,8
53188,43.0220824,-88.0005676,1
53209,43.1192086,-88.0324478,11
53186,,,2
53110,43.0488227,-87.9278883,4
53202,43.0210082,-87.9968633,6
53208,43.0415872,-87.9240961,1
53189,43.3185059,-87.9289788,1
53202,43.0409377,-87.9365218,12
53206,43.0615264,-87.8864629,2
53210,42.972029,-87.91947462,3
53212,43.0081457,-88.2256718,1
53206,43.0901002,-87.9661372,3
53225,43.052153,-87.9191542,1
53208,43.0554294,-87.9627315,3
53110,43.0395821,-87.9198778,2
53212,43.03884557,-87.91469278,3
53233,35.20783477,-80.83076703,1
53233,43.0483622,-87.9296885,4
53209,43.0371135,-87.9137137,5
53402,0,0,1
53110,43.0441177,-88.0289889,3
53218,43.0395821,-87.9198778,13
53218,43.0555576,-87.9145566,4
53403,43.0395821,-87.9198778,1
53206,43.0371135,-87.9137137,2
53209,43.1116189,-87.9641853,5
53210,43.0641205,-87.96717239,4
53208,43.052153,-87.9191542,4
53216,43.0198308,-87.9186945,1
53223,43.0210082,-87.9968633,6
53402,42.7258283,-87.7899518,1
53207,43.0433344,-87.9240303,2
53215,43.0210082,-87.9968633,10
54601,43.8165172,-91.2482325,3
54601,43.8253425,-91.2505251,1
54729,43.8838955,-91.2309818,1
52049,,,1
54636,43.0707171,-89.3918288,1
53215,43.0556602,-87.9181198,3
53215,42.9920247,-87.9361228,1
53209,43.015901,-87.9129857,1
53206,43.0451424,-87.9393587,2
53209,,,10
54669,43.8735305,-91.1974905,1
53213,43.0607703,-87.934476,2
53208,42.972029,-87.91947462,2
54601,43.8348402,-91.2354192,2
53210,43.0750725,-88.0038214,6
53209,43.0409377,-87.9365218,12
53224,43.1192086,-88.0324478,3
53208,43.0547713,-87.95783797,2
53216,43.0433344,-87.9240303,3
53222,43.0565334,-87.9879237,2
53209,43.1262348,-87.9624021,1
53225,43.0718225,-89.3816961,1
53209,43.0533748,-89.3955318,3
53221,43.0104039,-88.2364727,1
53218,43.0555513,-87.9627692,3
53227,43.0147049,-88.0016685,1
53225,43.0503087,-87.9430539,1
53215,43.0625038,-87.9771504,1
53204,35.20783477,-80.83076703,2
53233,43.0395821,-87.9198778,3
53225,35.20783477,-80.83076703,1
53022,,,1
53213,43.0488227,-87.9278883,3
53202,43.0607703,-87.934476,2
53130,42.9943092,-87.9134072,1
53215,43.0193608,-87.958023,1
53209,43.1344371,-88.0070416,1
53225,43.0220824,-88.0005676,2
53189,43.0641205,-87.96717239,1
53214,43.012833,-87.992762,1
53210,43.03733013,-87.92320041,3
53225,43.128509,-87.955344,1
53204,43.0113246,-88.2268907,3
53218,43.1176754,-87.9904266,7
53022,43.0386745,-87.9199844,1
53205,43.0633551,-87.9180815,1
53215,43.0220824,-88.0005676,2
54601,43.8109399,-91.2528031,1
54650,43.8276228,-91.2155493,3
54701,43.8838955,-91.2309818,2
54669,44.7753877,-91.4479622,1
53091,43.0113246,-88.2268907,1
53202,43.0554359,-87.9627249,1
53208,43.0371536,-87.951745,2
55921,43.8253425,-91.2505251,1
53110,43.0995937,-89.3645741,1
53212,43.0641205,-87.96717239,3
53210,43.0565334,-87.9879237,2
53204,43.0433063,-87.9207418,1
53206,43.1648821,-88.0055004,1
53215,43.1479775,-87.9791231,1
53215,43.0418686,-87.9084624,1
53228,43.0139088,-88.2347018,1
53204,43.0718225,-89.3816961,2
53208,43.0433344,-87.9240303,9
53220,43.0395821,-87.9198778,4
53206,43.0889624,-87.9746973,1
53202,43.0417217,-87.9043253,1
53225,43.0556602,-87.9181198,1
53209,43.0386745,-87.9199844,2
53215,42.9468522,-87.9290002,1
53208,43.0172491,-87.986702,1
53224,43.1368903,-88.0073999,1
54601,43.7806792,-91.2318502,2
54650,43.8090509,-91.2483096,1
54729,43.8276228,-91.2155493,1
53216,43.04414,-87.949609,1
53219,43.0020994,-87.9883669,1
53207,43.0433322,-87.9238174,1
53206,43.0750725,-88.0038214,1
53204,43.02236034,-87.91836009,2
53209,43.0392652,-87.9152463,1
53223,43.1627769,-88.0154764,2
53209,43.0607703,-87.934476,5
53214,43.0460713,-87.9120661,1
53094,44.5098578,-88.0171229,1
53208,43.0451424,-87.9393587,2
53206,43.0572735,-87.9615445,1
53222,43.1189012,-87.9970031,1
53219,42.9943092,-87.9134072,1
53202,43.0556602,-87.9181198,3
53209,43.03884557,-87.91469278,2
53224,43.0565334,-87.9879237,1
53202,43.0441177,-88.0289889,4
53215,43.1156658,-87.9865502,1
54701,,,1
52049,37.7811495,-122.4579245,1
54650,43.8146827,-91.2486459,2
54603,,,1
54636,43.7847203,-91.2279058,1
52132,43.2920056,-91.794553,1
53105,43.0424205,-88.0239984,1
53206,39.0948465,-84.4965748,1
53222,43.0483622,-87.9296885,1
53219,43.0409377,-87.9365218,1
53403,42.5779024,-87.8335933,1
53225,43.067615,-87.9441198,1
53218,43.0641205,-87.96717239,4
53214,43.0706762,-87.9542334,1
53214,43.1116189,-87.9641853,1
53224,43.0743635,-87.9765372,1
53205,43.0559483,-88.2247031,1
53210,43.0654111,-87.9144034,3
53202,44.2513583,-88.3688148,1
53172,,,1
54601,43.0226032,-87.9314504,1
53140,42.5648355,-87.8446155,1
54603,43.8165172,-91.2482325,1
53224,43.0932201,-87.9477251,1
53226,43.0441177,-88.0289889,1
53210,42.7077879,-87.8032018,1
53209,43.0422531,-88.2235503,1
53209,43.0143562,-87.9246116,1
54220,44.0784553,-87.7039445,1
53212,43.0415872,-87.9240961,2
53218,43.0773764,-87.9580253,1
53224,43.149703,-88.021426,1
53209,43.0561253,-87.9260188,1
53210,43.1281001,-87.9909694,1
53406,42.8342351,-88.2774045,1
53210,43.0535766,-87.9286927,1
53227,43.0488227,-87.9278883,2
53214,43.0019257,-88.0532287,1
53218,43.0460713,-87.9120661,1
53212,42.9943092,-87.9134072,1
53233,43.0607703,-87.934476,1
53218,43.0220824,-88.0005676,1
53224,43.1627769,-88.0154764,1
53218,32.7803421,-96.799284,1
53210,43.1640128,-88.1384415,1
53206,43.0781352,-87.9160112,1
53219,43.0556602,-87.9181198,1
53233,43.046,-87.9026344,1
53227,43.1469874,-89.2922553,1
53406,42.7148104,-87.8143275,1
53406,42.7153861,-87.8181059,2
53223,43.086291,-88.0235445,1
53225,43.0172491,-87.986702,1
53210,42.5492485,-87.8259614,1
53227,43.0133034,-88.0052784,1
53188,43.0386745,-87.9199844,1
53215,43.03884557,-87.91469278,1
53204,43.1625255,-88.0052206,1
53403,45.14410196,-89.15582296,1
53214,43.009808,-87.9618726,1
53189,43.00679569,-88.02960138,1
53214,43.0440971,-88.0289756,1
53211,43.0829855,-87.9192769,1
54601,43.5573364,-90.8924328,1
55921,43.8289291,-91.3056024,1
54636,43.8146827,-91.2486459,1
54650,43.8824515,-91.2146105,1
53215,43.0451424,-87.9393587,2
53203,43.0900814,-89.52733839,1
53188,43.0154068,-88.2346077,1
53110,42.9995223,-88.0412757,1
53213,43.00679569,-88.02960138,1
53403,42.7082115,-87.8066846,1
54603,43.8838955,-91.2309818,4
54669,43.8146827,-91.2486459,3
53218,43.0739184,-89.4596141,1
53224,43.0556602,-87.9181198,2
53214,43.0523297,-87.9458108,1
53206,43.0755264,-87.9416179,13
53233,43.0409377,-87.9365218,8
53208,43.0625038,-87.9771504,4
53215,43.0409377,-87.9365218,9
53218,43.04333,-87.9237698,2
53202,43.0750236,-89.3266979,1
53210,43.1192086,-88.0324478,9
53218,43.0210082,-87.9968633,18
53233,43.1192086,-88.0324478,4
53208,43.0418686,-87.9084624,2
53218,43.1192086,-88.0324478,13
53206,43.0906535,-87.9450801,1
53218,43.0436462,-87.9268158,1
53142,42.5970446,-87.8564334,1
53204,43.1103985,-87.9497902,1
53209,43.090023,-87.941777,1
53089,43.0136678,-88.237429,1
53216,43.052153,-87.9191542,4
54914,44.3975434,-88.7447015,1
53215,43.0572735,-87.9615445,1
53218,43.1244822,-87.9850609,12
53209,43.0554359,-87.9627249,1
53216,43.0607703,-87.934476,6
53219,43.052153,-87.9191542,1
53205,43.0210082,-87.9968633,15
53214,43.0676122,-87.9781143,1
53209,43.0210082,-87.9968633,11
53154,43.0210082,-87.9968633,2
53402,43.4168975,-88.6977918,1
53210,43.00679569,-88.02960138,10
53225,43.3185059,-87.9289788,1
53209,43.139876,-87.9648735,4
53216,43.03884557,-87.91469278,2
53233,43.042531,-87.94918,1
53404,42.9879884,-89.53719744,1
53225,43.0559483,-88.2247031,1
53212,43.1625255,-88.0052206,1
53218,43.00679569,-88.02960138,6
53202,43.0166335,-87.9915947,1
53218,32.9112562,-96.8758046,2
53218,43.0607703,-87.934476,3
53704,,,2
54701,39.0032975,-77.0979496,1
54650,43.8919403,-91.2314088,1
53208,43.0490067,-87.9614679,2
53204,42.9754346,-87.9089248,1
53203,43.0530363,-87.934476,1
53404,42.7167377,-87.8003283,5
53233,43.0565334,-87.9879237,1
53208,43.0906535,-87.9450801,1
53110,42.9602523,-87.85793,1
53208,43.0555513,-87.9627692,4
