CLIENT_ZIP,SITE_ID,SITE_LATITUDE,SITE_LONGITUDE,SITE_ZIP,DISTINCT_INTERACTION_ID_CNT
54603,35369,43.8186417,-91.2484103,54601,1
53208,37534,43.0607703,-87.934476,53205,1
53185,29703,43.0256503,-88.232283,53188,1
53211,30511,43.1034118,-87.993894,53218,1
53092,28215,43.1002545,-89.5390746,53562,1
53403,28252,42.7082115,-87.8066846,53403,1
53216,34907,43.067804,-87.9229711,53206,1
53208,26996,43.0426219,-87.9279631,53233,1
53233,27682,43.0433322,-87.9238174,53233,1
54914,34863,44.3975434,-88.7447015,54961,1
54495,33458,44.3888319,-89.8489501,54495,1
53204,27402,43.0414982,-88.0201306,53226,1
53207,12634,43.03884557,-87.91469278,53203,1
53214,38037,43.0178228,-88.0579973,53214,1
53224,28622,43.0607703,-87.934476,53205,4
53223,28521,43.0415872,-87.9240961,53233,1
53188,36701,43.0497976,-88.3717382,53018,1
53214,27529,43.0418568,-87.9096904,53202,1
53209,19422,43.0641205,-87.96717239,53212,1
53405,37625,42.7275578,-87.7845572,53403,1
53406,30047,42.7265875,-87.8064506,53405,1
53218,37288,43.0533748,-89.3955318,53715,1
54601,16575,44.8907241,-91.9310145,54751,1
54650,22234,44.2513583,-88.3688148,54915,1
53091,32468,43.4239461,-88.1738426,53095,1
53406,37545,42.7332103,-87.8073247,53404,1
53208,30659,43.0718648,-87.9445593,53206,1
53218,13748,38.8120934,-77.0405248,22314,1
53405,27112,43.1804866,-87.963573,53209,1
53220,37986,43.0124994,-87.9928039,53214,1
53022,28153,43.0386745,-87.9199844,53203,1
53206,28617,43.0136678,-88.237429,53188,1
53212,30054,43.0139088,-88.2347018,53188,1
53094,28397,43.0210082,-87.9968633,53214,1
53072,29703,43.0256503,-88.232283,53188,1
53210,28399,43.0210082,-87.9968633,53214,1
53224,27533,42.972029,-87.91947462,53221,1
53228,28622,43.0607703,-87.934476,53205,1
53027,27091,43.4260334,-88.1755546,53095,1
53210,28444,43.0633551,-87.9180815,53212,1
53172,28481,43.0206506,-87.9220658,53204,1
54601,,,,,2
54601,12198,43.5573364,-90.8924328,54665,1
54601,None,,,,5
52175,None,,,,1
53221,27276,42.9668847,-87.9359115,53221,1
53218,30167,43.1156658,-87.9865502,53218,1
53212,37819,43.0433344,-87.9240303,53233,4
53218,37907,43.0901002,-87.9661372,53216,2
53224,28397,43.0210082,-87.9968633,53214,6
53219,27228,43.0102909,-87.9870578,53219,1
53206,30659,43.0718648,-87.9445593,53206,6
53204,48132,43.1281001,-87.9909694,53218,1
53209,12608,43.0429146,-89.3759564,53713,1
53206,27361,43.0572735,-87.9615445,53208,1
53094,8734,44.5098578,-88.0171229,54301,1
53209,41157,43.0488227,-87.9278883,53205,2
53208,29704,38.8120934,-77.0405248,22314,3
53202,None,,,,4
53204,37477,43.0395821,-87.9198778,53233,2
53208,29715,43.1281001,-87.9909694,53218,2
53206,30499,43.00679569,-88.02960138,53214,7
53186,29696,43.0215108,-88.2316651,53188,4
53210,28504,43.0441177,-88.0289889,53226,4
53218,19962,43.0429146,-89.3759564,53713,2
53215,28434,43.0409377,-87.9365218,53233,3
53221,28397,43.0210082,-87.9968633,53214,3
53205,28435,43.0409377,-87.9365218,53233,8
53213,28159,43.0395821,-87.9198778,53233,1
53204,28397,43.0210082,-87.9968633,53214,10
53402,28240,42.7091628,-87.8045215,53403,2
53210,27803,43.0906535,-87.9450801,53206,2
53403,32482,42.7153861,-87.8181059,53405,10
53001,21122,43.7903536,-87.7589198,53083,1
53205,30499,43.00679569,-88.02960138,53214,8
53222,37819,43.0433344,-87.9240303,53233,3
53225,28466,43.1176754,-87.9904266,53218,2
53186,28397,43.0210082,-87.9968633,53214,5
53404,20177,44.2485131,-88.4027376,54915,1
53215,27674,42.9809926,-87.9465191,53221,1
53216,30121,43.0641205,-87.96717239,53233,2
53209,28468,43.052153,-87.9191542,53212,6
53206,34907,43.067804,-87.9229711,53206,5
53209,28400,43.0488227,-87.9278883,53205,25
53219,28400,43.0488227,-87.9278883,53205,7
53205,29948,43.0163831,-88.0088269,53214,1
53218,27055,43.0395821,-87.9198778,53233,8
53202,15684,33.76262165,-84.4227905,30348,1
53142,28177,42.7077879,-87.8032018,53403,1
53215,27521,43.0336437,-87.9147865,53203,1
53094,26806,42.9861485,-88.8266301,53549,1
53233,28397,43.0210082,-87.9968633,53214,6
53210,33702,43.0753949,-87.9553052,53210,1
53205,28456,43.0483622,-87.9296885,53205,2
53226,12634,43.03884557,-87.91469278,53203,1
53404,35298,42.732284,-87.7922417,53404,9
53227,19947,43.1469874,-89.2922553,53718,1
53225,27055,43.0395821,-87.9198778,53233,8
53214,27228,43.0102909,-87.9870578,53219,2
54601,35369,43.8186417,-91.2484103,54601,1
53206,27055,43.0395821,-87.9198778,53233,7
53205,27102,43.3185059,-87.9289788,53024,1
53215,19318,42.9943092,-87.9134072,53207,2
54669,None,,,,3
53204,26934,43.0453982,-87.9001095,53202,1
53206,37819,43.0433344,-87.9240303,53233,9
53223,31009,43.1397731,-88.03948,53224,1
53209,19247,43.0554359,-87.9627249,53208,1
53209,26909,43.0932201,-87.9477251,53216,6
53207,27555,43.0511886,-87.939263,53205,1
53207,28400,43.0488227,-87.9278883,53205,3
53219,20034,43.0741802,-89.4611365,53705,1
53402,19391,43.1161888,-89.3540564,53704,1
53205,27711,43.0561253,-87.9260188,53205,1
53214,28400,43.0488227,-87.9278883,53205,4
53216,35115,43.0781352,-87.9160112,53212,3
53227,37477,43.0395821,-87.9198778,53233,2
53218,20058,43.0386567,-87.91364,53203,1
53222,29125,43.0091909,-88.2275888,53186,1
53210,27683,43.04333,-87.9237698,53233,1
53210,37819,43.0433344,-87.9240303,53233,6
53154,28706,42.9920247,-87.9361228,53215,1
53225,19963,43.02236034,-87.91836009,53203,1
53215,27361,43.0572735,-87.9615445,53208,1
53404,5589,42.9879884,-89.53719744,53593,1
53221,28405,43.0488227,-87.9278883,53205,5
53216,28405,43.0488227,-87.9278883,53205,3
53214,28837,43.016105,-87.9978489,53214,1
53206,29785,43.0102423,-88.226241,53186,1
53130,19318,42.9943092,-87.9134072,53207,1
53206,26909,43.0932201,-87.9477251,53216,5
54656,7489,43.8838955,-91.2309818,54650,1
52049,38042,37.7811495,-122.4579245,94118,1
54669,11951,43.8119402,-91.2378063,54601,1
53209,28466,43.1176754,-87.9904266,53218,3
53202,27055,43.0395821,-87.9198778,53233,2
53227,27273,43.0133034,-88.0052784,53214,1
53212,37442,43.128509,-87.955344,53209,1
53228,37535,43.0785513,-87.9044485,53212,1
55921,10538,43.8088497,-91.7544532,55971,1
53225,27240,43.1368903,-88.0073999,53223,1
53211,37819,43.0433344,-87.9240303,53233,1
53227,27894,43.0254095,-87.9103809,53204,1
53224,37110,43.1847944,-88.0045085,53223,3
nan,27658,43.1244822,-87.9850609,53218,1
53225,37907,43.0901002,-87.9661372,53216,1
53233,12770,35.20783477,-80.83076703,28235,1
53204,27332,43.0229532,-87.9286594,53204,1
53405,30187,42.7148104,-87.8143275,53405,3
53202,35464,43.0556602,-87.9181198,53212,3
53072,19247,43.0554359,-87.9627249,53208,1
53216,27114,43.0555513,-87.9627692,53208,3
53202,28434,43.0409377,-87.9365218,53233,4
53212,35464,43.0556602,-87.9181198,53212,1
53204,27558,37.8065467,-122.4202367,94109,1
53402,30047,42.7265875,-87.8064506,53405,4
53226,28397,43.0210082,-87.9968633,53214,1
53215,28114,43.0383969,-87.947036,53233,2
53210,27682,43.0433322,-87.9238174,53233,1
53215,36517,43.0185227,-87.9471891,53215,1
53207,27082,43.0024358,-87.9136371,53207,1
53208,27115,43.0554294,-87.9627315,53208,3
53219,19318,42.9943092,-87.9134072,53207,1
53212,26922,43.0609542,-87.9770744,53208,1
53208,30883,43.0641205,-87.96717239,,2
53094,27282,43.0226032,-87.9314504,53204,1
53207,37819,43.0433344,-87.9240303,53233,2
53210,27839,43.0392652,-87.9152463,53203,1
53214,27552,43.0890466,-87.920121,53206,1
53222,28434,43.0409377,-87.9365218,53233,1
54650,9981,43.8149618,-91.2504499,54601,1
53214,28504,43.0441177,-88.0289889,53226,4
53001,12634,43.03884557,-87.91469278,53203,1
53206,30121,43.0641205,-87.96717239,53233,1
53222,37477,43.0395821,-87.9198778,53233,3
53205,41157,43.0488227,-87.9278883,53205,2
53218,37623,43.0210082,-87.9968633,53214,1
53212,36605,43.0467965,-88.0076535,53213,1
53212,30108,43.1625255,-88.0052206,53223,1
53216,12678,43.0739184,-89.4596141,53705,1
53538,26814,42.9195587,-88.8464786,53538,1
53216,20058,43.0386567,-87.91364,53203,1
53215,37818,42.9850595,-87.9345942,53215,1
53208,27114,43.0555513,-87.9627692,53208,4
53224,28505,43.1192086,-88.0324478,53225,3
53206,35115,43.0781352,-87.9160112,53212,1
53205,37820,43.0483622,-87.9296885,53205,4
53223,27745,43.0625038,-87.9771504,53210,4
53212,20977,,,,1
53218,28395,43.0229535,-87.9298417,53204,1
53072,28397,43.0210082,-87.9968633,53214,1
53154,27653,42.883575,-87.9131773,53154,1
53223,27658,43.1244822,-87.9850609,53218,2
53208,19389,43.05853901,-89.32570257,53703,1
53402,28252,42.7082115,-87.8066846,53403,1
53223,26909,43.0932201,-87.9477251,53216,2
53204,34894,43.1103985,-87.9497902,53209,1
53188,12703,43.0923884,-89.3525366,53704,1
53215,27448,42.9468522,-87.9290002,53221,1
53223,28401,43.0488227,-87.9278883,53205,1
53206,28504,43.0441177,-88.0289889,53226,4
53182,28212,42.6698838,-88.2677838,53105,1
53204,28193,43.0210082,-87.9968633,53214,1
53005,29250,43.0113246,-88.2268907,53186,1
53209,27745,43.0625038,-87.9771504,53210,4
54701,7489,43.8838955,-91.2309818,54650,2
54701,19162,34.08826696,-118.3718289,90069,1
53208,27411,43.0535766,-87.9286927,53205,2
53208,None,,,,4
53211,27055,43.0395821,-87.9198778,53233,2
53206,27715,43.0411607,-87.9142099,53203,1
53704,37477,43.0395821,-87.9198778,53233,1
53403,29622,42.5492485,-87.8259614,53143,1
53212,27529,43.0418568,-87.9096904,53202,1
53213,27097,43.0425413,-87.9223339,53233,1
53218,26934,43.0453982,-87.9001095,53202,2
53209,27577,43.1344371,-88.0070416,53218,1
53212,27081,43.0426483,-87.9212718,53233,1
53225,37819,43.0433344,-87.9240303,53233,2
53202,27890,43.03733013,-87.92320041,53233,2
53225,37477,43.0395821,-87.9198778,53233,2
53215,27894,43.0254095,-87.9103809,53204,1
53404,30728,42.715413,-87.829413,53405,2
53202,34906,43.0186942,-87.9208782,53204,1
53221,28193,43.0210082,-87.9968633,53214,1
53216,29957,,,,1
53110,28399,43.0210082,-87.9968633,53214,1
53704,None,,,,1
55921,9829,43.7622821,-91.5625356,55943,1
53220,28434,43.0409377,-87.9365218,53233,1
53206,29414,43.0699934,-87.9058583,53212,2
53209,30054,43.0139088,-88.2347018,53188,1
54669,12742,43.0749666,-89.3840985,53703,1
53210,28430,43.0731159,-88.05589,53222,1
54650,14453,43.9094539,-91.23774,54650,1
53202,7811,43.0750236,-89.3266979,53716,1
53221,26937,43.0147369,-87.949006,53215,1
53178,6319,43.1232574,-89.3111873,53704,1
53218,37854,43.0418686,-87.9084624,53202,1
53204,20058,43.0386567,-87.91364,53203,1
53224,30895,43.1627769,-88.0154764,53224,1
53212,28468,43.052153,-87.9191542,53212,2
54669,19401,43.06394023,-89.41875413,53711,1
53221,27055,43.0395821,-87.9198778,53233,2
53212,37590,43.056006,-87.9162808,53212,1
53204,27112,43.1804866,-87.963573,53209,1
53204,37288,43.0533748,-89.3955318,53715,1
53090,28080,43.4242969,-88.1827007,53095,1
53206,27523,43.0417217,-87.9043253,53202,1
53218,37851,43.0415872,-87.9240961,53233,1
53225,36980,43.1479775,-87.9791231,53223,1
53206,27437,43.0555576,-87.9145566,53212,1
53214,28435,43.0409377,-87.9365218,53233,1
53215,37637,42.9943092,-87.9134072,53207,1
53233,34864,43.4203584,-88.1990506,53095,1
53209,6284,43.1055688,-89.3585295,53704,1
53208,28401,43.0488227,-87.9278883,53205,1
53210,29697,43.1116189,-87.9641853,53209,1
53223,20036,43.0488227,-87.9278883,53205,1
54601,36610,43.925343,-91.244287,54636,1
54601,11794,43.8121532,-91.2304226,54601,1
54669,11915,43.850713,-91.234189,54603,1
54650,26869,40.7063491,-74.0125217,10004,1
54729,19303,43.082398,-88.4380688,53066,1
53219,33702,43.0753949,-87.9553052,53210,1
53224,6405,43.0995937,-89.3645741,53704,1
53212,12627,38.8839902,-77.0227117,20410,1
53206,,,,,1
53154,27055,43.0395821,-87.9198778,53233,1
53072,28850,43.0827287,-88.2595434,53072,1
53218,28193,43.0210082,-87.9968633,53214,1
53210,29715,43.1281001,-87.9909694,53218,1
53206,37534,43.0607703,-87.934476,53205,1
53225,20037,0,0,,1
53223,27065,42.9725875,-88.055915,53228,1
53212,20037,0,0,,2
53207,34864,43.4203584,-88.1990506,53095,1
53216,28395,43.0229535,-87.9298417,53204,1
53209,37851,43.0415872,-87.9240961,53233,1
53205,28405,43.0488227,-87.9278883,53205,1
53225,26934,43.0453982,-87.9001095,53202,1
53209,29704,38.8120934,-77.0405248,22314,1
53209,27621,43.0565334,-87.9879237,53208,1
53214,28049,43.0460713,-87.9120661,53202,1
53405,20039,43.0718225,-89.3816961,53703,1
53207,27116,43.0233591,-87.9187882,53204,1
53225,27857,43.0547713,-87.95783797,53208,1
53206,28114,43.0383969,-87.947036,53233,1
54901,21636,44.0194916,-88.5428522,54901,1
53206,29712,43.0787225,-87.9459821,53206,2
54601,37087,43.8028442,-91.0944166,54601,1
52175,11483,43.8754262,-91.1801525,54650,1
54636,19185,43.0707171,-89.3918288,53703,1
54729,32773,44.7865386,-91.5193873,54701,1
55921,11320,43.8253425,-91.2505251,54603,1
54636,11647,43.8146827,-91.2486459,54601,1
53214,32116,43.0750725,-88.0038214,53210,1
53216,36930,43.1189012,-87.9970031,53218,1
53206,28612,43.0215268,-88.2537804,53188,1
53202,27615,43.0440971,-88.0289756,53226,1
53218,27890,43.03733013,-87.92320041,53233,1
53215,28706,42.9920247,-87.9361228,53215,1
53208,28507,43.0177922,-87.9234448,53204,1
53225,28456,43.0483622,-87.9296885,53205,1
53051,28397,43.0210082,-87.9968633,53214,1
53208,37385,43.0344171,-87.9429391,53233,1
53221,27228,43.0102909,-87.9870578,53219,1
53154,27102,43.3185059,-87.9289788,53024,1
54403,3353,44.959661,-89.6285111,54403,1
53222,27555,43.0511886,-87.939263,53205,1
53186,29703,43.0256503,-88.232283,53188,1
53225,26933,43.0371135,-87.9137137,53290,1
53223,29704,38.8120934,-77.0405248,22314,1
55921,14563,43.5217417,-91.7720852,55954,1
54729,11210,43.8043634,-91.2427084,54601,1
54669,12082,43.9407578,-90.8243707,54656,1
54636,31469,43.8766253,-91.2293333,54650,1
53208,37819,43.0433344,-87.9240303,53233,9
53205,12634,43.03884557,-87.91469278,53203,2
53233,26915,43.03884557,-87.91469278,53203,1
53233,28434,43.0409377,-87.9365218,53233,5
53219,31108,43.0020994,-87.9883669,53219,1
53221,36605,43.0467965,-88.0076535,53213,1
53233,27055,43.0395821,-87.9198778,53233,3
53216,32116,43.0750725,-88.0038214,53210,4
53216,28397,43.0210082,-87.9968633,53214,10
53219,35464,43.0556602,-87.9181198,53212,1
53212,27055,43.0395821,-87.9198778,53233,5
53204,36908,43.0406934,-87.9124493,53203,1
53209,35615,43.0958045,-87.943822,53209,1
53206,32752,43.0821724,-87.9418765,53206,1
53206,28434,43.0409377,-87.9365218,53233,4
53215,27114,43.0555513,-87.9627692,53208,2
53216,28073,43.0402924,-87.9140894,53203,2
53225,20050,43.0718225,-89.3816961,53703,1
53210,28434,43.0409377,-87.9365218,53233,5
53188,29696,43.0215108,-88.2316651,53188,5
53202,28435,43.0409377,-87.9365218,53233,8
53202,35541,43.0022434,-87.9197672,53215,1
53222,28622,43.0607703,-87.934476,53205,1
53209,27055,43.0395821,-87.9198778,53233,10
53220,12634,43.03884557,-87.91469278,53203,1
53001,None,,,,1
53224,30121,43.0641205,-87.96717239,53233,1
53204,29058,43.1648821,-88.0055004,53223,1
53402,28151,42.7258283,-87.7899518,53403,1
53225,29704,38.8120934,-77.0405248,22314,1
53214,27607,42.9716762,-88.0292009,53228,1
53209,37442,43.128509,-87.955344,53209,3
53206,27171,43.0418686,-87.9084624,53202,3
53154,28397,43.0210082,-87.9968633,53214,2
53403,,,,,1
53206,27013,43.0755264,-87.9416179,53206,13
53216,27110,43.089645,-87.901973,53212,1
53218,34869,43.5982792,-88.2861254,53010,1
53212,28444,43.0633551,-87.9180815,53212,4
53403,30172,42.7077879,-87.8032018,53403,7
54669,15318,43.8113467,-91.2497358,54601,1
53205,28397,43.0210082,-87.9968633,53214,15
53225,31808,43.0220824,-88.0005676,53214,2
53216,None,,,,8
53208,28504,43.0441177,-88.0289889,53226,6
53188,20044,43.0424205,-88.0239984,53226,1
53110,28839,42.9528004,-87.8493737,53110,1
53405,32482,42.7153861,-87.8181059,53405,3
55921,10446,43.6324662,-91.4985521,55921,1
54729,9093,44.9516569,-91.364826,54729,1
54636,11827,43.8148533,-91.2466917,54601,1
53208,20039,43.0718225,-89.3816961,53703,2
52175,35702,42.9620608,-91.8072301,52175,1
53208,27857,43.0547713,-87.95783797,53208,2
53219,30499,43.00679569,-88.02960138,53214,1
53210,27621,43.0565334,-87.9879237,53208,2
54636,9722,43.8146827,-91.2486459,54601,1
53218,27683,43.04333,-87.9237698,53233,2
53405,37786,42.7168522,-87.8476854,53406,1
53224,27064,43.1857231,-87.960209,53209,1
53204,29250,43.0113246,-88.2268907,53186,3
53222,28397,43.0210082,-87.9968633,53214,2
53154,27737,43.0530363,-87.934476,53205,1
53110,34981,42.9754346,-87.9089248,53207,1
53209,27694,43.015901,-87.9129857,53204,1
53406,29448,42.7168522,-87.8476854,53406,2
53224,37477,43.0395821,-87.9198778,53233,3
53208,36980,43.1479775,-87.9791231,53223,4
53222,28504,43.0441177,-88.0289889,53226,1
53223,30499,43.00679569,-88.02960138,53214,4
53204,27737,43.0530363,-87.934476,53205,3
53207,28153,43.0386745,-87.9199844,53203,1
53225,37820,43.0483622,-87.9296885,53205,1
53209,27715,43.0411607,-87.9142099,53203,4
53212,28505,43.1192086,-88.0324478,53225,6
53217,28397,43.0210082,-87.9968633,53214,1
53204,None,,,,5
53204,37819,43.0433344,-87.9240303,53233,5
53206,29956,43.0760178,-87.9140969,53212,3
53208,28405,43.0488227,-87.9278883,53205,2
53218,29588,43.0392652,-87.9152463,53203,1
54601,3936,44.5001569,-89.5620655,54481,1
54601,11483,43.8754262,-91.1801525,54650,2
54636,11520,43.812545,-91.228595,54601,1
54636,11481,43.7942288,-91.2476896,54601,1
53233,27745,43.0625038,-87.9771504,53210,1
53218,34894,43.1103985,-87.9497902,53209,1
53227,28439,43.042531,-87.94918,53208,1
53215,28400,43.0488227,-87.9278883,53205,10
53216,20037,0,0,,2
53224,36980,43.1479775,-87.9791231,53223,1
53209,26869,40.7063491,-74.0125217,10004,2
54601,6802,43.8412348,-91.2381604,54603,2
53214,27414,43.0659127,-87.8995488,53212,1
53204,6284,43.1055688,-89.3585295,53704,1
53214,28405,43.0488227,-87.9278883,53205,5
53208,28435,43.0409377,-87.9365218,53233,9
53404,28240,42.7091628,-87.8045215,53403,2
53209,30813,43.089777,-87.988605,53216,1
53209,37415,43.088674,-89.5263264,53562,1
53403,36726,42.5779024,-87.8335933,53143,1
53404,28273,42.5970446,-87.8564334,53144,1
53233,26939,43.068056,-87.9507688,53210,1
53204,27062,43.0607318,-87.9294121,53205,1
53215,27745,43.0625038,-87.9771504,53210,1
53209,37760,43.0559483,-88.2247031,53188,1
53210,27055,43.0395821,-87.9198778,53233,7
53206,26942,43.0706762,-87.9542334,53210,1
55921,12633,44.9808097,-93.2643993,55415,1
52049,,,,,1
54669,37174,43.8985825,-91.1094488,54669,1
54636,None,,,,1
53205,20039,43.0718225,-89.3816961,53703,1
53205,12770,35.20783477,-80.83076703,28235,1
53214,28164,42.7209472,-87.8623776,53406,1
53205,27114,43.0555513,-87.9627692,53208,2
53404,28155,42.7480251,-87.7856331,53402,4
53206,28405,43.0488227,-87.9278883,53205,1
53202,28399,43.0210082,-87.9968633,53214,1
53209,28434,43.0409377,-87.9365218,53233,1
53225,29250,43.0113246,-88.2268907,53186,1
53223,12642,43.0727634,-89.3863029,53703,1
53210,27555,43.0511886,-87.939263,53205,3
53216,28153,43.0386745,-87.9199844,53203,1
53227,28306,42.91692,-87.9636878,53132,1
53223,19422,43.0641205,-87.96717239,53212,1
53182,30047,42.7265875,-87.8064506,53405,1
53208,28505,43.1192086,-88.0324478,53225,4
53216,29704,38.8120934,-77.0405248,22314,1
53233,30499,43.00679569,-88.02960138,53214,3
53216,29715,43.1281001,-87.9909694,53218,3
53204,28626,43.0081457,-88.2256718,53186,1
53207,27114,43.0555513,-87.9627692,53208,1
53226,35303,43.0415872,-87.9240961,53233,1
53206,36605,43.0467965,-88.0076535,53213,1
53225,31009,43.1397731,-88.03948,53224,1
53220,26942,43.0706762,-87.9542334,53210,1
53205,27552,43.0890466,-87.920121,53206,1
53206,26951,43.0696125,-87.9161658,53212,1
53218,20039,43.0718225,-89.3816961,53703,1
54601,11647,43.8146827,-91.2486459,54601,1
55921,10534,43.6326477,-91.4961327,55921,1
54650,15274,43.8919403,-91.2314088,54650,1
54650,35718,43.8824515,-91.2146105,54650,1
53110,28107,42.9879996,-87.896315,53207,1
53218,27694,43.015901,-87.9129857,53204,1
54669,,,,,2
53211,None,,,,1
53206,34736,43.0901002,-87.9661372,53216,1
53215,26934,43.0453982,-87.9001095,53202,2
53219,28435,43.0409377,-87.9365218,53233,1
53209,20273,44.1675811,-88.465704,54956,1
53206,27086,43.0716492,-87.9151843,53212,2
53208,27180,43.0559926,-87.9144992,53212,1
53209,27683,43.04333,-87.9237698,53233,1
53223,37288,43.0533748,-89.3955318,53715,1
53188,28153,43.0386745,-87.9199844,53203,1
53403,30625,42.7254704,-87.7851336,53403,2
53224,29697,43.1116189,-87.9641853,53209,1
53216,30671,43.0030085,-88.0298506,53227,1
53211,28049,43.0460713,-87.9120661,53202,1
53224,28619,43.0121929,-88.2229148,53186,1
55974,7489,43.8838955,-91.2309818,54650,1
52175,7489,43.8838955,-91.2309818,54650,1
53154,26934,43.0453982,-87.9001095,53202,1
53189,30499,43.00679569,-88.02960138,53214,1
53216,27683,43.04333,-87.9237698,53233,1
53207,28435,43.0409377,-87.9365218,53233,1
53208,27615,43.0440971,-88.0289756,53226,1
53402,27386,42.8963685,-87.8636461,53172,1
53216,37092,,,,1
53210,12770,35.20783477,-80.83076703,28235,1
53222,36930,43.1189012,-87.9970031,53218,1
53205,28622,43.0607703,-87.934476,53205,1
53215,27737,43.0530363,-87.934476,53205,1
53222,28400,43.0488227,-87.9278883,53205,3
53204,26933,43.0371135,-87.9137137,53290,1
54956,20312,44.2274634,-88.4150275,54952,1
53207,27533,42.972029,-87.91947462,53221,1
53216,41157,43.0488227,-87.9278883,53205,2
54601,15093,43.8109399,-91.2528031,54601,1
53403,28703,42.73079,-87.7832232,53403,1
53221,36399,43.0104039,-88.2364727,53186,1
53206,19318,42.9943092,-87.9134072,53207,1
54701,6307,43.098365,-89.3050382,53714,1
54636,19947,43.1469874,-89.2922553,53718,1
53206,35548,43.0892598,-88.0466451,53222,1
53204,2237,37.8065467,-122.4202367,94109,1
53214,26922,43.0609542,-87.9770744,53208,1
53206,26922,43.0609542,-87.9770744,53208,1
53215,28505,43.1192086,-88.0324478,53225,2
53209,28509,43.0172491,-87.986702,53214,1
53211,28505,43.1192086,-88.0324478,53225,1
53403,30292,42.7678358,-87.7862687,53402,1
53110,12634,43.03884557,-87.91469278,53203,1
53209,28669,43.1262348,-87.9624021,53209,1
53185,30039,43.0214964,-88.2316036,53188,1
53186,28680,43.0936805,-88.3564698,53029,1
53218,27437,43.0555576,-87.9145566,53212,1
53209,26919,43.101475,-87.9903615,53218,1
53225,35464,43.0556602,-87.9181198,53212,1
53216,28600,43.0418686,-87.9084624,53202,1
53207,28483,42.9943092,-87.9134072,53207,1
53005,29696,43.0215108,-88.2316651,53188,1
53210,29704,38.8120934,-77.0405248,22314,1
53215,31808,43.0220824,-88.0005676,53214,2
53121,1860,42.6522441,-88.775456,53114,1
53204,20039,43.0718225,-89.3816961,53703,2
53402,38096,43.0718225,-89.3816961,53703,1
54729,9028,44.8832938,-91.8939361,54751,1
54636,37355,43.8276228,-91.2155493,54601,1
53233,37820,43.0483622,-87.9296885,53205,2
55921,7489,43.8838955,-91.2309818,54650,1
53212,35372,43.0741783,-87.9150366,53212,1
53404,28130,42.7300554,-87.9606641,53177,1
53225,37110,43.1847944,-88.0045085,53223,1
54304,1508,44.52074525,-87.98543188,54305,1
53218,34922,43.0615264,-87.8864629,53211,1
53212,29597,43.0662456,-87.8772825,53211,1
53210,28468,43.052153,-87.9191542,53212,1
53209,28401,43.0488227,-87.9278883,53205,1
53225,27674,42.9809926,-87.9465191,53221,1
53227,28435,43.0409377,-87.9365218,53233,1
53222,32116,43.0750725,-88.0038214,53210,1
53218,28468,43.052153,-87.9191542,53212,1
53210,7898,43.0753404,-89.5324032,53717,1
53208,28101,43.0471809,-87.904287,53202,1
53403,2169,45.14410196,-89.15582296,54409,1
53188,,,,,1
53233,27533,42.972029,-87.91947462,53221,1
53212,27744,43.05527576,-87.91821342,53212,1
54303,3196,44.5190473,-88.1019027,54304,1
53189,27102,43.3185059,-87.9289788,53024,1
53206,29715,43.1281001,-87.9909694,53218,1
53105,29448,42.7168522,-87.8476854,53406,1
53224,12678,43.0739184,-89.4596141,53705,1
53209,27114,43.0555513,-87.9627692,53208,1
55921,14003,43.6334273,-91.4973293,55921,1
53206,14275,43.9439587,-90.8131171,54656,1
54636,12285,43.7847203,-91.2279058,54601,1
54636,36489,43.8603236,-91.2398651,54603,1
53204,28505,43.1192086,-88.0324478,53225,9
53233,29715,43.1281001,-87.9909694,53218,1
53215,None,,,,10
53216,28400,43.0488227,-87.9278883,53205,21
53218,37819,43.0433344,-87.9240303,53233,4
53406,37137,43.0759324,-89.381178,53703,1
53209,35464,43.0556602,-87.9181198,53212,4
53406,30315,42.8342351,-88.2774045,53149,1
53212,28399,43.0210082,-87.9968633,53214,3
53704,6319,43.1232574,-89.3111873,53704,1
53212,,,,,3
53225,28114,43.0383969,-87.947036,53233,2
53188,27621,43.0565334,-87.9879237,53208,1
53202,29715,43.1281001,-87.9909694,53218,2
53206,29704,38.8120934,-77.0405248,22314,2
53223,28622,43.0607703,-87.934476,53205,2
53216,37819,43.0433344,-87.9240303,53233,3
53228,27391,43.009808,-87.9618726,53215,1
53403,5970,43.0795015,-89.3780435,53703,1
53206,6237,,,,1
53210,30499,43.00679569,-88.02960138,53214,10
53214,27656,43.0523297,-87.9458108,53205,1
53216,13748,38.8120934,-77.0405248,22314,1
53214,36517,43.0185227,-87.9471891,53215,1
53223,28400,43.0488227,-87.9278883,53205,6
53220,27737,43.0530363,-87.934476,53205,1
53210,35464,43.0556602,-87.9181198,53212,3
53208,29948,43.0163831,-88.0088269,53214,1
53215,32967,42.968637,-88.0469299,53228,1
53206,19247,43.0554359,-87.9627249,53208,1
53029,28405,43.0488227,-87.9278883,53205,1
53206,28397,43.0210082,-87.9968633,53214,23
53233,28400,43.0488227,-87.9278883,53205,5
53233,28504,43.0441177,-88.0289889,53226,1
53402,12655,43.0718225,-89.3816961,53703,1
53206,27683,43.04333,-87.9237698,53233,3
53208,19414,43.01389672,-88.23000754,53188,1
53205,30054,43.0139088,-88.2347018,53188,1
53212,27553,43.0898173,-87.9122221,53212,1
53204,27055,43.0395821,-87.9198778,53233,9
53209,20037,0,0,,7
