CLIENT_ZIP,SITE_ID,SITE_LATITUDE,SITE_LONGITUDE,SITE_ZIP,DISTINCT_INTERACTION_ID_CNT,CLIENT_LATITUDE,CLIENT_LONGITUDE,STRAIGHT_DISTANCE_MILES
53209,19422,43.0641205,-87.96717239,53212.0,1,43.1188,-87.9478,3.9
53225,34870,43.1072674,-88.0715564,53007.0,1,43.1154,-88.0346,1.95
53208,20273,44.1675811,-88.465704,54956.0,1,43.0488,-87.9625,81.3
53205,27529,43.0418568,-87.9096904,53202.0,1,43.0528,-87.9353,1.5
53094,28397,43.0210082,-87.9968633,53214.0,1,43.193,-88.7185,38.29
53402,27004,42.9366222,-87.851791,53110.0,1,42.7726,-87.796,11.68
53207,37588,42.9906596,-87.9081504,53207.0,1,42.9751,-87.8947,1.27
53228,28622,43.0607703,-87.934476,53205.0,1,42.9676,-88.0434,8.47
54601,11877,43.8178198,-91.2309843,54601.0,1,43.7989,-91.2175,1.47
54601,27282,43.0226032,-87.9314504,53204.0,1,43.7989,-91.2175,173.42
53158,28153,43.0386745,-87.9199844,53203.0,1,42.5293,-87.8855,35.24
53406,37545,42.7332103,-87.8073247,53404.0,1,42.7242,-87.8551,2.5
53208,28509,43.0172491,-87.986702,53214.0,1,43.0488,-87.9625,2.5
53405,28155,42.7480251,-87.7856331,53402.0,1,42.7161,-87.8233,2.92
53210,27411,43.0535766,-87.9286927,53205.0,1,43.0685,-87.9715,2.39
53072,28302,42.72878853,-87.80726897,53401.0,1,43.0788,-88.2729,33.77
53204,27694,43.015901,-87.9129857,53204.0,1,43.0158,-87.9317,0.95
53212,27754,43.0054478,-87.9758952,53219.0,1,43.0712,-87.9084,5.68
53405,27112,43.1804866,-87.963573,53209.0,1,42.7161,-87.8233,32.86
54636,14279,43.8149618,-91.2504499,54601.0,1,43.9761,-91.2497,11.13
53027,27091,43.4260334,-88.1755546,53095.0,1,43.3157,-88.3707,12.42
53206,29239,43.046,-87.9026344,53202.0,1,43.0753,-87.9347,2.59
53186,19304,43.0012827,-88.0511015,53227.0,1,42.9993,-88.2196,8.52
53172,28481,43.0206506,-87.9220658,53204.0,1,42.9105,-87.8646,8.15
54669,11915,43.850713,-91.234189,54603.0,2,43.9063,-91.0893,8.17
53204,28397,43.0210082,-87.9968633,53214.0,13,43.0158,-87.9317,3.31
53206,30499,43.00679569,-88.02960138,53214.0,12,43.0753,-87.9347,6.74
53206,29785,43.0102423,-88.226241,53186.0,1,43.0753,-87.9347,15.39
54701,7489,43.8838955,-91.2309818,54650.0,128,44.784,-91.4877,63.47
54669,19401,43.06394023,-89.41875413,53711.0,1,43.9063,-91.0893,101.98
54729,32773,44.7865386,-91.5193873,54701.0,1,44.9369,-91.3929,12.1
54669,12742,43.0749666,-89.3840985,53703.0,1,43.9063,-91.0893,102.98
53186,29696,43.0215108,-88.2316651,53188.0,10,42.9993,-88.2196,1.65
53218,27055,43.0395821,-87.9198778,53233.0,9,43.1122,-87.9932,6.23
53206,34907,43.067804,-87.9229711,53206.0,11,43.0753,-87.9347,0.79
53214,28049,43.0460713,-87.9120661,53202.0,4,43.0215,-88.0176,5.59
53221,28405,43.0488227,-87.9278883,53205.0,5,42.9549,-87.9447,6.54
53208,27115,43.0554294,-87.9627315,53208.0,3,43.0488,-87.9625,0.46
53206,27055,43.0395821,-87.9198778,53233.0,12,43.0753,-87.9347,2.58
53205,30499,43.00679569,-88.02960138,53214.0,11,43.0528,-87.9353,5.73
53205,41157,43.0488227,-87.9278883,53205.0,2,43.0528,-87.9353,0.46
53209,28400,43.0488227,-87.9278883,53205.0,37,43.1188,-87.9478,4.94
53215,19318,42.9943092,-87.9134072,53207.0,2,43.006,-87.9429,1.7
53206,37819,43.0433344,-87.9240303,53233.0,11,43.0753,-87.9347,2.27
53223,26909,43.0932201,-87.9477251,53216.0,2,43.1624,-87.9898,5.23
53186,28397,43.0210082,-87.9968633,53214.0,27,42.9993,-88.2196,11.35
53154,27102,43.3185059,-87.9289788,53024.0,4,42.8892,-87.9027,29.69
53208,37385,43.0344171,-87.9429391,53233.0,1,43.0488,-87.9625,1.4
53206,28504,43.0441177,-88.0289889,53226.0,4,43.0753,-87.9347,5.22
53218,37623,43.0210082,-87.9968633,53214.0,1,43.1122,-87.9932,6.3
53212,36605,43.0467965,-88.0076535,53213.0,1,43.0712,-87.9084,5.29
53202,27890,43.03733013,-87.92320041,53233.0,2,43.0506,-87.8968,1.62
53215,27361,43.0572735,-87.9615445,53208.0,1,43.006,-87.9429,3.67
53205,37820,43.0483622,-87.9296885,53205.0,6,43.0528,-87.9353,0.42
53212,27529,43.0418568,-87.9096904,53202.0,1,43.0712,-87.9084,2.03
53205,28435,43.0409377,-87.9365218,53233.0,14,43.0528,-87.9353,0.82
53222,29125,43.0091909,-88.2275888,53186.0,1,43.0828,-88.0269,11.34
53212,26922,43.0609542,-87.9770744,53208.0,1,43.0712,-87.9084,3.54
53216,27114,43.0555513,-87.9627692,53208.0,3,43.0859,-87.9742,2.17
53202,27055,43.0395821,-87.9198778,53233.0,2,43.0506,-87.8968,1.39
53214,28837,43.016105,-87.9978489,53214.0,1,43.0215,-88.0176,1.07
53402,19391,43.1161888,-89.3540564,53704.0,2,42.7726,-87.796,82.3
53223,27658,43.1244822,-87.9850609,53218.0,3,43.1624,-87.9898,2.63
53210,33702,43.0753949,-87.9553052,53210.0,1,43.0685,-87.9715,0.95
53154,27653,42.883575,-87.9131773,53154.0,1,42.8892,-87.9027,0.66
53219,28400,43.0488227,-87.9278883,53205.0,9,42.9959,-87.9944,4.97
53220,28434,43.0409377,-87.9365218,53233.0,1,42.9559,-87.9933,6.54
53212,28468,43.052153,-87.9191542,53212.0,2,43.0712,-87.9084,1.42
53210,37819,43.0433344,-87.9240303,53233.0,9,43.0685,-87.9715,2.96
53207,27082,43.0024358,-87.9136371,53207.0,1,42.9751,-87.8947,2.12
53403,32482,42.7153861,-87.8181059,53405.0,16,42.706,-87.8014,1.07
53224,28505,43.1192086,-88.0324478,53225.0,4,43.1594,-88.0327,2.78
53404,30728,42.715413,-87.829413,53405.0,2,42.7433,-87.8053,2.28
53207,34864,43.4203584,-88.1990506,53095.0,1,42.9751,-87.8947,34.37
53215,36517,43.0185227,-87.9471891,53215.0,1,43.006,-87.9429,0.89
53202,27615,43.0440971,-88.0289756,53226.0,1,43.0506,-87.8968,6.69
53225,27055,43.0395821,-87.9198778,53233.0,11,43.1154,-88.0346,7.81
53225,19963,43.02236034,-87.91836009,53203.0,1,43.1154,-88.0346,8.7
53204,34894,43.1103985,-87.9497902,53209.0,1,43.0158,-87.9317,6.6
53206,29712,43.0787225,-87.9459821,53206.0,2,43.0753,-87.9347,0.62
53214,28504,43.0441177,-88.0289889,53226.0,4,43.0215,-88.0176,1.67
53233,28397,43.0210082,-87.9968633,53214.0,11,43.0407,-87.9357,3.38
54901,21636,44.0194916,-88.5428522,54901.0,1,44.022,-88.5436,0.18
54636,19185,43.0707171,-89.3918288,53703.0,5,43.9761,-91.2497,112.14
53208,27411,43.0535766,-87.9286927,53205.0,2,43.0488,-87.9625,1.74
53218,37851,43.0415872,-87.9240961,53233.0,1,43.1122,-87.9932,6.0
54656,7489,43.8838955,-91.2309818,54650.0,1,43.954,-90.8146,21.28
53206,29414,43.0699934,-87.9058583,53212.0,2,43.0753,-87.9347,1.5
53206,30659,43.0718648,-87.9445593,53206.0,7,43.0753,-87.9347,0.55
53207,37819,43.0433344,-87.9240303,53233.0,5,42.9751,-87.8947,4.94
53224,28397,43.0210082,-87.9968633,53214.0,10,43.1594,-88.0327,9.73
53204,48132,43.1281001,-87.9909694,53218.0,1,43.0158,-87.9317,8.32
53221,28397,43.0210082,-87.9968633,53214.0,4,42.9549,-87.9447,5.27
53402,30047,42.7265875,-87.8064506,53405.0,5,42.7726,-87.796,3.22
53218,37907,43.0901002,-87.9661372,53216.0,2,43.1122,-87.9932,2.05
53216,36930,43.1189012,-87.9970031,53218.0,1,43.0859,-87.9742,2.55
53224,30895,43.1627769,-88.0154764,53224.0,1,43.1594,-88.0327,0.9
53216,30121,43.0641205,-87.96717239,53233.0,4,43.0859,-87.9742,1.55
53204,28193,43.0210082,-87.9968633,53214.0,1,43.0158,-87.9317,3.31
53223,27745,43.0625038,-87.9771504,53210.0,4,43.1624,-87.9898,6.93
53211,27055,43.0395821,-87.9198778,53233.0,2,43.082,-87.8895,3.31
53214,28435,43.0409377,-87.9365218,53233.0,5,43.0215,-88.0176,4.31
53704,37477,43.0395821,-87.9198778,53233.0,1,43.1205,-89.3523,72.5
53178,6319,43.1232574,-89.3111873,53704.0,1,42.9982,-88.6026,36.8
53207,27116,43.0233591,-87.9187882,53204.0,1,42.9751,-87.8947,3.55
53215,27521,43.0336437,-87.9147865,53203.0,2,43.006,-87.9429,2.38
53224,37110,43.1847944,-88.0045085,53223.0,4,43.1594,-88.0327,2.26
53206,37534,43.0607703,-87.934476,53205.0,1,43.0753,-87.9347,1.0
53215,28434,43.0409377,-87.9365218,53233.0,7,43.006,-87.9429,2.44
53202,35464,43.0556602,-87.9181198,53212.0,3,43.0506,-87.8968,1.13
53225,26934,43.0453982,-87.9001095,53202.0,1,43.1154,-88.0346,8.33
53228,37535,43.0785513,-87.9044485,53212.0,2,42.9676,-88.0434,10.39
53216,28395,43.0229535,-87.9298417,53204.0,1,43.0859,-87.9742,4.89
53223,28401,43.0488227,-87.9278883,53205.0,1,43.1624,-87.9898,8.45
53210,29697,43.1116189,-87.9641853,53209.0,1,43.0685,-87.9715,3.0
53225,27857,43.0547713,-87.95783797,53208.0,1,43.1154,-88.0346,5.71
53209,28468,43.052153,-87.9191542,53212.0,10,43.1188,-87.9478,4.83
53404,35298,42.732284,-87.7922417,53404.0,12,42.7433,-87.8053,1.01
53207,28400,43.0488227,-87.9278883,53205.0,4,42.9751,-87.8947,5.36
53212,35464,43.0556602,-87.9181198,53212.0,1,43.0712,-87.9084,1.18
53209,27745,43.0625038,-87.9771504,53210.0,6,43.1188,-87.9478,4.16
53210,28504,43.0441177,-88.0289889,53226.0,5,43.0685,-87.9715,3.36
53209,28466,43.1176754,-87.9904266,53218.0,3,43.1188,-87.9478,2.15
53214,28400,43.0488227,-87.9278883,53205.0,8,43.0215,-88.0176,4.91
53216,28405,43.0488227,-87.9278883,53205.0,4,43.0859,-87.9742,3.47
53221,27055,43.0395821,-87.9198778,53233.0,2,42.9549,-87.9447,5.98
53211,37819,43.0433344,-87.9240303,53233.0,1,43.082,-87.8895,3.19
53202,7811,43.0750236,-89.3266979,53716.0,1,43.0506,-87.8968,72.2
53222,37477,43.0395821,-87.9198778,53233.0,3,43.0828,-88.0269,6.17
53206,27361,43.0572735,-87.9615445,53208.0,1,43.0753,-87.9347,1.84
53206,27715,43.0411607,-87.9142099,53203.0,1,43.0753,-87.9347,2.58
53154,28706,42.9920247,-87.9361228,53215.0,1,42.8892,-87.9027,7.3
53206,27523,43.0417217,-87.9043253,53202.0,1,43.0753,-87.9347,2.78
53216,12678,43.0739184,-89.4596141,53705.0,1,43.0859,-87.9742,74.97
53209,26909,43.0932201,-87.9477251,53216.0,7,43.1188,-87.9478,1.77
53210,27803,43.0906535,-87.9450801,53206.0,3,43.0685,-87.9715,2.03
53221,27228,43.0102909,-87.9870578,53219.0,1,42.9549,-87.9447,4.39
53206,26909,43.0932201,-87.9477251,53216.0,5,43.0753,-87.9347,1.4
53225,37907,43.0901002,-87.9661372,53216.0,2,43.1154,-88.0346,3.87
53186,29703,43.0256503,-88.232283,53188.0,1,42.9993,-88.2196,1.93
53072,19247,43.0554359,-87.9627249,53208.0,1,43.0788,-88.2729,15.74
53110,28399,43.0210082,-87.9968633,53214.0,1,42.949,-87.862,8.44
53205,27102,43.3185059,-87.9289788,53024.0,1,43.0528,-87.9353,18.36
53090,28080,43.4242969,-88.1827007,53095.0,1,43.4438,-88.1963,1.51
53222,37819,43.0433344,-87.9240303,53233.0,3,43.0828,-88.0269,5.87
53212,37819,43.0433344,-87.9240303,53233.0,4,43.0712,-87.9084,2.08
53402,28252,42.7082115,-87.8066846,53403.0,1,42.7726,-87.796,4.48
53072,28850,43.0827287,-88.2595434,53072.0,1,43.0788,-88.2729,0.73
53209,19247,43.0554359,-87.9627249,53208.0,1,43.1188,-87.9478,4.44
53206,27437,43.0555576,-87.9145566,53212.0,1,43.0753,-87.9347,1.7
53218,37854,43.0418686,-87.9084624,53202.0,1,43.1122,-87.9932,6.47
53218,28193,43.0210082,-87.9968633,53214.0,1,43.1122,-87.9932,6.3
53206,28114,43.0383969,-87.947036,53233.0,2,43.0753,-87.9347,2.62
53405,30187,42.7148104,-87.8143275,53405.0,4,42.7161,-87.8233,0.46
53226,28397,43.0210082,-87.9968633,53214.0,1,43.0493,-88.0414,2.98
53005,29250,43.0113246,-88.2268907,53186.0,1,43.0622,-88.098,7.4
54601,36610,43.925343,-91.244287,54636.0,1,43.7989,-91.2175,8.84
53215,28706,42.9920247,-87.9361228,53215.0,1,43.006,-87.9429,1.02
53204,27112,43.1804866,-87.963573,53209.0,1,43.0158,-87.9317,11.49
53215,37818,42.9850595,-87.9345942,53215.0,1,43.006,-87.9429,1.51
53205,27711,43.0561253,-87.9260188,53205.0,1,43.0528,-87.9353,0.52
53219,20034,43.0741802,-89.4611365,53705.0,1,42.9959,-87.9944,74.27
53212,37442,43.128509,-87.955344,53209.0,1,43.0712,-87.9084,4.61
53213,27097,43.0425413,-87.9223339,53233.0,1,43.0488,-88.0015,4.02
53223,20036,43.0488227,-87.9278883,53205.0,1,43.1624,-87.9898,8.45
53224,6405,43.0995937,-89.3645741,53704.0,1,43.1594,-88.0327,67.29
53227,27894,43.0254095,-87.9103809,53204.0,1,42.9949,-88.0364,6.71
53227,37477,43.0395821,-87.9198778,53233.0,2,42.9949,-88.0364,6.65
53210,29715,43.1281001,-87.9909694,53218.0,1,43.0685,-87.9715,4.23
53225,37819,43.0433344,-87.9240303,53233.0,3,43.1154,-88.0346,7.48
53225,37477,43.0395821,-87.9198778,53233.0,2,43.1154,-88.0346,7.81
53001,21122,43.7903536,-87.7589198,53083.0,1,43.6151,-88.0254,17.99
53404,5589,42.9879884,-89.53719744,53593.0,1,42.7433,-87.8053,89.32
53227,27273,43.0133034,-88.0052784,53214.0,1,42.9949,-88.0364,2.02
53202,28434,43.0409377,-87.9365218,53233.0,4,43.0506,-87.8968,2.11
53225,26933,43.0371135,-87.9137137,53290.0,1,43.1154,-88.0346,8.15
53233,34864,43.4203584,-88.1990506,53095.0,1,43.0407,-87.9357,29.39
53188,12703,43.0923884,-89.3525366,53704.0,1,43.0128,-88.2705,54.91
53215,27448,42.9468522,-87.9290002,53221.0,1,43.006,-87.9429,4.15
53206,30121,43.0641205,-87.96717239,53233.0,6,43.0753,-87.9347,1.81
53205,28456,43.0483622,-87.9296885,53205.0,2,43.0528,-87.9353,0.42
53216,35115,43.0781352,-87.9160112,53212.0,3,43.0859,-87.9742,2.99
53204,37288,43.0533748,-89.3955318,53715.0,2,43.0158,-87.9317,73.97
53208,27114,43.0555513,-87.9627692,53208.0,4,43.0488,-87.9625,0.47
54601,37087,43.8028442,-91.0944166,54601.0,1,43.7989,-91.2175,6.14
55921,11320,43.8253425,-91.2505251,54603.0,2,43.6221,-91.4837,18.24
54729,19303,43.082398,-88.4380688,53066.0,1,44.9369,-91.3929,194.86
53219,33702,43.0753949,-87.9553052,53210.0,1,42.9959,-87.9944,5.84
54650,14453,43.9094539,-91.23774,54650.0,1,43.8974,-91.2314,0.89
53225,28466,43.1176754,-87.9904266,53218.0,2,43.1154,-88.0346,2.23
53218,30167,43.1156658,-87.9865502,53218.0,1,43.1122,-87.9932,0.41
53204,26934,43.0453982,-87.9001095,53202.0,1,43.0158,-87.9317,2.59
53208,28507,43.0177922,-87.9234448,53204.0,1,43.0488,-87.9625,2.91
53204,27332,43.0229532,-87.9286594,53204.0,2,43.0158,-87.9317,0.52
53225,28456,43.0483622,-87.9296885,53205.0,1,43.1154,-88.0346,7.03
53209,27621,43.0565334,-87.9879237,53208.0,1,43.1188,-87.9478,4.75
53212,30108,43.1625255,-88.0052206,53223.0,1,43.0712,-87.9084,7.98
53206,28612,43.0215268,-88.2537804,53188.0,1,43.0753,-87.9347,16.53
53215,28114,43.0383969,-87.947036,53233.0,3,43.006,-87.9429,2.25
53051,28397,43.0210082,-87.9968633,53214.0,2,43.1602,-88.1128,11.26
53218,27890,43.03733013,-87.92320041,53233.0,1,43.1122,-87.9932,6.26
53218,26934,43.0453982,-87.9001095,53202.0,2,43.1122,-87.9932,6.59
53212,37590,43.056006,-87.9162808,53212.0,1,43.0712,-87.9084,1.12
53209,12608,43.0429146,-89.3759564,53713.0,1,43.1188,-87.9478,72.26
53208,28401,43.0488227,-87.9278883,53205.0,1,43.0488,-87.9625,1.75
53222,28434,43.0409377,-87.9365218,53233.0,4,43.0828,-88.0269,5.4
53142,28177,42.7077879,-87.8032018,53403.0,1,42.556,-87.8705,11.03
53215,27894,43.0254095,-87.9103809,53204.0,1,43.006,-87.9429,2.12
53206,35115,43.0781352,-87.9160112,53212.0,1,43.0753,-87.9347,0.96
53218,28395,43.0229535,-87.9298417,53204.0,1,43.1122,-87.9932,6.95
53215,37637,42.9943092,-87.9134072,53207.0,1,43.006,-87.9429,1.7
53209,27577,43.1344371,-88.0070416,53218.0,1,43.1188,-87.9478,3.18
53215,27674,42.9809926,-87.9465191,53221.0,1,43.006,-87.9429,1.74
53223,27065,42.9725875,-88.055915,53228.0,1,43.1624,-87.9898,13.53
53216,20058,43.0386567,-87.91364,53203.0,1,43.0859,-87.9742,4.47
54601,12198,43.5573364,-90.8924328,54665.0,1,43.7989,-91.2175,23.29
54636,11647,43.8146827,-91.2486459,54601.0,1,43.9761,-91.2497,11.15
53219,27228,43.0102909,-87.9870578,53219.0,1,42.9959,-87.9944,1.06
53221,26937,43.0147369,-87.949006,53215.0,1,42.9549,-87.9447,4.14
53225,36980,43.1479775,-87.9791231,53223.0,1,43.1154,-88.0346,3.59
54669,11951,43.8119402,-91.2378063,54601.0,1,43.9063,-91.0893,9.86
53402,28240,42.7091628,-87.8045215,53403.0,2,42.7726,-87.796,4.4
53094,8734,44.5098578,-88.0171229,54301.0,1,43.193,-88.7185,97.47
53226,12634,43.03884557,-87.91469278,53203.0,1,43.0493,-88.0414,6.44
53202,34906,43.0186942,-87.9208782,53204.0,1,43.0506,-87.8968,2.52
53538,26814,42.9195587,-88.8464786,53538.0,1,42.9229,-88.8467,0.23
53209,41157,43.0488227,-87.9278883,53205.0,3,43.1188,-87.9478,4.94
53219,19318,42.9943092,-87.9134072,53207.0,1,42.9959,-87.9944,4.09
53221,28193,43.0210082,-87.9968633,53214.0,1,42.9549,-87.9447,5.27
53214,27228,43.0102909,-87.9870578,53219.0,3,43.0215,-88.0176,1.73
53227,19947,43.1469874,-89.2922553,53718.0,1,42.9949,-88.0364,64.25
53218,20058,43.0386567,-87.91364,53203.0,1,43.1122,-87.9932,6.48
53218,19962,43.0429146,-89.3759564,53713.0,2,43.1122,-87.9932,69.95
53222,27555,43.0511886,-87.939263,53205.0,1,43.0828,-88.0269,4.93
53204,20058,43.0386567,-87.91364,53203.0,1,43.0158,-87.9317,1.82
53130,19318,42.9943092,-87.9134072,53207.0,1,42.941,-88.0503,7.84
53204,37477,43.0395821,-87.9198778,53233.0,2,43.0158,-87.9317,1.75
53214,27552,43.0890466,-87.920121,53206.0,1,43.0215,-88.0176,6.78
53209,37851,43.0415872,-87.9240961,53233.0,1,43.1188,-87.9478,5.47
53210,27839,43.0392652,-87.9152463,53203.0,2,43.0685,-87.9715,3.49
53205,28405,43.0488227,-87.9278883,53205.0,1,43.0528,-87.9353,0.46
53405,20039,43.0718225,-89.3816961,53703.0,1,42.7161,-87.8233,82.62
54601,11794,43.8121532,-91.2304226,54601.0,1,43.7989,-91.2175,1.12
53212,27081,43.0426483,-87.9212718,53233.0,1,43.0712,-87.9084,2.08
54601,35369,43.8186417,-91.2484103,54601.0,1,43.7989,-91.2175,2.06
53225,27240,43.1368903,-88.0073999,53223.0,1,43.1154,-88.0346,2.02
53207,27555,43.0511886,-87.939263,53205.0,1,42.9751,-87.8947,5.72
53094,27282,43.0226032,-87.9314504,53204.0,1,43.193,-88.7185,41.41
53221,27276,42.9668847,-87.9359115,53221.0,1,42.9549,-87.9447,0.94
53214,32116,43.0750725,-88.0038214,53210.0,1,43.0215,-88.0176,3.77
53154,27055,43.0395821,-87.9198778,53233.0,1,42.8892,-87.9027,10.43
53208,19389,43.05853901,-89.32570257,53703.0,2,43.0488,-87.9625,68.83
53403,29622,42.5492485,-87.8259614,53143.0,1,42.706,-87.8014,10.9
53072,28397,43.0210082,-87.9968633,53214.0,1,43.0788,-88.2729,14.5
53209,30054,43.0139088,-88.2347018,53188.0,1,43.1188,-87.9478,16.19
53001,12634,43.03884557,-87.91469278,53203.0,1,43.6151,-88.0254,40.2
53210,27683,43.04333,-87.9237698,53233.0,1,43.0685,-87.9715,2.97
53208,29715,43.1281001,-87.9909694,53218.0,2,43.0488,-87.9625,5.66
53209,6284,43.1055688,-89.3585295,53704.0,1,43.1188,-87.9478,71.16
53210,28430,43.0731159,-88.05589,53222.0,1,43.0685,-87.9715,4.27
53094,26806,42.9861485,-88.8266301,53549.0,1,43.193,-88.7185,15.3
53182,28212,42.6698838,-88.2677838,53105.0,1,42.6896,-88.039,11.7
53213,28159,43.0395821,-87.9198778,53233.0,1,43.0488,-88.0015,4.17
52175,11483,43.8754262,-91.1801525,54650.0,1,42.9438,-91.8334,72.24
54650,9981,43.8149618,-91.2504499,54601.0,1,43.8974,-91.2314,5.77
54403,3353,44.959661,-89.6285111,54403.0,1,44.9529,-89.5318,4.75
53205,29948,43.0163831,-88.0088269,53214.0,1,43.0528,-87.9353,4.49
53210,27682,43.0433322,-87.9238174,53233.0,1,43.0685,-87.9715,2.97
53223,31009,43.1397731,-88.03948,53224.0,1,43.1624,-87.9898,2.95
53404,20177,44.2485131,-88.4027376,54915.0,1,42.7433,-87.8053,108.22
54601,11483,43.8754262,-91.1801525,54650.0,5,43.7989,-91.2175,5.61
55921,7489,43.8838955,-91.2309818,54650.0,615,43.6221,-91.4837,22.05
52175,7489,43.8838955,-91.2309818,54650.0,83,42.9438,-91.8334,71.65
53208,37819,43.0433344,-87.9240303,53233.0,10,43.0488,-87.9625,1.98
54729,9028,44.8832938,-91.8939361,54751.0,4,44.9369,-91.3929,24.8
53233,30499,43.00679569,-88.02960138,53214.0,4,43.0407,-87.9357,5.29
53212,28505,43.1192086,-88.0324478,53225.0,9,43.0712,-87.9084,7.08
53204,37819,43.0433344,-87.9240303,53233.0,6,43.0158,-87.9317,1.94
53210,27055,43.0395821,-87.9198778,53233.0,7,43.0685,-87.9715,3.28
53218,34922,43.0615264,-87.8864629,53211.0,3,43.1122,-87.9932,6.42
53214,27414,43.0659127,-87.8995488,53212.0,1,43.0215,-88.0176,6.7
53210,28468,43.052153,-87.9191542,53212.0,1,43.0685,-87.9715,2.87
53209,37415,43.088674,-89.5263264,53562.0,1,43.1188,-87.9478,79.66
53154,27737,43.0530363,-87.934476,53205.0,1,42.8892,-87.9027,11.43
53206,27013,43.0755264,-87.9416179,53206.0,19,43.0753,-87.9347,0.35
53215,28400,43.0488227,-87.9278883,53205.0,16,43.006,-87.9429,3.05
53210,28434,43.0409377,-87.9365218,53233.0,7,43.0685,-87.9715,2.6
53218,34894,43.1103985,-87.9497902,53209.0,1,43.1122,-87.9932,2.19
53208,28504,43.0441177,-88.0289889,53226.0,15,43.0488,-87.9625,3.37
53218,28468,43.052153,-87.9191542,53212.0,1,43.1122,-87.9932,5.58
53208,28405,43.0488227,-87.9278883,53205.0,2,43.0488,-87.9625,1.75
53202,28435,43.0409377,-87.9365218,53233.0,12,43.0506,-87.8968,2.11
53210,7898,43.0753404,-89.5324032,53717.0,1,43.0685,-87.9715,78.78
53208,28435,43.0409377,-87.9365218,53233.0,15,43.0488,-87.9625,1.42
53208,28505,43.1192086,-88.0324478,53225.0,4,43.0488,-87.9625,6.01
53403,30625,42.7254704,-87.7851336,53403.0,3,42.706,-87.8014,1.58
53188,28153,43.0386745,-87.9199844,53203.0,2,43.0128,-88.2705,17.79
53216,28153,43.0386745,-87.9199844,53203.0,1,43.0859,-87.9742,4.26
53154,28397,43.0210082,-87.9968633,53214.0,4,42.8892,-87.9027,10.28
53405,32482,42.7153861,-87.8181059,53405.0,4,42.7161,-87.8233,0.27
53206,36605,43.0467965,-88.0076535,53213.0,1,43.0753,-87.9347,4.18
53404,28155,42.7480251,-87.7856331,53402.0,4,42.7433,-87.8053,1.05
53206,26951,43.0696125,-87.9161658,53212.0,1,43.0753,-87.9347,1.01
53233,28434,43.0409377,-87.9365218,53233.0,15,43.0407,-87.9357,0.04
53206,32752,43.0821724,-87.9418765,53206.0,1,43.0753,-87.9347,0.6
53209,28434,43.0409377,-87.9365218,53233.0,1,43.1188,-87.9478,5.41
53216,41157,43.0488227,-87.9278883,53205.0,3,43.0859,-87.9742,3.47
53188,29696,43.0215108,-88.2316651,53188.0,7,43.0128,-88.2705,2.05
53404,28240,42.7091628,-87.8045215,53403.0,2,42.7433,-87.8053,2.36
53212,28444,43.0633551,-87.9180815,53212.0,4,43.0712,-87.9084,0.73
53218,29588,43.0392652,-87.9152463,53203.0,1,43.1122,-87.9932,6.39
53224,37477,43.0395821,-87.9198778,53233.0,3,43.1594,-88.0327,10.05
53210,27555,43.0511886,-87.939263,53205.0,3,43.0685,-87.9715,2.02
53220,12634,43.03884557,-87.91469278,53203.0,1,42.9559,-87.9933,6.97
53206,28434,43.0409377,-87.9365218,53233.0,5,43.0753,-87.9347,2.38
53209,26919,43.101475,-87.9903615,53218.0,1,43.1188,-87.9478,2.46
53216,28397,43.0210082,-87.9968633,53214.0,12,43.0859,-87.9742,4.63
53226,35303,43.0415872,-87.9240961,53233.0,1,43.0493,-88.0414,5.95
53222,28400,43.0488227,-87.9278883,53205.0,4,43.0828,-88.0269,5.52
53207,28435,43.0409377,-87.9365218,53233.0,1,42.9751,-87.8947,5.02
53216,32116,43.0750725,-88.0038214,53210.0,6,43.0859,-87.9742,1.67
53403,30172,42.7077879,-87.8032018,53403.0,10,42.706,-87.8014,0.15
53205,28397,43.0210082,-87.9968633,53214.0,23,43.0528,-87.9353,3.81
53211,28049,43.0460713,-87.9120661,53202.0,1,43.082,-87.8895,2.73
53216,28600,43.0418686,-87.9084624,53202.0,1,43.0859,-87.9742,4.5
53214,26922,43.0609542,-87.9770744,53208.0,1,43.0215,-88.0176,3.41
53209,28401,43.0488227,-87.9278883,53205.0,1,43.1188,-87.9478,4.94
53225,29250,43.0113246,-88.2268907,53186.0,2,43.1154,-88.0346,12.08
54601,3936,44.5001569,-89.5620655,54481.0,7,43.7989,-91.2175,95.3
54729,9093,44.9516569,-91.364826,54729.0,1,44.9369,-91.3929,1.71
53208,27857,43.0547713,-87.95783797,53208.0,2,43.0488,-87.9625,0.47
54669,37174,43.8985825,-91.1094488,54669.0,1,43.9063,-91.0893,1.14
53209,37442,43.128509,-87.955344,53209.0,5,43.1188,-87.9478,0.77
53210,27621,43.0565334,-87.9879237,53208.0,2,43.0685,-87.9715,1.17
53215,28505,43.1192086,-88.0324478,53225.0,2,43.006,-87.9429,9.03
53212,27055,43.0395821,-87.9198778,53233.0,5,43.0712,-87.9084,2.26
53209,28509,43.0172491,-87.986702,53214.0,1,43.1188,-87.9478,7.29
53209,20273,44.1675811,-88.465704,54956.0,1,43.1188,-87.9478,76.95
53110,28839,42.9528004,-87.8493737,53110.0,1,42.949,-87.862,0.69
53222,28397,43.0210082,-87.9968633,53214.0,3,43.0828,-88.0269,4.53
