CLIENT_ZIP,SITE_ID,SITE_LATITUDE,SITE_LONGITUDE,SITE_ZIP,DISTINCT_INTERACTION_ID_CNT,CLIENT_LATITUDE,CLIENT_LONGITUDE,STRAIGHT_DISTANCE_MILES,DRIVING_DISTANCE_MILES,DRIVING_TIME_MINUTES,WALKING_DISTANCE_MILES,WALKING_TIME_MINUTES
53188,28623,43.0154068,-88.2346077,53188.0,1,43.0128,-88.2705,1.82,2.113263,6.433333333333334,2.051784,41.416666666666664
54729,33421,44.8121863,-91.5129352,54703.0,3,44.9369,-91.3929,10.43,12.518739,22.7,,
54636,7489,43.8838955,-91.2309818,54650.0,542,43.9761,-91.2497,6.44,7.04835,14.183333333333334,,
54636,37370,44.8079904,-91.4676772,54720.0,3,43.9761,-91.2497,58.48,72.181935,88.43333333333334,,
53218,28397,43.0210082,-87.9968633,53214.0,22,43.1122,-87.9932,6.3,8.394057,18.45,,
54650,11547,43.8165172,-91.2482325,54601.0,2,43.8974,-91.2314,5.65,6.505596000000001,15.9,,
53215,28397,43.0210082,-87.9968633,53214.0,17,43.006,-87.9429,2.92,4.46499,13.25,3.780027,77.65
53213,28612,43.0215268,-88.2537804,53188.0,1,43.0488,-88.0015,12.88,16.513632,22.933333333333334,,
53218,27658,43.1244822,-87.9850609,53218.0,29,43.1122,-87.9932,0.94,1.512756,4.366666666666666,1.214676,24.916666666666668
53225,28400,43.0488227,-87.9278883,53205.0,9,43.1154,-88.0346,7.08,7.689843000000001,19.583333333333332,,
53208,28434,43.0409377,-87.9365218,53233.0,7,43.0488,-87.9625,1.42,2.094012,5.95,1.839402,37.516666666666666
53216,28622,43.0607703,-87.934476,53205.0,7,43.0859,-87.9742,2.65,2.932362,8.016666666666667,2.846664,58.083333333333336
53186,28617,43.0136678,-88.237429,53188.0,1,42.9993,-88.2196,1.34,1.727622,7.2,1.64565,33.416666666666664
53216,29697,43.1116189,-87.9641853,53209.0,6,43.0859,-87.9742,1.85,2.213244,6.783333333333333,2.2020660000000003,45.0
53210,37760,43.0559483,-88.2247031,53188.0,1,43.0685,-87.9715,12.81,16.87257,19.983333333333334,,
53005,28659,43.0145769,-88.2323118,53188.0,1,43.0622,-88.098,7.54,9.301338000000001,19.016666666666666,,
53209,36620,43.139876,-87.9648735,53209.0,4,43.1188,-87.9478,1.69,2.569077,5.433333333333334,2.513808,51.46666666666667
53204,19383,43.033482,-87.908583,53202.0,1,43.0158,-87.9317,1.69,2.326887,8.65,2.326887,46.516666666666666
53205,29413,43.0463505,-87.935893,53233.0,1,43.0528,-87.9353,0.45,0.69552,3.183333333333333,0.5669730000000001,11.533333333333333
53205,27737,43.0530363,-87.934476,53205.0,3,43.0528,-87.9353,0.04,0.063963,0.26666666666666666,0.072036,1.4333333333333333
53233,27361,43.0572735,-87.9615445,53208.0,1,43.0407,-87.9357,1.74,2.47158,7.6,2.3231610000000003,48.56666666666667
53402,28153,43.0386745,-87.9199844,53203.0,1,42.7726,-87.796,19.43,24.684129000000002,34.15,,
53210,41157,43.0488227,-87.9278883,53205.0,5,43.0685,-87.9715,2.59,3.255903,9.133333333333333,2.975832,59.95
53210,28201,42.5891522,-87.8516686,53144.0,1,43.0685,-87.9715,33.67,41.300226,48.3,,
53202,28153,43.0386745,-87.9199844,53203.0,1,43.0506,-87.8968,1.43,1.859895,8.483333333333333,1.790343,37.56666666666667
54220,21447,44.0961675,-87.6546449,54220.0,1,44.0971,-87.6823,1.37,1.915785,6.516666666666667,1.915785,38.11666666666667
53223,37760,43.0559483,-88.2247031,53188.0,1,43.1624,-87.9898,13.95,23.963769,28.85,,
53205,28434,43.0409377,-87.9365218,53233.0,3,43.0528,-87.9353,0.82,1.0060200000000001,4.1,1.001052,21.0
53218,30499,43.00679569,-88.02960138,53214.0,6,43.1122,-87.9932,7.51,12.127509,19.433333333333334,,
53212,27171,43.0418686,-87.9084624,53202.0,2,43.0712,-87.9084,2.03,2.635524,8.466666666666667,2.190888,44.15
53216,35464,43.0556602,-87.9181198,53212.0,5,43.0859,-87.9742,3.52,4.253229,11.6,3.875661,78.88333333333334
53188,28397,43.0210082,-87.9968633,53214.0,411,43.0128,-88.2705,13.84,17.185554,21.516666666666666,,
53204,28435,43.0409377,-87.9365218,53233.0,18,43.0158,-87.9317,1.75,1.980369,7.116666666666666,1.972296,40.416666666666664
53225,32116,43.0750725,-88.0038214,53210.0,4,43.1154,-88.0346,3.19,3.534732,9.05,3.4819470000000003,71.46666666666667
53110,41157,43.0488227,-87.9278883,53205.0,3,42.949,-87.862,7.66,10.14714,16.733333333333334,,
54729,7489,43.8838955,-91.2309818,54650.0,14,44.9369,-91.3929,73.19,93.27606300000001,100.7,,
53206,28395,43.0229535,-87.9298417,53204.0,3,43.0753,-87.9347,3.63,4.926393,8.566666666666666,4.227768,85.35
53202,28444,43.0633551,-87.9180815,53212.0,3,43.0506,-87.8968,1.39,1.931931,7.433333333333334,1.863621,38.1
53216,27621,43.0565334,-87.9879237,53208.0,1,43.0859,-87.9742,2.14,2.380293,7.183333333333334,2.343654,48.833333333333336
53220,30499,43.00679569,-88.02960138,53214.0,1,42.9559,-87.9933,3.97,6.932844,12.466666666666667,5.575959,112.08333333333333
53186,4074,42.6796189,-89.0267822,53548.0,1,42.9993,-88.2196,46.48,60.478569,65.33333333333333,,
53210,27083,43.0613891,-87.9751641,53210.0,1,43.0685,-87.9715,0.52,1.033344,4.45,0.66447,13.683333333333334
53218,12655,43.0718225,-89.3816961,53703.0,1,43.1122,-87.9932,70.11,80.677836,84.41666666666667,,
53221,27087,42.990477,-87.9475489,53215.0,1,42.9549,-87.9447,2.46,2.8404540000000003,8.2,2.749167,55.833333333333336
53212,28434,43.0409377,-87.9365218,53233.0,6,43.0712,-87.9084,2.53,3.380103,6.733333333333333,3.406806,69.46666666666667
53209,28505,43.1192086,-88.0324478,53225.0,17,43.1188,-87.9478,4.27,5.243724,9.983333333333333,4.4643690000000005,93.43333333333334
53220,30727,42.9670153,-87.9516685,53221.0,2,42.9559,-87.9933,2.24,2.923668,8.316666666666666,2.923668,57.86666666666667
53218,26919,43.101475,-87.9903615,53218.0,2,43.1122,-87.9932,0.75,1.011609,4.033333333333333,0.8923770000000001,18.233333333333334
53206,27102,43.3185059,-87.9289788,53024.0,1,43.0753,-87.9347,16.81,19.068426000000002,23.516666666666666,,
53225,28880,43.1818161,-87.9703085,53223.0,1,43.1154,-88.0346,5.62,7.968672000000001,17.133333333333333,,
53210,27239,43.0795815,-87.9669952,53216.0,3,43.0685,-87.9715,0.8,0.9606870000000001,2.966666666666667,0.959445,19.066666666666666
53224,28159,43.0395821,-87.9198778,53233.0,1,43.1594,-88.0327,10.05,17.366886,21.183333333333334,,
54601,9926,43.7732581,-91.2162628,54601.0,1,43.7989,-91.2175,1.77,2.051784,6.05,2.031912,40.35
54669,11647,43.8146827,-91.2486459,54601.0,6,43.9063,-91.0893,10.15,12.583944,20.65,,
54650,12703,43.0923884,-89.3525366,53704.0,2,43.8974,-91.2314,109.37,139.680909,126.61666666666666,,
53186,28737,42.9796242,-88.2479508,53189.0,1,42.9993,-88.2196,1.98,3.060909,7.266666666666667,2.6734050000000003,52.15
54603,16502,43.8180537,-91.1863757,54601.0,1,43.8487,-91.2484,3.75,7.0657380000000005,14.433333333333334,5.887701,126.8
54669,9926,43.7732581,-91.2162628,54601.0,2,43.9063,-91.0893,11.16,13.816629,24.466666666666665,,
53225,34925,43.0995749,-88.0532002,53225.0,4,43.1154,-88.0346,1.44,2.6088210000000003,5.8,2.574045,51.25
53210,27238,43.0568755,-87.9820427,53208.0,1,43.0685,-87.9715,0.96,1.867347,5.733333333333333,1.342602,28.133333333333333
53916,34855,43.4491612,-88.8240121,53916.0,1,43.4616,-88.8407,1.2,1.700298,5.1,1.630125,32.68333333333333
53218,28504,43.0441177,-88.0289889,53226.0,11,43.1122,-87.9932,5.04,9.059769000000001,15.916666666666666,,
53404,28177,42.7077879,-87.8032018,53403.0,3,42.7433,-87.8053,2.46,2.947887,7.516666666666667,2.882061,57.53333333333333
53214,27745,43.0625038,-87.9771504,53210.0,1,43.0215,-88.0176,3.49,5.031963,7.416666666666667,4.407237,90.4
53154,33401,42.8898909,-87.9338201,53154.0,1,42.8892,-87.9027,1.58,2.244915,7.35,2.16729,43.86666666666667
53218,37986,43.0124994,-87.9928039,53214.0,1,43.1122,-87.9932,6.89,8.528193,20.1,,
53208,30499,43.00679569,-88.02960138,53214.0,18,43.0488,-87.9625,4.46,7.471872,10.633333333333333,5.941728,121.95
53210,27115,43.0554294,-87.9627315,53208.0,6,43.0685,-87.9715,1.01,2.090286,6.483333333333333,1.137051,22.966666666666665
53214,27428,43.0439809,-87.9086048,53202.0,1,43.0215,-88.0176,5.72,6.481998,11.15,,
53209,28504,43.0441177,-88.0289889,53226.0,4,43.1188,-87.9478,6.59,14.192955000000001,17.483333333333334,,
53404,28184,42.7233633,-87.7822227,53403.0,1,42.7433,-87.8053,1.81,2.318814,8.0,2.318814,46.15
53206,28456,43.0483622,-87.9296885,53205.0,6,43.0753,-87.9347,1.88,2.085318,5.916666666666667,2.283417,45.916666666666664
53224,8653,43.0743635,-87.9765372,53210.0,1,43.1594,-88.0327,6.52,7.974261,16.616666666666667,,
53405,28177,42.7077879,-87.8032018,53403.0,1,42.7161,-87.8233,1.17,1.710855,4.6,1.5953490000000001,31.633333333333333
53210,27114,43.0555513,-87.9627692,53208.0,4,43.0685,-87.9715,1.0,1.430784,4.933333333333334,1.132704,22.883333333333333
53205,27055,43.0395821,-87.9198778,53233.0,5,43.0528,-87.9353,1.2,1.569267,6.666666666666667,1.568025,32.2
53404,28141,42.7067114,-87.8303626,53405.0,1,42.7433,-87.8053,2.83,4.335822,11.783333333333333,3.814182,76.7
53206,28193,43.0210082,-87.9968633,53214.0,2,43.0753,-87.9347,4.89,7.974882,12.416666666666666,7.25328,147.28333333333333
53224,29867,43.1452797,-88.071874,53051.0,1,43.1594,-88.0327,2.2,3.274533,8.1,3.986199,79.83333333333333
53404,28151,42.7258283,-87.7899518,53403.0,1,42.7433,-87.8053,1.44,1.94994,5.483333333333333,1.869831,37.18333333333333
53222,27752,43.0396707,-87.9504051,53208.0,1,43.0828,-88.0269,4.88,6.0081750000000005,14.1,5.499576,111.36666666666666
53404,30187,42.7148104,-87.8143275,53405.0,1,42.7433,-87.8053,2.02,3.1584060000000003,8.4,2.635524,52.8
53211,27553,43.0898173,-87.9122221,53212.0,1,43.082,-87.8895,1.27,1.766124,7.35,1.607769,32.61666666666667
53215,27384,43.0641205,-87.96717239,53224.0,1,43.006,-87.9429,4.2,6.021216,13.116666666666667,5.0586660000000006,103.73333333333333
53154,12703,43.0923884,-89.3525366,53704.0,1,42.8892,-87.9027,74.61,84.753459,82.53333333333333,,
53208,26948,43.0143562,-87.9246116,53204.0,1,43.0488,-87.9625,3.05,5.988303,9.25,4.165047,84.33333333333333
53218,29715,43.1281001,-87.9909694,53218.0,1,43.1122,-87.9932,1.1,1.566162,4.833333333333333,1.759293,36.55
53210,27745,43.0625038,-87.9771504,53210.0,1,43.0685,-87.9715,0.5,0.910386,4.15,0.710424,14.75
53223,29414,43.0699934,-87.9058583,53212.0,1,43.1624,-87.9898,7.66,10.651392000000001,17.566666666666666,,
53216,27238,43.0568755,-87.9820427,53208.0,1,43.0859,-87.9742,2.04,2.267271,7.55,2.202687,45.833333333333336
53212,27533,42.972029,-87.91947462,53221.0,2,43.0712,-87.9084,6.87,8.042571,10.833333333333334,,
53402,32482,42.7153861,-87.8181059,53405.0,2,42.7726,-87.796,4.11,5.608251,14.216666666666667,5.16051,104.28333333333333
53212,26909,43.0932201,-87.9477251,53216.0,3,43.0712,-87.9084,2.5,3.042279,8.15,2.829276,57.36666666666667
54701,11483,43.8754262,-91.1801525,54650.0,1,44.784,-91.4877,64.59,80.841159,93.98333333333333,,
53207,27682,43.0433322,-87.9238174,53233.0,1,42.9751,-87.8947,4.94,6.057855,10.366666666666667,5.48343,110.18333333333334
53210,37477,43.0395821,-87.9198778,53233.0,1,43.0685,-87.9715,3.28,4.153869,12.433333333333334,3.8818710000000003,78.36666666666666
53214,37820,43.0483622,-87.9296885,53205.0,1,43.0215,-88.0176,4.81,6.722946,10.566666666666666,5.962221,120.45
53208,30054,43.0139088,-88.2347018,53188.0,3,43.0488,-87.9625,13.96,17.009811,20.883333333333333,,
53206,30642,43.0715876,-87.9352803,53206.0,7,43.0753,-87.9347,0.26,0.377568,1.3833333333333333,0.748305,14.55
53206,11642,43.8146827,-91.2486459,54601.0,1,43.0753,-87.9347,173.9,211.782735,190.48333333333332,,
53189,29696,43.0215108,-88.2316651,53188.0,2,42.9516,-88.2963,5.83,7.082505,16.583333333333332,,
53216,27391,43.009808,-87.9618726,53215.0,1,43.0859,-87.9742,5.29,5.885217,14.516666666666667,,
53222,27621,43.0565334,-87.9879237,53208.0,3,43.0828,-88.0269,2.68,3.21057,7.783333333333333,3.161511,63.766666666666666
53405,35298,42.732284,-87.7922417,53404.0,2,42.7161,-87.8233,1.93,2.692035,7.35,2.387124,47.75
53216,36600,43.029371,-88.267498,53188.0,1,43.0859,-87.9742,15.31,21.025818,28.25,,
53405,30728,42.715413,-87.829413,53405.0,1,42.7161,-87.8233,0.31,0.38874600000000004,1.85,0.38874600000000004,8.05
53206,27114,43.0555513,-87.9627692,53208.0,2,43.0753,-87.9347,1.97,2.893239,7.933333333333334,3.195045,64.65
53186,28761,43.0643474,-88.35343,53018.0,1,42.9993,-88.2196,8.12,12.398886000000001,20.15,,
53202,28504,43.0441177,-88.0289889,53226.0,6,43.0506,-87.8968,6.69,9.497574,15.333333333333334,,
53210,41185,43.1640128,-88.1384415,53051.0,1,43.0685,-87.9715,10.7,12.434904000000001,25.35,,
53404,12634,43.03884557,-87.91469278,53203.0,2,42.7433,-87.8053,21.16,28.008963,35.3,,
53215,30167,43.1156658,-87.9865502,53218.0,1,43.006,-87.9429,7.89,12.837933000000001,22.1,,
53216,28114,43.0383969,-87.947036,53233.0,1,43.0859,-87.9742,3.56,4.065066,11.616666666666667,3.979989,83.05
53205,27249,43.0600172,-87.9432071,53205.0,1,43.0528,-87.9353,0.64,0.902313,3.4166666666666665,0.891756,17.666666666666668
53210,28405,43.0488227,-87.9278883,53205.0,1,43.0685,-87.9715,2.59,3.255903,9.133333333333333,2.975832,59.95
53214,37592,43.0433865,-87.9208399,53233.0,1,43.0215,-88.0176,5.12,6.142932,9.366666666666667,,
53208,35370,43.0494871,-87.9696437,53208.0,1,43.0488,-87.9625,0.36,0.437805,1.35,0.37881000000000004,8.4
53206,32116,43.0750725,-88.0038214,53210.0,2,43.0753,-87.9347,3.49,3.4614540000000003,9.883333333333333,4.145796,85.48333333333333
53403,28621,42.5663706,-87.8468795,53142.0,2,42.706,-87.8014,9.92,11.433231000000001,20.666666666666668,,
53090,27839,43.0392652,-87.9152463,53203.0,1,43.4438,-88.1963,31.33,41.071698000000005,41.766666666666666,,
53216,27234,43.0676122,-87.9781143,53210.0,1,43.0859,-87.9742,1.28,1.381104,4.483333333333333,1.341981,28.0
53205,37534,43.0607703,-87.934476,53205.0,1,43.0528,-87.9353,0.55,0.704835,3.3333333333333335,0.698625,14.2
53218,37391,43.0040908,-88.0188622,53227.0,1,43.1122,-87.9932,7.58,12.103290000000001,21.366666666666667,,
53208,28929,43.0122026,-87.9523576,53215.0,2,43.0488,-87.9625,2.58,3.288195,9.483333333333333,3.0304800000000003,62.05
53225,35612,43.067615,-87.9441198,53206.0,1,43.1154,-88.0346,5.63,6.295698000000001,16.133333333333333,,
53206,29049,43.1368932,-87.9546928,53209.0,1,43.0753,-87.9347,4.37,4.533921,11.4,4.577391,92.85
53207,28502,42.988534,-87.8924671,53207.0,3,42.9751,-87.8947,0.94,1.035828,2.683333333333333,1.035207,19.983333333333334
53051,30054,43.0139088,-88.2347018,53188.0,1,43.1602,-88.1128,11.83,15.713163,27.166666666666668,,
53218,28049,43.0460713,-87.9120661,53202.0,1,43.1122,-87.9932,6.14,6.608682,17.95,,
53215,29715,43.1281001,-87.9909694,53218.0,1,43.006,-87.9429,8.78,13.427262,24.0,,
53405,28130,42.7300554,-87.9606641,53177.0,1,42.7161,-87.8233,7.04,7.516584,15.75,,
53207,27754,43.0054478,-87.9758952,53219.0,1,42.9751,-87.8947,4.61,6.776352,17.45,6.140448,123.76666666666667
53223,27754,43.0054478,-87.9758952,53219.0,1,43.1624,-87.9898,10.87,12.195819,28.066666666666666,,
53206,27861,43.0418389,-87.9412286,53233.0,1,43.0753,-87.9347,2.34,2.6423550000000002,8.7,3.0857490000000003,63.2
53208,27606,43.0147369,-87.949006,53215.0,1,43.0488,-87.9625,2.45,3.416121,10.0,3.090096,63.0
53233,28049,43.0460713,-87.9120661,53202.0,1,43.0407,-87.9357,1.25,1.526418,6.333333333333333,1.5394590000000001,31.05
53405,30981,42.7167377,-87.8003283,53403.0,1,42.7161,-87.8233,1.17,1.455624,3.8333333333333335,1.455624,28.516666666666666
53402,30187,42.7148104,-87.8143275,53405.0,1,42.7726,-87.796,4.1,5.453001,14.1,5.0922,102.75
53223,28511,43.0551291,-87.9327909,53205.0,1,43.1624,-87.9898,7.95,11.702745,18.016666666666666,,
53202,27414,43.0659127,-87.8995488,53212.0,1,43.0506,-87.8968,1.07,1.2047400000000001,5.3,1.185489,24.3
54601,20039,43.0718225,-89.3816961,53703.0,1,43.7989,-91.2175,104.91,141.122871,139.18333333333334,,
53210,27533,42.972029,-87.91947462,53221.0,3,43.0685,-87.9715,7.16,8.986491000000001,15.783333333333333,,
54669,11642,43.8146827,-91.2486459,54601.0,1,43.9063,-91.0893,10.15,12.583944,20.65,,
53233,36285,43.062877,-87.9279037,53206.0,1,43.0407,-87.9357,1.58,1.9921680000000002,6.716666666666667,1.894671,39.6
53208,27684,43.0490067,-87.9614679,53208.0,2,43.0488,-87.9625,0.05,0.320436,1.5,0.084456,1.6333333333333333
53224,12634,43.03884557,-87.91469278,53203.0,2,43.1594,-88.0327,10.24,17.318448,22.566666666666666,,
53405,26937,43.0147369,-87.949006,53215.0,1,42.7161,-87.8233,21.59,30.443283,39.71666666666667,,
53204,30981,42.7167377,-87.8003283,53403.0,1,43.0158,-87.9317,21.71,28.425654,37.85,,
54669,11326,43.9003471,-91.0808416,54669.0,1,43.9063,-91.0893,0.59,0.673164,2.05,0.673164,13.75
53223,37371,43.0388838,-87.9466914,53233.0,2,43.1624,-87.9898,8.81,13.482531,20.466666666666665,,
53225,28401,43.0488227,-87.9278883,53205.0,1,43.1154,-88.0346,7.08,7.689843000000001,19.583333333333332,,
53204,30156,43.0542933,-87.9138287,53212.0,1,43.0158,-87.9317,2.81,4.515912,9.883333333333333,3.568266,73.45
53216,30499,43.00679569,-88.02960138,53214.0,3,43.0859,-87.9742,6.14,9.710577,16.5,,
53220,35474,43.012833,-87.992762,53214.0,2,42.9559,-87.9933,3.93,5.29092,14.266666666666667,4.98663,99.6
53216,30054,43.0139088,-88.2347018,53188.0,1,43.0859,-87.9742,14.06,19.248516000000002,26.75,,
53406,28240,42.7091628,-87.8045215,53403.0,2,42.7242,-87.8551,2.77,3.460833,9.233333333333333,3.3161400000000003,66.61666666666666
53216,26912,43.0663966,-87.946555,53206.0,1,43.0859,-87.9742,1.94,2.11761,5.766666666666667,2.0350170000000003,41.78333333333333
53223,28405,43.0488227,-87.9278883,53205.0,1,43.1624,-87.9898,8.45,11.732553000000001,18.25,,
53206,26937,43.0147369,-87.949006,53215.0,1,43.0753,-87.9347,4.25,5.939244,11.733333333333333,5.332527,107.81666666666666
53206,12634,43.03884557,-87.91469278,53203.0,2,43.0753,-87.9347,2.71,4.554414,9.366666666666667,3.329802,66.31666666666666
53204,27400,43.0418585,-88.0261691,53226.0,1,43.0158,-87.9317,5.1,8.063685,14.566666666666666,,
54601,14365,43.8685055,-91.2071009,54650.0,1,43.7989,-91.2175,4.84,5.448033000000001,11.216666666666667,6.758964000000001,133.5
54601,6307,43.098365,-89.3050382,53714.0,1,43.7989,-91.2175,107.45,140.378913,129.95,,
54601,15774,43.8348402,-91.2354192,54603.0,2,43.7989,-91.2175,2.64,3.9750210000000004,10.816666666666666,3.73842,74.03333333333333
53209,35115,43.0781352,-87.9160112,53212.0,3,43.1188,-87.9478,3.24,3.617325,8.4,3.63906,74.1
53208,26986,43.0451424,-87.9393587,53233.0,2,43.0488,-87.9625,1.2,1.902123,5.933333333333334,1.425816,28.916666666666668
53202,27448,42.9468522,-87.9290002,53221.0,1,43.0506,-87.8968,7.35,9.675801,16.8,,
53188,30107,43.0073399,-88.2232192,53186.0,1,43.0128,-88.2705,2.42,2.877714,9.7,2.717496,55.35
53209,7749,43.073728,-89.3823586,53703.0,1,43.1188,-87.9478,72.44,83.985282,84.23333333333333,,
53205,27890,43.03733013,-87.92320041,53233.0,1,43.0528,-87.9353,1.23,1.734453,7.216666666666667,1.561194,32.56666666666667
53226,28504,43.0441177,-88.0289889,53226.0,1,43.0493,-88.0414,0.72,1.055079,2.683333333333333,1.055079,21.166666666666668
53405,37371,43.0388838,-87.9466914,53233.0,1,42.7161,-87.8233,23.16,30.643245,37.25,,
53115,2278,42.5215298,-89.032617,53511.0,1,42.6227,-88.6277,21.76,25.040583,31.616666666666667,,
53216,27222,43.0957561,-87.9707122,53216.0,1,43.0859,-87.9742,0.7,1.334529,5.166666666666667,0.8923770000000001,18.183333333333334
53202,30499,43.00679569,-88.02960138,53214.0,1,43.0506,-87.8968,7.36,10.747026,17.5,,
53212,29058,43.1648821,-88.0055004,53223.0,1,43.0712,-87.9084,8.12,11.261835,17.8,,
53402,28397,43.0210082,-87.9968633,53214.0,2,42.7726,-87.796,19.95,29.064042,39.35,,
53205,19947,43.1469874,-89.2922553,53718.0,1,43.0528,-87.9353,68.77,75.42914400000001,69.28333333333333,,
53204,35303,43.0415872,-87.9240961,53233.0,1,43.0158,-87.9317,1.82,2.561004,7.333333333333333,2.135619,44.18333333333333
53216,19279,43.026544,-87.9060882,53204.0,1,43.0859,-87.9742,5.35,6.642837,15.3,,
53211,30041,43.0829855,-87.9192769,53212.0,1,43.082,-87.8895,1.5,2.567835,8.6,2.362905,48.56666666666667
53221,37477,43.0395821,-87.9198778,53233.0,2,42.9549,-87.9447,5.98,7.522173,12.35,,
53225,41157,43.0488227,-87.9278883,53205.0,1,43.1154,-88.0346,7.08,7.689843000000001,19.583333333333332,,
53210,35612,43.067615,-87.9441198,53206.0,1,43.0685,-87.9715,1.38,1.6493760000000002,5.616666666666666,1.433889,28.933333333333334
54669,11509,43.7699717,-91.2125017,54601.0,1,43.9063,-91.0893,11.24,14.687271,23.583333333333332,,
54729,13709,44.9405362,-91.3964516,54729.0,2,44.9369,-91.3929,0.31,0.365769,2.2,0.365769,7.733333333333333
53213,35464,43.0556602,-87.9181198,53212.0,1,43.0488,-88.0015,4.24,6.968241,12.066666666666666,4.920804,100.23333333333333
53091,28846,43.0398442,-88.1481234,53045.0,1,43.5045,-88.4478,35.47,39.827835,48.5,,
53218,26968,43.0741783,-87.9150366,53212.0,1,43.1122,-87.9932,4.74,5.78151,15.783333333333333,5.510754,112.58333333333333
53188,19215,43.0210082,-87.9968633,53214.0,1,43.0128,-88.2705,13.84,17.185554,21.516666666666666,,
53404,26937,43.0147369,-87.949006,53215.0,1,42.7433,-87.8053,20.12,28.498932,37.53333333333333,,
53405,30172,42.7077879,-87.8032018,53403.0,1,42.7161,-87.8233,1.17,1.710855,4.6,1.5953490000000001,31.633333333333333
53225,30121,43.0641205,-87.96717239,53233.0,1,43.1154,-88.0346,4.91,5.316381,13.2,5.176656,105.78333333333333
53202,34922,43.0615264,-87.8864629,53211.0,1,43.0506,-87.8968,0.92,1.116558,6.0,1.1091060000000001,22.416666666666668
53215,37426,43.0472661,-87.8985764,53202.0,2,43.006,-87.9429,3.63,4.920183,14.133333333333333,4.4389080000000005,91.75
53212,27384,43.0641205,-87.96717239,53224.0,1,43.0712,-87.9084,3.01,3.5086500000000003,9.216666666666667,3.456486,70.43333333333334
53212,35524,43.1347475,-89.2905861,53718.0,1,43.0712,-87.9084,69.86,75.60426600000001,67.86666666666666,,
53186,28153,43.0386745,-87.9199844,53203.0,1,42.9993,-88.2196,15.38,17.536419000000002,23.166666666666668,,
53221,27577,43.1344371,-88.0070416,53218.0,1,42.9549,-87.9447,12.8,20.261988000000002,26.483333333333334,,
53188,12085,43.0835215,-89.3643879,53703.0,1,43.0128,-88.2705,55.45,60.123357000000006,59.916666666666664,,
53205,37477,43.0395821,-87.9198778,53233.0,1,43.0528,-87.9353,1.2,1.569267,6.666666666666667,1.568025,32.2
53001,28193,43.0210082,-87.9968633,53214.0,1,43.6151,-88.0254,41.07,49.185063,53.333333333333336,,
53206,28929,43.0122026,-87.9523576,53215.0,2,43.0753,-87.9347,4.45,6.647805,12.233333333333333,5.6349540000000005,114.01666666666667
53210,12634,43.03884557,-87.91469278,53203.0,1,43.0685,-87.9715,3.52,6.136722000000001,12.216666666666667,4.131513,82.66666666666667
53209,29058,43.1648821,-88.0055004,53223.0,1,43.1188,-87.9478,4.31,5.692707,11.716666666666667,5.684013,114.46666666666667
53204,35548,43.0892598,-88.0466451,53222.0,2,43.0158,-87.9317,7.71,11.574819,18.4,,
53204,37820,43.0483622,-87.9296885,53205.0,2,43.0158,-87.9317,2.25,2.534922,9.416666666666666,2.474685,51.016666666666666
53222,29715,43.1281001,-87.9909694,53218.0,2,43.0828,-88.0269,3.62,5.737419,12.833333333333334,4.85622,100.4
53210,28101,43.0471809,-87.904287,53202.0,1,43.0685,-87.9715,3.7,4.523985000000001,13.95,4.1693940000000005,84.05
53214,27270,43.0442202,-88.0395454,53226.0,1,43.0215,-88.0176,1.92,3.458349,7.55,3.0615300000000003,61.583333333333336
54601,6741,43.7942288,-91.2476896,54601.0,1,43.7989,-91.2175,1.54,1.8661050000000001,6.25,1.854306,38.43333333333333
54669,11210,43.8043634,-91.2427084,54601.0,1,43.9063,-91.0893,10.39,12.636108,21.95,,
53214,28444,43.0633551,-87.9180815,53212.0,2,43.0215,-88.0176,5.8,7.45821,10.7,,
53233,36980,43.1479775,-87.9791231,53223.0,1,43.0407,-87.9357,7.73,11.344428,17.066666666666666,,
53233,30167,43.1156658,-87.9865502,53218.0,1,43.0407,-87.9357,5.78,9.925443,16.6,,
53225,26937,43.0147369,-87.949006,53215.0,1,43.1154,-88.0346,8.19,9.265320000000001,20.366666666666667,,
53202,37820,43.0483622,-87.9296885,53205.0,1,43.0506,-87.8968,1.67,1.9872,7.35,1.938762,40.45
53205,26933,43.0371135,-87.9137137,53290.0,1,43.0528,-87.9353,1.54,2.6088210000000003,6.583333333333333,1.954287,39.63333333333333
53221,28434,43.0409377,-87.9365218,53233.0,1,42.9549,-87.9447,5.96,8.071758,13.15,,
53204,19963,43.02236034,-87.91836009,53203.0,2,43.0158,-87.9317,0.81,1.140156,4.283333333333333,1.140156,22.616666666666667
53233,30092,43.117443,-87.9173152,53217.0,1,43.0407,-87.9357,5.38,6.469578,11.016666666666667,,
53212,27621,43.0565334,-87.9879237,53208.0,1,43.0712,-87.9084,4.14,5.01147,13.283333333333333,4.997187,102.55
53203,4425,43.0900814,-89.52733839,53562.0,1,43.0403,-87.9154,81.44,90.72189,86.38333333333334,,
53204,27745,43.0625038,-87.9771504,53210.0,1,43.0158,-87.9317,3.96,5.273532,12.466666666666667,4.964895,103.18333333333334
53233,26986,43.0451424,-87.9393587,53233.0,1,43.0407,-87.9357,0.36,0.58995,3.466666666666667,0.493074,10.75
53212,29373,43.0382397,-87.9047469,53202.0,1,43.0712,-87.9084,2.28,4.62645,7.983333333333333,2.503251,50.65
53228,37415,43.088674,-89.5263264,53562.0,1,42.9676,-88.0434,75.37,88.616079,81.36666666666666,,
