ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
55,Wisconsin,WI,55115,Shawano,55115,"Shawano County, Wisconsin",893.2244862,40813,0,20957,83,17153,251,7760,569,655,129,3562,290,2338,253,2670,319,8655,54,8759,0,5591,307,869,142,85,66,5609,2668,742,153,1431,147,351,92,758,132,636,92,19.4,1.4,3.2,0.6,20.8,1.7,8,0.9,6.6,0.8,21.2,0.1,21.5,0,13.9,0.8,5.1,0.8,0.2,0.2,13.7,6.5,3.5,0.7,6.8,0.7,2,0.5,4.4,0.8,1.6,0.2,0.5493,0.4507,0.5211,0.507,0.6338,2.6619,0.5775,0.662,0.5915,0.6479,0.5915,0.1127,2.6056,0.6197,0.7887,0.7887,0.7887,0.3521,0.662,0.8028,0.3521,0.4366,2.6056,0.5211,8.6618,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31858,5737,365,178,44,1209,0,177,31,2659,173,0,20,1322,216,64,64,14.3,0,0.4,0.1,3,0,0.4,0.1,6.5,0.4,0,0.1,3.2,0.5,0.2,0.1
55,Wisconsin,WI,55117,Sheboygan,55117,"Sheboygan County, Wisconsin",511.5276413,115152,0,51249,166,47754,400,15955,1336,2035,396,9983,662,5059,498,4604,594,20657,63,25491,0,11387,739,2622,371,1223,263,18960,526,4856,478,962,169,790,211,2576,303,2994,320,14.2,1.2,3.3,0.6,20.9,1.4,6.3,0.6,4.1,0.5,17.9,0.1,22.1,0,10.1,0.7,5.5,0.8,1.1,0.2,16.5,0.5,9.5,0.9,1.9,0.3,1.7,0.4,5.4,0.6,2.6,0.3,0.1549,0.4789,0.8169,0.2535,0.169,1.8732,0.2113,0.3521,0.7042,0.0845,0.7746,0.7887,2.7041,0.6901,0.8592,0.8592,0.8592,0.8592,0.1408,0.5915,0.6056,0.6761,2.8732,0.6479,8.3097,0.5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120317,10156,1030,2253,231,7615,0,6759,167,315,75,4,7,1974,309,40,40,9.1,0,2,0.2,6.6,0,5.9,0.1,0.3,0.1,0,0.1,1.7,0.3,0,0.1
55,Wisconsin,WI,55119,Taylor,55119,"Taylor County, Wisconsin",975.0520243,20320,0,10755,60,8623,168,3988,366,375,90,2019,200,1674,155,1508,197,3914,43,4770,0,2463,178,459,98,242,96,886,74,266,80,966,128,162,40,523,129,191,80,19.9,1.8,3.6,0.9,23.4,2.3,11.8,1.1,7.5,1,19.3,0.2,23.5,0,12.2,0.9,5.3,1.1,1.3,0.5,4.4,0.4,2.5,0.7,9,1.2,1.9,0.5,6.1,1.5,0.9,0.4,0.6056,0.5915,0.3099,0.9718,0.8028,3.2816,0.7887,0.507,0.8451,0.3521,0.7042,0.8592,3.2676,0.9155,0.0423,0.0423,0.0423,0.1831,0.8169,0.7465,0.7465,0.0986,2.5916,0.507,9.1831,0.7324,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17715,3612,287,4,8,458,0,74,35,45,19,13,16,279,42,13,13,17.9,0.1,0,0.1,2.3,0,0.4,0.2,0.2,0.1,0.1,0.1,1.4,0.2,0.1,0.1
55,Wisconsin,WI,55121,Trempealeau,55121,"Trempealeau County, Wisconsin",732.9695928,29525,0,13219,84,12143,155,4666,391,380,65,2638,189,1614,152,2249,298,5356,36,7387,0,2989,191,614,82,446,105,3217,127,547,111,840,96,172,53,606,108,397,74,16.1,1.3,2.5,0.4,21.7,1.5,8,0.8,7.7,1,18.1,0.1,25,0,10.2,0.7,5.1,0.7,1.6,0.4,10.9,0.4,4.1,0.8,6.4,0.7,1.4,0.4,5,0.9,1.3,0.3,0.2676,0.2113,0.3944,0.507,0.8451,2.2254,0.3521,0.3803,0.9437,0.0986,0.5915,0.9437,2.9578,0.8028,0.6901,0.6901,0.6901,0.4366,0.6479,0.4225,0.493,0.3239,2.3239,0.4085,8.1972,0.5352,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,29032,4322,388,131,31,2581,0,120,33,98,34,0,17,264,57,23,23,14.8,0,0.4,0.1,8.7,0,0.4,0.1,0.3,0.1,0,0.1,0.9,0.2,0.1,0.1
55,Wisconsin,WI,55123,Vernon,55123,"Vernon County, Wisconsin",791.5616635,30759,0,14173,59,12146,178,7459,580,328,69,2953,269,2095,218,4283,495,6003,33,8007,20,3176,236,482,109,277,91,1292,108,513,106,1232,159,283,57,996,147,420,62,24.6,1.9,2.3,0.5,24.3,2.2,10.1,1.1,14.1,1.6,19.5,0.1,26,0.1,10.4,0.8,4,0.9,1,0.3,4.2,0.4,3.6,0.7,8.7,1.1,2.3,0.5,8.2,1.2,1.4,0.2,0.9014,0.1268,0.4225,0.8732,0.9718,3.2957,0.8028,0.5211,0.9718,0.1268,0.169,0.7183,2.507,0.5634,0.0282,0.0282,0.0282,0.3944,0.7887,0.9014,0.9437,0.3662,3.3944,0.9155,9.2253,0.7465,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,2,5,23690,7428,615,75,22,504,0,104,20,32,19,11,14,549,97,17,17,24.5,0.1,0.2,0.1,1.6,0,0.3,0.1,0.1,0.1,0,0.1,1.8,0.3,0.1,0.1
55,Wisconsin,WI,55125,Vilas,55125,"Vilas County, Wisconsin",857.7085018,21923,0,26150,94,10917,367,4195,474,564,160,2561,281,930,138,1469,232,6821,53,3627,38,3610,323,441,114,7,64,3363,2027,440,94,1218,205,68,31,435,102,237,78,19.4,2.2,5.6,1.6,23.5,2.4,5.4,0.8,6.8,1.1,31.1,0.2,16.5,0.2,16.6,1.5,4,1,0,0.3,15.3,9.2,1.7,0.4,4.7,0.8,0.6,0.3,4,0.9,1.1,0.4,0.5493,0.9155,0.3662,0.169,0.6901,2.6901,0.5915,1,0.0563,0.8451,0.169,0,2.0704,0.2535,0.831,0.831,0.831,0.0986,0.4366,0.0141,0.2535,0.169,0.9718,0.0282,6.5633,0.2113,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,20145,3440,362,77,41,567,0,126,34,2017,138,13,12,555,199,8,8,15.9,0.1,0.4,0.2,2.6,0,0.6,0.2,9.2,0.6,0.1,0.1,2.5,0.9,0,0.1
55,Wisconsin,WI,55127,Walworth,55127,"Walworth County, Wisconsin",555.3878177,103391,0,52595,227,41414,610,16264,1096,1916,311,10457,735,5868,534,6614,771,18322,71,21442,0,12116,727,1984,327,1393,296,15245,404,3868,394,1339,234,690,175,1600,270,2873,308,16.2,1.1,3.4,0.5,25.2,1.7,8.5,0.8,6.4,0.8,17.7,0.1,20.7,0,11.8,0.7,4.8,0.8,1.4,0.3,14.7,0.4,7.4,0.7,2.5,0.4,1.7,0.4,3.9,0.6,2.8,0.3,0.2817,0.5352,0.831,0.662,0.6056,2.9155,0.6901,0.2958,0.4507,0.2817,0.3803,0.9155,2.324,0.4366,0.8169,0.8169,0.8169,0.6901,0.169,0.5915,0.2254,0.7042,2.3802,0.4225,8.4366,0.5915,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,96614,11399,1000,765,134,11567,0,793,139,240,82,59,75,1791,249,30,30,11.3,0,0.7,0.1,11.2,0,0.8,0.1,0.2,0.1,0.1,0.1,1.7,0.2,0,0.1
55,Wisconsin,WI,55129,Washburn,55129,"Washburn County, Wisconsin",797.1137532,15726,0,13359,63,7290,182,3470,340,257,66,1686,159,878,119,932,132,4183,22,2954,9,2548,189,220,49,56,57,951,158,157,44,785,111,122,34,234,64,215,114,22.4,2.2,3.6,0.9,23.1,2.1,7.4,1,6,0.8,26.6,0.1,18.8,0.1,16.4,1.2,3,0.7,0.4,0.4,6,1,1.2,0.3,5.9,0.8,1.7,0.5,3.2,0.9,1.4,0.7,0.7465,0.5915,0.2254,0.4085,0.5493,2.5212,0.5211,0.9155,0.1549,0.8169,0.0423,0.2958,2.2254,0.3521,0.2535,0.2535,0.2535,0.0423,0.5775,0.5915,0.0423,0.3662,1.6198,0.1549,6.6199,0.2254,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14060,2245,246,44,31,290,0,84,23,136,42,32,18,331,55,34,34,14.5,0.1,0.3,0.2,1.8,0,0.5,0.1,0.9,0.3,0.2,0.1,2.1,0.3,0.2,0.3
55,Wisconsin,WI,55131,Washington,55131,"Washington County, Wisconsin",430.643563,135529,0,57155,136,54787,433,11952,1344,2228,375,10683,859,4688,523,4925,766,24432,126,29722,0,13277,905,2611,388,450,148,10227,493,5002,521,752,150,303,125,1756,271,946,182,8.9,1,2.9,0.5,19.5,1.6,4.9,0.5,3.7,0.6,18,0.1,21.9,0,9.8,0.7,4.8,0.7,0.4,0.1,7.5,0.4,8.8,0.9,1.3,0.3,0.6,0.2,3.2,0.5,0.7,0.1,0.0141,0.3099,0.8451,0.1127,0.0704,1.3522,0.0986,0.3662,0.6761,0.0704,0.3803,0.2958,1.7888,0.1268,0.4085,0.4085,0.4085,0.831,0.0704,0.0141,0.0423,0.0141,0.9719,0.0423,4.5214,0.0563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121903,9524,879,1785,227,4465,0,1876,168,229,111,26,25,1761,310,85,85,7.1,0,1.3,0.2,3.3,0,1.4,0.1,0.2,0.1,0,0.1,1.3,0.2,0.1,0.1
55,Wisconsin,WI,55133,Waukesha,55133,"Waukesha County, Wisconsin",549.720243,402637,0,166703,242,159780,638,34098,1813,6731,535,35093,1471,10792,787,13019,1329,74929,41,86534,20,38409,1390,5850,540,2730,502,50476,1790,20827,1008,888,179,1872,335,5547,523,4958,503,8.6,0.5,3,0.2,22,0.9,3.8,0.3,3.3,0.3,18.6,0.1,21.5,0,9.6,0.3,3.7,0.3,0.7,0.1,12.5,0.4,12.5,0.6,0.5,0.1,1.2,0.2,3.5,0.3,1.2,0.1,0,0.3521,0.9718,0.0282,0.0282,1.3803,0.1127,0.4366,0.5915,0.0563,0.1268,0.5493,1.7605,0.0563,0.7465,0.7465,0.7465,0.9577,0.0141,0.2958,0.1408,0.2113,1.6197,0.1408,5.507,0.1408,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,452610,23494,1797,6076,385,19642,0,15066,485,673,152,112,54,6547,621,2360,2360,5.9,0,1.5,0.1,4.9,0,3.7,0.1,0.2,0.1,0,0.1,1.6,0.2,0.6,0.3
55,Wisconsin,WI,55135,Waupaca,55135,"Waupaca County, Wisconsin",747.6946524,50997,0,25840,153,22486,291,8248,787,627,121,4864,454,3048,343,3117,400,10485,38,10426,8,7089,597,1215,207,285,151,2996,278,1325,262,1288,153,216,55,947,203,1453,235,16.7,1.6,2.3,0.5,21.6,2,8.2,0.9,6.3,0.8,20.6,0.1,20.4,0,14.3,1.2,5.4,0.9,0.6,0.3,5.9,0.5,5.1,1,5,0.6,1,0.2,4.2,0.9,2.8,0.5,0.3662,0.1268,0.6197,0.5775,0.5915,2.2817,0.3944,0.6056,0.3662,0.6901,0.7465,0.4225,2.8309,0.7746,0.2113,0.2113,0.2113,0.5775,0.4648,0.1408,0.3099,0.7042,2.1972,0.3521,7.5211,0.3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46546,6572,621,296,52,1648,0,277,66,234,79,3,3,499,116,39,39,13.3,0.1,0.6,0.1,3.2,0,0.5,0.1,0.5,0.2,0,0.1,1,0.2,0.1,0.1
55,Wisconsin,WI,55137,Waushara,55137,"Waushara County, Wisconsin",626.1608849,24256,0,15152,95,10053,210,4330,324,456,97,2211,158,2146,187,1763,251,5901,44,4440,0,3713,263,391,75,213,82,2633,153,438,82,1476,137,110,38,567,93,1307,167,18.9,1.4,4.1,0.9,22,1.5,11.7,1,7.7,1.1,24.3,0.2,18.3,0,16.1,1.1,3.9,0.7,0.9,0.4,10.9,0.6,2.9,0.5,9.7,0.9,1.1,0.4,5.6,0.9,5.4,0.7,0.5211,0.7465,0.3239,0.9577,0.8451,3.3943,0.8732,0.831,0.1268,0.8028,0.1549,0.6338,2.5493,0.5915,0.6901,0.6901,0.6901,0.2254,0.831,0.2113,0.6761,0.9155,2.8593,0.6338,9.493,0.8028,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,18894,4008,360,398,70,1568,0,101,17,96,44,4,6,435,93,31,31,17.5,0.1,1.6,0.3,6.5,0,0.4,0.1,0.4,0.2,0,0.1,1.8,0.4,0.1,0.1
55,Wisconsin,WI,55139,Winnebago,55139,"Winnebago County, Wisconsin",434.6967089,170924,0,76023,261,71132,590,30634,1789,2716,377,17096,989,7653,605,7578,814,27689,136,35080,0,20489,859,3952,496,1589,331,20853,1167,8765,765,1302,225,874,225,4292,519,7895,532,18.8,1.1,3,0.4,24,1.4,6.6,0.5,4.6,0.5,16.2,0.1,20.5,0,12.3,0.5,5.6,0.7,1,0.2,12.2,0.7,11.5,1,1.7,0.3,1.2,0.3,6,0.7,4.6,0.3,0.4648,0.3521,0.9155,0.3099,0.2817,2.324,0.4366,0.1549,0.4225,0.3662,0.8169,0.7183,2.4788,0.5493,0.7324,0.7324,0.7324,0.9155,0.1127,0.2958,0.7324,0.8732,2.9296,0.7324,8.4648,0.6338,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,188451,15209,1331,3910,281,7230,0,4932,367,816,161,120,159,3755,674,90,90,9.3,0,2.3,0.2,4.2,0,2.9,0.2,0.5,0.1,0.1,0.1,2.2,0.4,0.1,0.1
55,Wisconsin,WI,55141,Wood,55141,"Wood County, Wisconsin",793.0380577,72892,0,35247,118,32707,465,13542,1087,1484,316,6615,540,3940,400,3270,481,14918,103,15758,0,10924,659,1555,306,406,184,5908,437,2999,395,1529,236,272,92,1689,310,909,176,18.8,1.5,4,0.8,20.2,1.6,7.6,0.8,4.5,0.7,20.5,0.1,21.6,0,15.1,0.9,4.8,0.9,0.6,0.3,8.1,0.6,8.5,1.1,4.3,0.7,0.8,0.3,5.2,0.9,1.2,0.2,0.4648,0.6901,0.7183,0.4366,0.2676,2.5774,0.5493,0.5915,0.6197,0.7465,0.3803,0.4225,2.7605,0.7324,0.4789,0.4789,0.4789,0.7465,0.3803,0.0704,0.5493,0.2113,1.9578,0.2535,7.7746,0.4366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81266,8357,627,573,165,2328,0,1524,116,290,97,3,7,1127,247,63,63,11.6,0,0.8,0.2,3.2,0,2.1,0.2,0.4,0.1,0,0.1,1.5,0.3,0.1,0.1
